 X,Y,Hinc_z
    0.29523E+00,    0.12071E-01,    0.93187E+00
    0.25573E+00,    0.20473E+00,    0.94874E+00
    0.37720E+00,   -0.15735E+00,    0.88960E+00
    0.26960E+00,    0.10395E+00,    0.94308E+00
    0.35577E+00,   -0.12257E+00,    0.90158E+00
    0.34725E+00,   -0.10749E+00,    0.90616E+00
    0.28328E+00,    0.47784E-01,    0.93722E+00
    0.25332E+00,    0.25915E+00,    0.94969E+00
    0.27139E+00,    0.94237E-01,    0.94233E+00
    0.26420E+00,    0.13075E+00,    0.94532E+00
    0.37144E+00,   -0.14921E+00,    0.89288E+00
    0.29996E+00,   -0.50129E-02,    0.92970E+00
    0.28690E+00,    0.33359E-01,    0.93562E+00
    0.39092E+00,   -0.17939E+00,    0.88159E+00
    0.26568E+00,    0.40081E+00,    0.94471E+00
    0.30467E+00,   -0.17840E-01,    0.92750E+00
    0.26064E+00,    0.14855E+00,    0.94677E+00
    0.25861E+00,    0.16207E+00,    0.94759E+00
    0.25234E+00,    0.24919E+00,    0.95007E+00
    0.36544E+00,   -0.14123E+00,    0.89626E+00
    0.38767E+00,   -0.17559E+00,    0.88351E+00
    0.26226E+00,    0.13583E+00,    0.94611E+00
    0.25666E+00,    0.34351E+00,    0.94837E+00
    0.29469E+00,    0.73882E-02,    0.93212E+00
    0.25862E+00,    0.36187E+00,    0.94758E+00
    0.25452E+00,    0.19482E+00,    0.94922E+00
    0.31846E+00,   -0.53456E-01,    0.92088E+00
    0.25973E+00,    0.37174E+00,    0.94714E+00
    0.26618E+00,    0.40946E+00,    0.94450E+00
    0.25694E+00,    0.35227E+00,    0.94825E+00
    0.32547E+00,   -0.69298E-01,    0.91741E+00
    0.26252E+00,    0.39142E+00,    0.94600E+00
    0.26081E+00,    0.38162E+00,    0.94670E+00
    0.25137E+00,    0.23924E+00,    0.95045E+00
    0.29549E+00,    0.22295E-02,    0.93175E+00
    0.25446E+00,    0.33378E+00,    0.94924E+00
    0.29983E+00,   -0.10024E-01,    0.92976E+00
    0.25479E+00,    0.18124E+00,    0.94911E+00
    0.33239E+00,   -0.85059E-01,    0.91391E+00
    0.25812E+00,    0.15288E+00,    0.94778E+00
    0.26466E+00,    0.11366E+00,    0.94513E+00
    0.25242E+00,    0.31418E+00,    0.95004E+00
    0.25178E+00,    0.30421E+00,    0.95029E+00
    0.25968E+00,    0.13950E+00,    0.94715E+00
    0.26609E+00,    0.41714E+00,    0.94454E+00
    0.25250E+00,    0.32400E+00,    0.95001E+00
    0.25040E+00,    0.22929E+00,    0.95083E+00
    0.30369E+00,   -0.23404E-01,    0.92796E+00
    0.25507E+00,    0.16647E+00,    0.94900E+00
    0.26678E+00,    0.42288E+00,    0.94425E+00
    0.28728E+00,    0.21218E-01,    0.93545E+00
    0.29962E+00,   -0.15033E-01,    0.92985E+00
    0.29477E+00,   -0.24630E-02,    0.93208E+00
    0.25553E+00,    0.15718E+00,    0.94882E+00
    0.38586E+00,   -0.17926E+00,    0.88457E+00
    0.34716E+00,   -0.11749E+00,    0.90621E+00
    0.38880E+00,   -0.18394E+00,    0.88284E+00
    0.33864E+00,   -0.10241E+00,    0.91069E+00
    0.24931E+00,    0.21957E+00,    0.95126E+00
    0.35587E+00,   -0.13317E+00,    0.90153E+00
    0.30916E+00,   -0.40710E-01,    0.92538E+00
    0.30391E+00,   -0.28011E-01,    0.92786E+00
    0.26043E+00,    0.12287E+00,    0.94685E+00
    0.24884E+00,    0.29467E+00,    0.95144E+00
    0.30585E+00,   -0.33294E-01,    0.92695E+00
    0.25305E+00,    0.17062E+00,    0.94980E+00
    0.25661E+00,    0.14343E+00,    0.94839E+00
    0.29540E+00,   -0.76411E-02,    0.93179E+00
    0.24730E+00,    0.28492E+00,    0.95203E+00
    0.29933E+00,   -0.20038E-01,    0.92999E+00
    0.38083E+00,   -0.17515E+00,    0.88750E+00
    0.25488E+00,    0.14810E+00,    0.94907E+00
    0.24825E+00,    0.21126E+00,    0.95167E+00
    0.25287E+00,    0.16142E+00,    0.94987E+00
    0.31738E+00,   -0.63398E-01,    0.92141E+00
    0.28774E+00,    0.10676E-01,    0.93525E+00
    0.26881E+00,    0.74315E-01,    0.94341E+00
    0.24622E+00,    0.27498E+00,    0.95245E+00
    0.37342E+00,   -0.16611E+00,    0.89176E+00
    0.24519E+00,    0.26497E+00,    0.95284E+00
    0.29453E+00,   -0.12311E-01,    0.93219E+00
    0.26466E+00,    0.86973E-01,    0.94513E+00
    0.26179E+00,    0.42053E+00,    0.94630E+00
    0.25237E+00,    0.15234E+00,    0.95006E+00
    0.36736E+00,   -0.15830E+00,    0.89518E+00
    0.24937E+00,    0.17490E+00,    0.95123E+00
    0.29895E+00,   -0.25037E-01,    0.93016E+00
    0.26253E+00,    0.42553E+00,    0.94600E+00
    0.25013E+00,    0.16563E+00,    0.95094E+00
    0.24421E+00,    0.25502E+00,    0.95322E+00
    0.26161E+00,    0.95768E-01,    0.94637E+00
    0.36109E+00,   -0.14997E+00,    0.89867E+00
    0.38663E+00,   -0.18847E+00,    0.88412E+00
    0.24732E+00,    0.18718E+00,    0.95203E+00
    0.25421E+00,    0.13384E+00,    0.94934E+00
    0.27202E+00,    0.52469E-01,    0.94206E+00
    0.29498E+00,   -0.17507E-01,    0.93199E+00
    0.28803E+00,    0.12093E-02,    0.93512E+00
    0.38301E+00,   -0.18395E+00,    0.88624E+00
    0.26884E+00,    0.63284E-01,    0.94340E+00
    0.34707E+00,   -0.12749E+00,    0.90626E+00
    0.25105E+00,    0.36838E+00,    0.95058E+00
    0.33855E+00,   -0.11241E+00,    0.91074E+00
    0.25645E+00,    0.40185E+00,    0.94845E+00
    0.25016E+00,    0.15722E+00,    0.95093E+00
    0.30280E+00,   -0.38150E-01,    0.92838E+00
    0.25226E+00,    0.37813E+00,    0.95011E+00
    0.35559E+00,   -0.14257E+00,    0.90168E+00
    0.27614E+00,    0.35831E-01,    0.94031E+00
    0.24324E+00,    0.24506E+00,    0.95358E+00
    0.33003E+00,   -0.97332E-01,    0.91511E+00
    0.24925E+00,    0.35856E+00,    0.95128E+00
    0.30832E+00,   -0.52007E-01,    0.92578E+00
    0.27317E+00,    0.44693E-01,    0.94158E+00
    0.25326E+00,    0.38790E+00,    0.94971E+00
    0.24676E+00,    0.17964E+00,    0.95224E+00
    0.25826E+00,    0.10446E+00,    0.94773E+00
    0.24762E+00,    0.34871E+00,    0.95191E+00
    0.43301E+00,   -0.25000E+00,    0.85538E+00
    0.29849E+00,   -0.30029E-01,    0.93038E+00
    0.24544E+00,    0.32913E+00,    0.95275E+00
    0.24624E+00,    0.33888E+00,    0.95244E+00
    0.32151E+00,   -0.82251E-01,    0.91938E+00
    0.24733E+00,    0.16978E+00,    0.95202E+00
    0.24431E+00,    0.31971E+00,    0.95318E+00
    0.24349E+00,    0.30979E+00,    0.95349E+00
    0.24227E+00,    0.23511E+00,    0.95395E+00
    0.27791E+00,    0.25370E-01,    0.93955E+00
    0.24787E+00,    0.16059E+00,    0.95181E+00
    0.25857E+00,    0.42306E+00,    0.94760E+00
    0.29395E+00,   -0.22146E-01,    0.93246E+00
    0.25683E+00,    0.41612E+00,    0.94830E+00
    0.30212E+00,   -0.43204E-01,    0.92869E+00
    0.25463E+00,    0.11303E+00,    0.94917E+00
    0.24130E+00,    0.22515E+00,    0.95432E+00
    0.42790E+00,   -0.24705E+00,    0.85869E+00
    0.24879E+00,    0.14530E+00,    0.95146E+00
    0.28792E+00,   -0.83939E-02,    0.93517E+00
    0.29795E+00,   -0.35012E-01,    0.93063E+00
    0.25825E+00,    0.42814E+00,    0.94773E+00
    0.24446E+00,    0.17389E+00,    0.95312E+00
    0.24211E+00,    0.19785E+00,    0.95401E+00
    0.38440E+00,   -0.19297E+00,    0.88543E+00
    0.29423E+00,   -0.27354E-01,    0.93233E+00
    0.24313E+00,    0.18264E+00,    0.95363E+00
    0.38084E+00,   -0.18840E+00,    0.88750E+00
    0.24035E+00,    0.21526E+00,    0.95467E+00
    0.23997E+00,    0.30065E+00,    0.95482E+00
    0.25115E+00,    0.12195E+00,    0.95054E+00
    0.24442E+00,    0.16480E+00,    0.95314E+00
    0.33845E+00,   -0.12241E+00,    0.91079E+00
    0.27824E+00,    0.13960E-01,    0.93941E+00
    0.23899E+00,    0.29069E+00,    0.95518E+00
    0.34697E+00,   -0.13749E+00,    0.90631E+00
    0.32993E+00,   -0.10733E+00,    0.91516E+00
    0.25937E+00,    0.78757E-01,    0.94728E+00
    0.42173E+00,   -0.24348E+00,    0.86264E+00
    0.26141E+00,    0.69808E-01,    0.94646E+00
    0.23802E+00,    0.28074E+00,    0.95554E+00
    0.24109E+00,    0.18714E+00,    0.95439E+00
    0.43049E+00,   -0.25433E+00,    0.85702E+00
    0.32142E+00,   -0.92251E-01,    0.91942E+00
    0.29732E+00,   -0.39986E-01,    0.93092E+00
    0.36944E+00,   -0.17527E+00,    0.89401E+00
    0.30068E+00,   -0.48667E-01,    0.92937E+00
    0.24152E+00,    0.17795E+00,    0.95423E+00
    0.23705E+00,    0.27079E+00,    0.95590E+00
    0.31290E+00,   -0.77170E-01,    0.92358E+00
    0.36355E+00,   -0.16752E+00,    0.89731E+00
    0.29305E+00,   -0.31956E-01,    0.93287E+00
    0.24354E+00,    0.15588E+00,    0.95347E+00
    0.28748E+00,   -0.18007E-01,    0.93536E+00
    0.25565E+00,    0.87791E-01,    0.94877E+00
    0.24163E+00,    0.16886E+00,    0.95419E+00
    0.37511E+00,   -0.18546E+00,    0.89080E+00
    0.23608E+00,    0.26083E+00,    0.95626E+00
    0.26794E+00,    0.38173E-01,    0.94377E+00
    0.25343E+00,    0.42496E+00,    0.94965E+00
    0.27855E+00,    0.46551E-02,    0.93928E+00
    0.35745E+00,   -0.15961E+00,    0.90067E+00
    0.24115E+00,    0.35454E+00,    0.95437E+00
    0.41458E+00,   -0.23936E+00,    0.86715E+00
    0.25394E+00,    0.43071E+00,    0.94944E+00
    0.28061E+00,   -0.34828E-02,    0.93839E+00
    0.38212E+00,   -0.19744E+00,    0.88675E+00
    0.23510E+00,    0.25088E+00,    0.95661E+00
    0.29661E+00,   -0.44949E-01,    0.93124E+00
    0.29344E+00,   -0.37377E-01,    0.93269E+00
    0.23978E+00,    0.17281E+00,    0.95488E+00
    0.24188E+00,    0.36440E+00,    0.95410E+00
    0.37862E+00,   -0.19284E+00,    0.88878E+00
    0.25185E+00,    0.96999E-01,    0.95027E+00
    0.30038E+00,   -0.54287E-01,    0.92951E+00
    0.30361E+00,   -0.61629E-01,    0.92800E+00
    0.24306E+00,    0.37432E+00,    0.95365E+00
    0.23851E+00,    0.18196E+00,    0.95536E+00
    0.26929E+00,    0.28874E-01,    0.94321E+00
    0.34925E+00,   -0.14888E+00,    0.90510E+00
    0.24415E+00,    0.38390E+00,    0.95324E+00
    0.23786E+00,    0.33531E+00,    0.95560E+00
    0.23615E+00,    0.20473E+00,    0.95623E+00
    0.23713E+00,    0.19117E+00,    0.95587E+00
    0.23858E+00,    0.34520E+00,    0.95533E+00
    0.23413E+00,    0.24093E+00,    0.95697E+00
    0.33836E+00,   -0.13241E+00,    0.91084E+00
    0.23618E+00,    0.32551E+00,    0.95622E+00
    0.32984E+00,   -0.11733E+00,    0.91521E+00
    0.24849E+00,    0.10637E+00,    0.95158E+00
    0.23520E+00,    0.31560E+00,    0.95658E+00
    0.26317E+00,    0.44966E-01,    0.94574E+00
    0.26068E+00,    0.53718E-01,    0.94675E+00
    0.42283E+00,   -0.25243E+00,    0.86194E+00
    0.32132E+00,   -0.10225E+00,    0.91947E+00
    0.24726E+00,    0.40944E+00,    0.95205E+00
    0.42792E+00,   -0.25863E+00,    0.85868E+00
    0.23316E+00,    0.23097E+00,    0.95732E+00
    0.29244E+00,   -0.41335E-01,    0.93314E+00
    0.28672E+00,   -0.27603E-01,    0.93570E+00
    0.29582E+00,   -0.49899E-01,    0.93160E+00
    0.31280E+00,   -0.87170E-01,    0.92363E+00
    0.24408E+00,    0.39737E+00,    0.95326E+00
    0.23457E+00,    0.19604E+00,    0.95681E+00
    0.23544E+00,    0.18593E+00,    0.95649E+00
    0.26963E+00,    0.18976E-01,    0.94307E+00
    0.40641E+00,   -0.23464E+00,    0.87223E+00
    0.24519E+00,    0.11557E+00,    0.95284E+00
    0.24978E+00,    0.42799E+00,    0.95107E+00
    0.29888E+00,   -0.58687E-01,    0.93020E+00
    0.23585E+00,    0.17684E+00,    0.95634E+00
    0.25664E+00,    0.61913E-01,    0.94837E+00
    0.23220E+00,    0.22103E+00,    0.95767E+00
    0.30415E+00,   -0.72484E-01,    0.92774E+00
    0.37689E+00,   -0.19776E+00,    0.88978E+00
    0.37979E+00,   -0.20189E+00,    0.88810E+00
    0.24041E+00,    0.13526E+00,    0.95465E+00
    0.23183E+00,    0.30646E+00,    0.95780E+00
    0.24706E+00,    0.42110E+00,    0.95212E+00
    0.24961E+00,    0.43324E+00,    0.95114E+00
    0.25338E+00,    0.70770E-01,    0.94967E+00
    0.23086E+00,    0.29651E+00,    0.95816E+00
    0.23544E+00,    0.16650E+00,    0.95649E+00
    0.24129E+00,    0.12442E+00,    0.95432E+00
    0.29495E+00,   -0.54835E-01,    0.93200E+00
    0.22989E+00,    0.28656E+00,    0.95850E+00
    0.27824E+00,   -0.13960E-01,    0.93941E+00
    0.29108E+00,   -0.46601E-01,    0.93376E+00
    0.23230E+00,    0.18983E+00,    0.95764E+00
    0.23302E+00,    0.18148E+00,    0.95738E+00
    0.23729E+00,    0.14596E+00,    0.95581E+00
    0.42217E+00,   -0.25806E+00,    0.86236E+00
    0.26974E+00,    0.90182E-02,    0.94302E+00
    0.24950E+00,    0.79973E-01,    0.95118E+00
    0.22892E+00,    0.27661E+00,    0.95885E+00
    0.29738E+00,   -0.62600E-01,    0.93089E+00
    0.41387E+00,   -0.24885E+00,    0.86760E+00
    0.32975E+00,   -0.12733E+00,    0.91525E+00
    0.33827E+00,   -0.14241E+00,    0.91088E+00
    0.32123E+00,   -0.11225E+00,    0.91952E+00
    0.23061E+00,    0.19898E+00,    0.95825E+00
    0.39764E+00,   -0.22958E+00,    0.87756E+00
    0.42531E+00,   -0.26291E+00,    0.86036E+00
    0.28643E+00,   -0.38596E-01,    0.93583E+00
    0.22794E+00,    0.26665E+00,    0.95920E+00
    0.34679E+00,   -0.15749E+00,    0.90641E+00
    0.31271E+00,   -0.97170E-01,    0.92367E+00
    0.22898E+00,    0.21185E+00,    0.95883E+00
    0.24576E+00,    0.89234E-01,    0.95262E+00
    0.22697E+00,    0.25670E+00,    0.95954E+00
    0.29762E+00,   -0.67249E-01,    0.93078E+00
    0.24022E+00,    0.40548E+00,    0.95472E+00
    0.29399E+00,   -0.59756E-01,    0.93244E+00
    0.29026E+00,   -0.51458E-01,    0.93412E+00
    0.36990E+00,   -0.19503E+00,    0.89376E+00
    0.24486E+00,    0.42995E+00,    0.95297E+00
    0.22910E+00,    0.19369E+00,    0.95879E+00
    0.23399E+00,    0.37016E+00,    0.95702E+00
    0.23257E+00,    0.36100E+00,    0.95754E+00
    0.37741E+00,   -0.20630E+00,    0.88948E+00
    0.37401E+00,   -0.20162E+00,    0.89142E+00
    0.22805E+00,    0.20282E+00,    0.95916E+00
    0.22600E+00,    0.24675E+00,    0.95989E+00
    0.23500E+00,    0.38009E+00,    0.95665E+00
    0.25794E+00,    0.36504E-01,    0.94785E+00
    0.27125E+00,   -0.49167E-02,    0.94239E+00
    0.22984E+00,    0.34114E+00,    0.95852E+00
    0.35803E+00,   -0.17902E+00,    0.90035E+00
    0.24526E+00,    0.43572E+00,    0.95282E+00
    0.24213E+00,    0.98675E-01,    0.95400E+00
    0.22876E+00,    0.33122E+00,    0.95891E+00
    0.40616E+00,   -0.24450E+00,    0.87238E+00
    0.22897E+00,    0.18491E+00,    0.95883E+00
    0.27761E+00,   -0.23250E-01,    0.93968E+00
    0.23218E+00,    0.15452E+00,    0.95768E+00
    0.36310E+00,   -0.18761E+00,    0.89756E+00
    0.41577E+00,   -0.25659E+00,    0.86641E+00
    0.23020E+00,    0.35200E+00,    0.95839E+00
    0.22718E+00,    0.32150E+00,    0.95947E+00
    0.38991E+00,   -0.22512E+00,    0.88218E+00
    0.22503E+00,    0.23679E+00,    0.96023E+00
    0.22606E+00,    0.31158E+00,    0.95987E+00
    0.41957E+00,   -0.26229E+00,    0.86401E+00
    0.30156E+00,   -0.82607E-01,    0.92895E+00
    0.23869E+00,    0.10805E+00,    0.95529E+00
    0.22706E+00,    0.18909E+00,    0.95951E+00
    0.28936E+00,   -0.56301E-01,    0.93453E+00
    0.23894E+00,    0.41470E+00,    0.95520E+00
    0.29295E+00,   -0.64660E-01,    0.93291E+00
    0.25323E+00,    0.45086E-01,    0.94973E+00
    0.32965E+00,   -0.13733E+00,    0.91530E+00
    0.32113E+00,   -0.12225E+00,    0.91956E+00
    0.22583E+00,    0.19749E+00,    0.95995E+00
    0.42266E+00,   -0.26717E+00,    0.86205E+00
    0.25017E+00,    0.54593E-01,    0.95092E+00
    0.33817E+00,   -0.15241E+00,    0.91093E+00
    0.29582E+00,   -0.72576E-01,    0.93161E+00
    0.31262E+00,   -0.10717E+00,    0.92372E+00
    0.23364E+00,    0.39019E+00,    0.95715E+00
    0.34669E+00,   -0.16749E+00,    0.90646E+00
    0.39823E+00,   -0.23950E+00,    0.87721E+00
    0.23532E+00,    0.11650E+00,    0.95654E+00
    0.24694E+00,    0.63035E-01,    0.95217E+00
    0.24111E+00,    0.43291E+00,    0.95439E+00
    0.22395E+00,    0.20623E+00,    0.96061E+00
    0.26102E+00,    0.13908E-01,    0.94661E+00
    0.25813E+00,    0.23008E-01,    0.94778E+00
    0.38319E+00,   -0.22123E+00,    0.88613E+00
    0.22273E+00,    0.30233E+00,    0.96103E+00
    0.37498E+00,   -0.21070E+00,    0.89087E+00
    0.28905E+00,   -0.61454E-01,    0.93467E+00
    0.37190E+00,   -0.20668E+00,    0.89262E+00
    0.28395E+00,   -0.50031E-01,    0.93693E+00
    0.22546E+00,    0.17805E+00,    0.96008E+00
    0.27668E+00,   -0.32513E-01,    0.94008E+00
    0.22175E+00,    0.29238E+00,    0.96137E+00
    0.23838E+00,    0.42595E+00,    0.95541E+00
    0.24333E+00,    0.72135E-01,    0.95355E+00
    0.24088E+00,    0.43815E+00,    0.95447E+00
    0.29183E+00,   -0.69546E-01,    0.93342E+00
    0.22351E+00,    0.19219E+00,    0.96076E+00
    0.22078E+00,    0.28242E+00,    0.96171E+00
    0.22250E+00,    0.20124E+00,    0.96111E+00
    0.22109E+00,    0.22109E+00,    0.96160E+00
    0.23138E+00,    0.12567E+00,    0.95797E+00
    0.29502E+00,   -0.78169E-01,    0.93197E+00
    0.22950E+00,    0.13637E+00,    0.95864E+00
    0.23212E+00,    0.39973E+00,    0.95770E+00
    0.21981E+00,    0.27247E+00,    0.96204E+00
    0.22115E+00,    0.21033E+00,    0.96158E+00
    0.23970E+00,    0.81429E-01,    0.95492E+00
    0.26928E+00,   -0.18026E-01,    0.94321E+00
    0.41741E+00,   -0.26706E+00,    0.86538E+00
    0.37741E+00,   -0.21790E+00,    0.88948E+00
    0.40576E+00,   -0.25421E+00,    0.87263E+00
    0.21884E+00,    0.26252E+00,    0.96237E+00
    0.22567E+00,    0.36664E+00,    0.96000E+00
    0.32104E+00,   -0.13225E+00,    0.91961E+00
    0.41997E+00,   -0.27139E+00,    0.86376E+00
    0.38945E+00,   -0.23485E+00,    0.88246E+00
    0.32956E+00,   -0.14733E+00,    0.91535E+00
    0.23634E+00,    0.90730E-01,    0.95616E+00
    0.31252E+00,   -0.11717E+00,    0.92377E+00
    0.22065E+00,    0.19656E+00,    0.96175E+00
    0.28731E+00,   -0.65938E-01,    0.93544E+00
    0.33808E+00,   -0.16241E+00,    0.91098E+00
    0.21787E+00,    0.25257E+00,    0.96271E+00
    0.30400E+00,   -0.10209E+00,    0.92781E+00
    0.29062E+00,   -0.74413E-01,    0.93396E+00
    0.22346E+00,    0.16289E+00,    0.96078E+00
    0.21968E+00,    0.31927E+00,    0.96208E+00
    0.26091E+00,   -0.65336E-03,    0.94666E+00
    0.22569E+00,    0.14477E+00,    0.96000E+00
    0.34803E+00,   -0.17921E+00,    0.90575E+00
    0.21910E+00,    0.20493E+00,    0.96228E+00
    0.23110E+00,    0.40945E+00,    0.95807E+00
    0.22057E+00,    0.18510E+00,    0.96178E+00
    0.36920E+00,   -0.21030E+00,    0.89415E+00
    0.29863E+00,   -0.92637E-01,    0.93031E+00
    0.23619E+00,    0.43477E+00,    0.95622E+00
    0.37249E+00,   -0.21506E+00,    0.89229E+00
    0.35321E+00,   -0.18776E+00,    0.90297E+00
    0.23292E+00,    0.99943E-01,    0.95741E+00
    0.25051E+00,    0.29699E-01,    0.95079E+00
    0.21972E+00,    0.32892E+00,    0.96207E+00
    0.24820E+00,    0.37451E-01,    0.95169E+00
    0.29367E+00,   -0.83088E-01,    0.93258E+00
    0.21689E+00,    0.24261E+00,    0.96304E+00
    0.35862E+00,   -0.19603E+00,    0.90003E+00
    0.27544E+00,   -0.41740E-01,    0.94061E+00
    0.41061E+00,   -0.26377E+00,    0.86963E+00
    0.26903E+00,   -0.26136E-01,    0.94332E+00
    0.38038E+00,   -0.22670E+00,    0.88776E+00
    0.36388E+00,   -0.20446E+00,    0.89712E+00
    0.23647E+00,    0.44055E+00,    0.95611E+00
    0.22425E+00,    0.37566E+00,    0.96050E+00
    0.39731E+00,   -0.24899E+00,    0.87777E+00
    0.28708E+00,   -0.71336E-01,    0.93554E+00
    0.21680E+00,    0.21394E+00,    0.96307E+00
    0.21947E+00,    0.34069E+00,    0.96216E+00
    0.24423E+00,    0.46571E-01,    0.95321E+00
    0.28162E+00,   -0.60613E-01,    0.93795E+00
    0.21697E+00,    0.19956E+00,    0.96301E+00
    0.22896E+00,    0.10906E+00,    0.95884E+00
    0.41424E+00,   -0.27066E+00,    0.86737E+00
    0.23057E+00,    0.41941E+00,    0.95826E+00
    0.22069E+00,    0.35971E+00,    0.96174E+00
    0.28934E+00,   -0.79259E-01,    0.93453E+00
    0.26115E+00,   -0.11259E-01,    0.94656E+00
    0.21565E+00,    0.20856E+00,    0.96346E+00
    0.24025E+00,    0.55674E-01,    0.95471E+00
    0.21527E+00,    0.30918E+00,    0.96358E+00
    0.41723E+00,   -0.27560E+00,    0.86549E+00
    0.23739E+00,    0.65203E-01,    0.95577E+00
    0.32095E+00,   -0.14225E+00,    0.91966E+00
    0.31243E+00,   -0.12717E+00,    0.92381E+00
    0.21835E+00,    0.35040E+00,    0.96254E+00
    0.32947E+00,   -0.15733E+00,    0.91540E+00
    0.22556E+00,    0.11841E+00,    0.96004E+00
    0.30391E+00,   -0.11209E+00,    0.92786E+00
    0.22282E+00,    0.38553E+00,    0.96100E+00
    0.21358E+00,    0.22836E+00,    0.96415E+00
    0.21400E+00,    0.21760E+00,    0.96401E+00
    0.22004E+00,    0.15189E+00,    0.96196E+00
    0.28562E+00,   -0.75183E-01,    0.93619E+00
    0.21362E+00,    0.29820E+00,    0.96414E+00
    0.37200E+00,   -0.22158E+00,    0.89256E+00
    0.23047E+00,    0.42935E+00,    0.95830E+00
    0.29142E+00,   -0.88172E-01,    0.93360E+00
    0.33799E+00,   -0.17241E+00,    0.91103E+00
    0.22366E+00,    0.39449E+00,    0.96071E+00
    0.23182E+00,    0.43712E+00,    0.95781E+00
    0.21265E+00,    0.28824E+00,    0.96446E+00
    0.25063E+00,    0.13564E-01,    0.95075E+00
    0.21396E+00,    0.20382E+00,    0.96402E+00
    0.21443E+00,    0.19231E+00,    0.96387E+00
    0.23329E+00,    0.73755E-01,    0.95727E+00
    0.21168E+00,    0.27829E+00,    0.96478E+00
    0.26748E+00,   -0.35972E-01,    0.94396E+00
    0.21548E+00,    0.17757E+00,    0.96351E+00
    0.28798E+00,   -0.84082E-01,    0.93514E+00
    0.23205E+00,    0.44289E+00,    0.95773E+00
    0.22172E+00,    0.12746E+00,    0.96138E+00
    0.36570E+00,   -0.21623E+00,    0.89611E+00
    0.21213E+00,    0.21213E+00,    0.96463E+00
    0.21070E+00,    0.26834E+00,    0.96510E+00
    0.22355E+00,    0.40443E+00,    0.96075E+00
    0.37974E+00,   -0.23536E+00,    0.88814E+00
    0.24614E+00,    0.22008E-01,    0.95248E+00
    0.22987E+00,    0.83143E-01,    0.95851E+00
    0.25196E+00,    0.36667E-02,    0.95023E+00
    0.21822E+00,    0.14430E+00,    0.96258E+00
    0.26050E+00,   -0.21814E-01,    0.94682E+00
    0.27344E+00,   -0.54909E-01,    0.94146E+00
    0.20973E+00,    0.25838E+00,    0.96542E+00
    0.29537E+00,   -0.10256E+00,    0.93181E+00
    0.41187E+00,   -0.27551E+00,    0.86885E+00
    0.29015E+00,   -0.92210E-01,    0.93417E+00
    0.21216E+00,    0.32549E+00,    0.96462E+00
    0.38505E+00,   -0.24375E+00,    0.88505E+00
    0.21464E+00,    0.16749E+00,    0.96380E+00
    0.28003E+00,   -0.71599E-01,    0.93864E+00
    0.22652E+00,    0.92323E-01,    0.95971E+00
    0.21829E+00,    0.13685E+00,    0.96256E+00
    0.28365E+00,   -0.80253E-01,    0.93706E+00
    0.21629E+00,    0.36978E+00,    0.96324E+00
    0.41446E+00,   -0.27977E+00,    0.86723E+00
    0.24212E+00,    0.29523E-01,    0.95401E+00
    0.20876E+00,    0.24843E+00,    0.96574E+00
    0.20953E+00,    0.22107E+00,    0.96549E+00
    0.31233E+00,   -0.13717E+00,    0.92386E+00
    0.21018E+00,    0.20669E+00,    0.96528E+00
    0.32085E+00,   -0.15225E+00,    0.91970E+00
    0.34323E+00,   -0.18825E+00,    0.90829E+00
    0.30324E+00,   -0.12132E+00,    0.92817E+00
    0.34867E+00,   -0.19663E+00,    0.90541E+00
    0.32937E+00,   -0.16733E+00,    0.91544E+00
    0.39936E+00,   -0.26385E+00,    0.87653E+00
    0.28653E+00,   -0.88883E-01,    0.93579E+00
    0.25259E+00,   -0.60923E-02,    0.94998E+00
    0.35390E+00,   -0.20483E+00,    0.90259E+00
    0.23834E+00,    0.38764E-01,    0.95542E+00
    0.21106E+00,    0.33538E+00,    0.96498E+00
    0.22225E+00,    0.41405E+00,    0.96120E+00
    0.20856E+00,    0.21565E+00,    0.96581E+00
    0.22300E+00,    0.10105E+00,    0.96094E+00
    0.22755E+00,    0.44049E+00,    0.95934E+00
    0.33789E+00,   -0.18241E+00,    0.91108E+00
    0.26085E+00,   -0.31700E-01,    0.94668E+00
    0.21299E+00,    0.15888E+00,    0.96435E+00
    0.26638E+00,   -0.45870E-01,    0.94442E+00
    0.21086E+00,    0.34532E+00,    0.96505E+00
    0.28914E+00,   -0.97699E-01,    0.93463E+00
    0.28302E+00,   -0.84958E-01,    0.93733E+00
    0.37099E+00,   -0.23085E+00,    0.89314E+00
    0.23438E+00,    0.47896E-01,    0.95688E+00
    0.21504E+00,    0.37929E+00,    0.96366E+00
    0.22759E+00,    0.44520E+00,    0.95932E+00
    0.20649E+00,    0.23497E+00,    0.96648E+00
    0.20971E+00,    0.18339E+00,    0.96543E+00
    0.20660E+00,    0.22463E+00,    0.96644E+00
    0.23146E+00,    0.57188E-01,    0.95794E+00
    0.40949E+00,   -0.27884E+00,    0.87032E+00
    0.20791E+00,    0.19936E+00,    0.96602E+00
    0.20703E+00,    0.21085E+00,    0.96630E+00
    0.22212E+00,    0.42395E+00,    0.96124E+00
    0.21912E+00,    0.11077E+00,    0.96228E+00
    0.40514E+00,   -0.27444E+00,    0.87301E+00
    0.21523E+00,    0.38924E+00,    0.96360E+00
    0.28501E+00,   -0.93658E-01,    0.93646E+00
    0.20549E+00,    0.30401E+00,    0.96680E+00
    0.25236E+00,   -0.16050E-01,    0.95007E+00
