 X,Y,Hinc_z
    0.18894E+00,   -0.45808E+00,    0.97191E+00
   -0.77556E-01,    0.30290E+00,    0.99525E+00
   -0.62016E-01,    0.70897E-01,    0.99696E+00
   -0.78169E-01,    0.29502E+00,    0.99517E+00
    0.11171E+00,   -0.35850E+00,    0.99015E+00
    0.19371E-01,   -0.19446E+00,    0.99970E+00
    0.69546E-01,   -0.29183E+00,    0.99618E+00
   -0.77538E-01,    0.31795E+00,    0.99525E+00
    0.13224E+00,   -0.38797E+00,    0.98620E+00
   -0.27363E-01,   -0.73562E-01,    0.99941E+00
   -0.39699E-01,   -0.32567E-01,    0.99875E+00
   -0.79120E-01,    0.23291E+00,    0.99505E+00
    0.91179E-01,   -0.32830E+00,    0.99343E+00
    0.79543E-01,   -0.30964E+00,    0.99500E+00
   -0.79259E-01,    0.28934E+00,    0.99504E+00
   -0.76053E-01,    0.17107E+00,    0.99543E+00
    0.14658E-01,   -0.18585E+00,    0.99983E+00
    0.65938E-01,   -0.28731E+00,    0.99656E+00
   -0.17648E-02,   -0.14728E+00,    0.10000E+01
   -0.54318E-01,    0.49704E+00,    0.99767E+00
   -0.55518E-01,    0.27781E-01,    0.99756E+00
   -0.68126E-01,    0.96585E-01,    0.99633E+00
   -0.78657E-01,    0.19766E+00,    0.99511E+00
   -0.80198E-01,    0.28471E+00,    0.99492E+00
   -0.50058E-01,    0.21318E-02,    0.99802E+00
   -0.75542E-01,    0.36664E+00,    0.99549E+00
   -0.76153E-01,    0.15948E+00,    0.99542E+00
   -0.74570E-01,    0.37659E+00,    0.99561E+00
   -0.76515E-01,    0.35668E+00,    0.99537E+00
   -0.36537E-01,   -0.49038E-01,    0.99894E+00
   -0.56216E-01,    0.49158E+00,    0.99750E+00
   -0.61416E-01,    0.53833E-01,    0.99702E+00
   -0.73598E-01,    0.38654E+00,    0.99572E+00
   -0.77487E-01,    0.34673E+00,    0.99526E+00
    0.15285E+00,   -0.41837E+00,    0.98158E+00
   -0.74412E-01,    0.13953E+00,    0.99563E+00
    0.93561E-02,   -0.17739E+00,    0.99993E+00
    0.12454E+00,   -0.38129E+00,    0.98776E+00
    0.10407E+00,   -0.35181E+00,    0.99145E+00
   -0.15912E-01,   -0.11465E+00,    0.99980E+00
   -0.24696E-01,   -0.89611E-01,    0.99952E+00
    0.45359E-01,   -0.25369E+00,    0.99837E+00
   -0.67422E-01,    0.43710E+00,    0.99641E+00
   -0.44625E-01,   -0.23646E-01,    0.99843E+00
   -0.64158E-01,    0.45620E+00,    0.99675E+00
   -0.81193E-01,    0.22309E+00,    0.99479E+00
   -0.81859E-01,    0.25841E+00,    0.99471E+00
    0.36215E-02,   -0.16600E+00,    0.99999E+00
    0.14582E+00,   -0.41128E+00,    0.98323E+00
   -0.59091E-01,    0.48449E+00,    0.99724E+00
    0.18810E+00,   -0.46327E+00,    0.97216E+00
   -0.67503E-01,    0.79569E-01,    0.99640E+00
    0.68397E-01,   -0.29652E+00,    0.99630E+00
   -0.62869E-01,    0.46682E+00,    0.99688E+00
   -0.73940E-01,    0.12221E+00,    0.99568E+00
    0.40044E-01,   -0.24535E+00,    0.99873E+00
   -0.61522E-01,    0.47464E+00,    0.99701E+00
   -0.66857E-01,    0.44660E+00,    0.99647E+00
   -0.70005E-01,    0.42755E+00,    0.99613E+00
   -0.79993E-02,   -0.13947E+00,    0.99995E+00
    0.17879E+00,   -0.45331E+00,    0.97483E+00
    0.35148E-01,   -0.23663E+00,    0.99902E+00
    0.18384E+00,   -0.45937E+00,    0.97340E+00
   -0.80699E-01,    0.18788E+00,    0.99486E+00
    0.71262E-01,   -0.30299E+00,    0.99599E+00
   -0.74123E-01,    0.40165E+00,    0.99566E+00
   -0.33910E-01,   -0.66639E-01,    0.99909E+00
   -0.41576E-01,   -0.40867E-01,    0.99863E+00
    0.30167E-01,   -0.22801E+00,    0.99928E+00
   -0.55147E-01,    0.10733E-01,    0.99760E+00
    0.11725E+00,   -0.37495E+00,    0.98915E+00
   -0.60867E-01,    0.36527E-01,    0.99707E+00
    0.64660E-01,   -0.29295E+00,    0.99670E+00
   -0.83426E-01,    0.29294E+00,    0.99450E+00
   -0.72597E-01,    0.41802E+00,    0.99584E+00
   -0.30093E-01,   -0.81317E-01,    0.99928E+00
    0.51310E-01,   -0.26996E+00,    0.99792E+00
   -0.73264E-01,    0.10505E+00,    0.99576E+00
   -0.83292E-01,    0.21332E+00,    0.99452E+00
   -0.84355E-01,    0.24884E+00,    0.99438E+00
   -0.84082E-01,    0.28798E+00,    0.99442E+00
   -0.49678E-01,   -0.15018E-01,    0.99805E+00
    0.13767E+00,   -0.40442E+00,    0.98505E+00
    0.60689E-01,   -0.28776E+00,    0.99709E+00
   -0.66819E-01,    0.62135E-01,    0.99647E+00
    0.17113E+00,   -0.44697E+00,    0.97694E+00
    0.24803E-01,   -0.21962E+00,    0.99951E+00
   -0.82369E-01,    0.33436E+00,    0.99464E+00
   -0.59297E-01,    0.49647E+00,    0.99722E+00
   -0.22273E-01,   -0.10726E+00,    0.99961E+00
    0.93758E-01,   -0.34283E+00,    0.99306E+00
   -0.84982E-01,    0.28227E+00,    0.99430E+00
   -0.13814E-01,   -0.13143E+00,    0.99985E+00
   -0.60987E-01,    0.49175E+00,    0.99706E+00
   -0.79886E-01,    0.14787E+00,    0.99496E+00
   -0.82798E-01,    0.17811E+00,    0.99458E+00
    0.19544E-01,   -0.21119E+00,    0.99970E+00
    0.16421E+00,   -0.44056E+00,    0.97876E+00
   -0.39208E-01,   -0.58193E-01,    0.99878E+00
   -0.72577E-01,    0.87661E-01,    0.99584E+00
    0.87583E-01,   -0.33510E+00,    0.99394E+00
    0.10951E+00,   -0.36821E+00,    0.99053E+00
   -0.86010E-01,    0.23928E+00,    0.99416E+00
    0.13021E+00,   -0.39776E+00,    0.98663E+00
   -0.84639E-01,    0.32496E+00,    0.99434E+00
   -0.86597E-01,    0.27470E+00,    0.99408E+00
   -0.79157E-01,    0.13074E+00,    0.99505E+00
    0.14909E-01,   -0.20335E+00,    0.99982E+00
    0.81734E-01,   -0.32700E+00,    0.99472E+00
   -0.65872E-01,    0.45255E-01,    0.99657E+00
   -0.60449E-01,    0.19089E-01,    0.99711E+00
   -0.86973E-01,    0.26466E+00,    0.99403E+00
   -0.57998E-02,   -0.15631E+00,    0.99997E+00
    0.18345E+00,   -0.46513E+00,    0.97351E+00
    0.64174E-01,   -0.29862E+00,    0.99675E+00
   -0.54677E-01,   -0.63784E-02,    0.99764E+00
    0.15754E+00,   -0.43442E+00,    0.98044E+00
   -0.85887E-01,    0.20370E+00,    0.99417E+00
    0.10150E-01,   -0.19457E+00,    0.99992E+00
    0.75819E-01,   -0.31894E+00,    0.99546E+00
   -0.27898E-01,   -0.99000E-01,    0.99938E+00
    0.17923E+00,   -0.46119E+00,    0.97471E+00
    0.43648E-01,   -0.26354E+00,    0.99849E+00
   -0.86855E-01,    0.31522E+00,    0.99404E+00
   -0.72005E-01,    0.70648E-01,    0.99590E+00
   -0.87634E-01,    0.30014E+00,    0.99393E+00
   -0.36880E-01,   -0.74010E-01,    0.99892E+00
   -0.78687E-01,    0.11345E+00,    0.99511E+00
   -0.87983E-01,    0.29224E+00,    0.99389E+00
    0.59756E-01,   -0.29399E+00,    0.99718E+00
    0.12275E+00,   -0.39111E+00,    0.98811E+00
   -0.20120E-01,   -0.12369E+00,    0.99968E+00
    0.69620E-01,   -0.31101E+00,    0.99617E+00
    0.47121E-02,   -0.18623E+00,    0.99998E+00
    0.15005E+00,   -0.42791E+00,    0.98225E+00
   -0.88668E-01,    0.22966E+00,    0.99379E+00
    0.52511E-01,   -0.28245E+00,    0.99782E+00
   -0.88883E-01,    0.28653E+00,    0.99376E+00
    0.56301E-01,   -0.28936E+00,    0.99749E+00
   -0.83675E-01,    0.37245E+00,    0.99447E+00
   -0.84648E-01,    0.36250E+00,    0.99434E+00
   -0.85678E-01,    0.16860E+00,    0.99420E+00
   -0.82703E-01,    0.38241E+00,    0.99460E+00
   -0.85620E-01,    0.35255E+00,    0.99421E+00
   -0.45828E-01,   -0.48648E-01,    0.99834E+00
   -0.64271E-01,    0.49585E+00,    0.99674E+00
   -0.11648E-01,   -0.14874E+00,    0.99989E+00
   -0.77739E-01,    0.96216E-01,    0.99523E+00
   -0.89697E-01,    0.28156E+00,    0.99365E+00
   -0.71295E-01,    0.46306E+00,    0.99598E+00
   -0.88145E-01,    0.19452E+00,    0.99386E+00
   -0.65510E-01,    0.27679E-01,    0.99661E+00
    0.14324E+00,   -0.42092E+00,    0.98382E+00
   -0.66060E-01,    0.49036E+00,    0.99655E+00
    0.36100E-01,   -0.25456E+00,    0.99897E+00
   -0.60051E-01,    0.20478E-02,    0.99715E+00
   -0.63318E-03,   -0.17778E+00,    0.10000E+01
   -0.76882E-01,    0.43421E+00,    0.99533E+00
   -0.75284E-01,    0.44399E+00,    0.99552E+00
   -0.71319E-01,    0.53638E-01,    0.99598E+00
   -0.73759E-01,    0.45380E+00,    0.99570E+00
   -0.84390E-01,    0.13895E+00,    0.99437E+00
    0.11517E+00,   -0.38472E+00,    0.98953E+00
   -0.91120E-01,    0.25605E+00,    0.99344E+00
   -0.25836E-01,   -0.11562E+00,    0.99947E+00
   -0.51151E-01,   -0.35842E-01,    0.99793E+00
   -0.68627E-01,    0.48313E+00,    0.99628E+00
    0.17107E+00,   -0.45712E+00,    0.97695E+00
   -0.90674E-01,    0.22005E+00,    0.99351E+00
    0.30048E-01,   -0.24522E+00,    0.99929E+00
   -0.54661E-01,   -0.23687E-01,    0.99764E+00
   -0.34369E-01,   -0.91808E-01,    0.99907E+00
   -0.83119E-01,    0.39730E+00,    0.99454E+00
   -0.71025E-01,    0.47331E+00,    0.99601E+00
   -0.79442E-01,    0.42463E+00,    0.99501E+00
    0.17877E+00,   -0.46695E+00,    0.97484E+00
    0.25190E-01,   -0.23649E+00,    0.99950E+00
   -0.87163E-01,    0.15751E+00,    0.99400E+00
    0.58687E-01,   -0.29888E+00,    0.99728E+00
    0.13573E+00,   -0.41435E+00,    0.98547E+00
   -0.82404E-01,    0.40724E+00,    0.99464E+00
   -0.77478E-01,    0.78980E-01,    0.99526E+00
   -0.58000E-01,   -0.14432E-01,    0.99734E+00
   -0.89499E-01,    0.34137E+00,    0.99367E+00
   -0.83928E-01,    0.12196E+00,    0.99444E+00
    0.95946E-01,   -0.35973E+00,    0.99273E+00
   -0.17832E-01,   -0.14108E+00,    0.99975E+00
    0.20344E-01,   -0.22852E+00,    0.99967E+00
    0.62280E-01,   -0.30641E+00,    0.99693E+00
   -0.90198E-01,    0.18483E+00,    0.99357E+00
   -0.92698E-01,    0.24630E+00,    0.99321E+00
    0.17462E+00,   -0.46373E+00,    0.97599E+00
   -0.43877E-01,   -0.66903E-01,    0.99848E+00
   -0.82076E-01,    0.41720E+00,    0.99468E+00
    0.10775E+00,   -0.37806E+00,    0.99083E+00
   -0.65043E-01,    0.10683E-01,    0.99666E+00
    0.54835E-01,   -0.29495E+00,    0.99762E+00
   -0.93030E-01,    0.28991E+00,    0.99316E+00
    0.89682E-01,   -0.35195E+00,    0.99365E+00
   -0.70850E-01,    0.36098E-01,    0.99603E+00
    0.52029E-01,   -0.29073E+00,    0.99786E+00
    0.15090E-01,   -0.22007E+00,    0.99982E+00
    0.16213E+00,   -0.45031E+00,    0.97929E+00
   -0.84786E-02,   -0.16771E+00,    0.99994E+00
   -0.93658E-01,    0.28501E+00,    0.99307E+00
   -0.92854E-01,    0.21083E+00,    0.99319E+00
    0.12816E+00,   -0.40755E+00,    0.98704E+00
    0.83824E-01,   -0.34390E+00,    0.99445E+00
    0.41913E-01,   -0.27338E+00,    0.99861E+00
   -0.39835E-01,   -0.83450E-01,    0.99875E+00
   -0.83228E-01,    0.10455E+00,    0.99453E+00
   -0.92006E-01,    0.33169E+00,    0.99331E+00
   -0.69239E-01,    0.49518E+00,    0.99621E+00
   -0.76786E-01,    0.62009E-01,    0.99534E+00
   -0.94366E-01,    0.27927E+00,    0.99297E+00
   -0.32238E-01,   -0.10796E+00,    0.99918E+00
   -0.70801E-01,    0.49041E+00,    0.99604E+00
   -0.89355E-01,    0.14763E+00,    0.99369E+00
    0.77639E-01,   -0.33609E+00,    0.99524E+00
    0.95768E-02,   -0.21175E+00,    0.99993E+00
   -0.23681E-01,   -0.13298E+00,    0.99956E+00
    0.15475E+00,   -0.44372E+00,    0.98113E+00
   -0.92257E-01,    0.17504E+00,    0.99328E+00
   -0.49064E-01,   -0.58919E-01,    0.99810E+00
    0.71828E-01,   -0.32810E+00,    0.99592E+00
    0.10015E+00,   -0.37160E+00,    0.99208E+00
   -0.95625E-01,    0.23682E+00,    0.99278E+00
   -0.94174E-01,    0.32202E+00,    0.99300E+00
   -0.82543E-01,    0.87454E-01,    0.99462E+00
    0.12071E+00,   -0.40087E+00,    0.98850E+00
    0.45421E-02,   -0.20351E+00,    0.99998E+00
   -0.96190E-01,    0.27142E+00,    0.99269E+00
   -0.96413E-01,    0.26227E+00,    0.99266E+00
    0.14840E+00,   -0.43770E+00,    0.98264E+00
    0.17408E+00,   -0.46872E+00,    0.97613E+00
   -0.70419E-01,    0.19106E-01,    0.99608E+00
   -0.15672E-01,   -0.15786E+00,    0.99981E+00
   -0.75857E-01,    0.44738E-01,    0.99545E+00
    0.65639E-01,   -0.32026E+00,    0.99660E+00
   -0.89369E-01,    0.13034E+00,    0.99369E+00
   -0.64662E-01,   -0.67998E-02,    0.99670E+00
    0.16994E+00,   -0.46469E+00,    0.97725E+00
   -0.91859E-01,    0.36752E+00,    0.99334E+00
   -0.95566E-01,    0.20121E+00,    0.99279E+00
   -0.37821E-01,   -0.99863E-01,    0.99887E+00
   -0.97010E-01,    0.28873E+00,    0.99257E+00
    0.14148E+00,   -0.43051E+00,    0.98422E+00
    0.53276E-01,   -0.30051E+00,    0.99776E+00
   -0.96710E-01,    0.31236E+00,    0.99261E+00
    0.11333E+00,   -0.39416E+00,    0.98986E+00
   -0.97547E-01,    0.22706E+00,    0.99249E+00
    0.49899E-01,   -0.29582E+00,    0.99803E+00
   -0.97456E-01,    0.29671E+00,    0.99250E+00
   -0.88418E-01,    0.11308E+00,    0.99383E+00
   -0.81860E-01,    0.70026E-01,    0.99471E+00
   -0.46444E-01,   -0.76540E-01,    0.99830E+00
   -0.29916E-01,   -0.12543E+00,    0.99929E+00
    0.46601E-01,   -0.29108E+00,    0.99828E+00
   -0.94312E-01,    0.35782E+00,    0.99298E+00
   -0.98407E-01,    0.28340E+00,    0.99235E+00
   -0.63744E-02,   -0.18548E+00,    0.99997E+00
    0.32085E-01,   -0.26544E+00,    0.99919E+00
   -0.95029E-01,    0.16563E+00,    0.99287E+00
   -0.74199E-01,    0.49446E+00,    0.99565E+00
   -0.84451E-01,    0.44021E+00,    0.99437E+00
   -0.80978E-01,    0.46049E+00,    0.99482E+00
   -0.21447E-01,   -0.14974E+00,    0.99964E+00
   -0.82917E-01,    0.44997E+00,    0.99457E+00
   -0.99148E-01,    0.27835E+00,    0.99224E+00
   -0.86249E-01,    0.43184E+00,    0.99412E+00
    0.13385E+00,   -0.42415E+00,    0.98587E+00
   -0.75878E-01,    0.48894E+00,    0.99545E+00
   -0.61564E-01,   -0.29262E-01,    0.99700E+00
   -0.29240E-02,   -0.19510E+00,    0.99999E+00
   -0.79506E-01,    0.47115E+00,    0.99501E+00
    0.25417E-01,   -0.25413E+00,    0.99949E+00
   -0.97658E-01,    0.19147E+00,    0.99247E+00
   -0.75378E-01,    0.27216E-01,    0.99551E+00
    0.20509E-01,   -0.24532E+00,    0.99967E+00
   -0.87895E-01,    0.95865E-01,    0.99390E+00
   -0.10007E+00,    0.25288E+00,    0.99209E+00
   -0.69951E-01,    0.16598E-02,    0.99613E+00
   -0.88379E-01,    0.42207E+00,    0.99383E+00
   -0.96909E-01,    0.34842E+00,    0.99258E+00
   -0.91299E-01,    0.40299E+00,    0.99342E+00
    0.10567E+00,   -0.38774E+00,    0.99119E+00
   -0.81295E-01,    0.53085E-01,    0.99478E+00
    0.16170E+00,   -0.46041E+00,    0.97940E+00
   -0.78463E-01,    0.48174E+00,    0.99514E+00
   -0.51701E-01,   -0.68067E-01,    0.99789E+00
   -0.92845E-01,    0.39374E+00,    0.99319E+00
   -0.57430E-01,   -0.49030E-01,    0.99739E+00
   -0.94376E-01,    0.13898E+00,    0.99297E+00
    0.15207E-01,   -0.23689E+00,    0.99982E+00
   -0.35681E-01,   -0.11728E+00,    0.99899E+00
   -0.10029E+00,    0.21749E+00,    0.99206E+00
   -0.44342E-01,   -0.92313E-01,    0.99845E+00
   -0.94280E-01,    0.38386E+00,    0.99298E+00
    0.16938E+00,   -0.47044E+00,    0.97740E+00
   -0.90806E-01,    0.41239E+00,    0.99349E+00
    0.91854E-01,   -0.36936E+00,    0.99334E+00
    0.10539E-01,   -0.22892E+00,    0.99991E+00
    0.86073E-01,   -0.36121E+00,    0.99415E+00
   -0.86953E-01,    0.78621E-01,    0.99403E+00
   -0.96873E-01,    0.15585E+00,    0.99259E+00
    0.12609E+00,   -0.41773E+00,    0.98746E+00
   -0.99124E-01,    0.33868E+00,    0.99224E+00
    0.48238E-01,   -0.30064E+00,    0.99816E+00
   -0.66321E-01,   -0.20275E-01,    0.99652E+00
    0.16525E+00,   -0.46713E+00,    0.97849E+00
   -0.27772E-01,   -0.14205E+00,    0.99939E+00
   -0.10215E+00,    0.24313E+00,    0.99176E+00
    0.79762E-01,   -0.35287E+00,    0.99497E+00
   -0.99693E-01,    0.18172E+00,    0.99215E+00
   -0.93900E-01,    0.12143E+00,    0.99304E+00
    0.44949E-01,   -0.29661E+00,    0.99840E+00
    0.15307E+00,   -0.45347E+00,    0.98153E+00
    0.98443E-01,   -0.38143E+00,    0.99235E+00
   -0.10252E+00,    0.28746E+00,    0.99170E+00
    0.38866E-01,   -0.28612E+00,    0.99881E+00
    0.51127E-02,   -0.22054E+00,    0.99998E+00
    0.74089E-01,   -0.34539E+00,    0.99566E+00
   -0.13939E-01,   -0.17859E+00,    0.99985E+00
   -0.75026E-01,    0.10267E-01,    0.99555E+00
   -0.10313E+00,    0.28172E+00,    0.99160E+00
   -0.80791E-01,    0.36057E-01,    0.99484E+00
    0.11885E+00,   -0.41085E+00,    0.98885E+00
    0.39123E-03,   -0.21177E+00,    0.10000E+01
   -0.10236E+00,    0.20775E+00,    0.99173E+00
   -0.19294E-01,   -0.16704E+00,    0.99971E+00
    0.68234E-01,   -0.33730E+00,    0.99632E+00
   -0.57216E-01,   -0.59759E-01,    0.99741E+00
   -0.79152E-01,    0.49370E+00,    0.99505E+00
   -0.49751E-01,   -0.84178E-01,    0.99804E+00
   -0.10365E+00,    0.27596E+00,    0.99152E+00
   -0.10164E+00,    0.32911E+00,    0.99184E+00
    0.41335E-01,   -0.29244E+00,    0.99865E+00
    0.32513E-01,   -0.27668E+00,    0.99916E+00
   -0.93190E-01,    0.10431E+00,    0.99314E+00
   -0.80651E-01,    0.48891E+00,    0.99486E+00
    0.49861E-01,   -0.30814E+00,    0.99803E+00
   -0.64417E-01,   -0.37452E-01,    0.99672E+00
   -0.86844E-01,    0.61401E-01,    0.99404E+00
   -0.41982E-01,   -0.10988E+00,    0.99861E+00
   -0.33433E-01,   -0.13387E+00,    0.99912E+00
    0.14538E+00,   -0.44713E+00,    0.98334E+00
   -0.99031E-01,    0.37449E+00,    0.99226E+00
    0.61965E-01,   -0.32955E+00,    0.99697E+00
   -0.10491E+00,    0.23375E+00,    0.99131E+00
   -0.48509E-02,   -0.20454E+00,    0.99998E+00
    0.11154E+00,   -0.40404E+00,    0.99018E+00
   -0.10187E+00,    0.17197E+00,    0.99181E+00
   -0.10380E+00,    0.31936E+00,    0.99149E+00
    0.13880E+00,   -0.44012E+00,    0.98481E+00
   -0.92408E-01,    0.86975E-01,    0.99326E+00
    0.16465E+00,   -0.47211E+00,    0.97864E+00
   -0.25082E-01,   -0.15904E+00,    0.99950E+00
   -0.88900E-01,    0.45552E+00,    0.99376E+00
   -0.10054E+00,    0.14696E+00,    0.99202E+00
    0.16059E+00,   -0.46800E+00,    0.97968E+00
   -0.10148E+00,    0.36479E+00,    0.99187E+00
    0.55074E-01,   -0.32139E+00,    0.99760E+00
   -0.80372E-01,    0.18564E-01,    0.99490E+00
   -0.85688E-01,    0.44144E-01,    0.99420E+00
   -0.10497E+00,    0.19824E+00,    0.99130E+00
   -0.74672E-01,   -0.68771E-02,    0.99559E+00
   -0.99366E-01,    0.13032E+00,    0.99220E+00
   -0.10660E+00,    0.28533E+00,    0.99103E+00
    0.43204E-01,   -0.30212E+00,    0.99852E+00
   -0.47635E-01,   -0.10166E+00,    0.99821E+00
    0.39986E-01,   -0.29732E+00,    0.99874E+00
   -0.91983E-01,    0.44604E+00,    0.99332E+00
   -0.10635E+00,    0.30984E+00,    0.99107E+00
    0.25180E-01,   -0.27079E+00,    0.99950E+00
    0.13109E+00,   -0.43379E+00,    0.98644E+00
   -0.10705E+00,    0.22400E+00,    0.99095E+00
    0.37316E-01,   -0.29310E+00,    0.99890E+00
    0.10393E+00,   -0.39759E+00,    0.99147E+00
   -0.10772E+00,    0.26633E+00,    0.99084E+00
   -0.56413E-01,   -0.76759E-01,    0.99748E+00
   -0.10393E+00,    0.35510E+00,    0.99147E+00
   -0.91820E-01,    0.69896E-01,    0.99334E+00
   -0.93785E-01,    0.43832E+00,    0.99305E+00
   -0.88500E-01,    0.46878E+00,    0.99381E+00
   -0.10782E+00,    0.27995E+00,    0.99082E+00
   -0.39862E-01,   -0.12629E+00,    0.99874E+00
   -0.98398E-01,    0.11250E+00,    0.99235E+00
    0.15498E-01,   -0.25380E+00,    0.99981E+00
    0.19950E-01,   -0.26241E+00,    0.99969E+00
   -0.86772E-01,    0.47951E+00,    0.99405E+00
   -0.95698E-01,    0.42874E+00,    0.99277E+00
   -0.84097E-01,    0.49288E+00,    0.99441E+00
   -0.10433E+00,    0.16245E+00,    0.99141E+00
   -0.14768E-01,   -0.19091E+00,    0.99983E+00
   -0.85665E-01,    0.48732E+00,    0.99420E+00
   -0.98845E-01,    0.40952E+00,    0.99228E+00
   -0.31293E-01,   -0.15122E+00,    0.99923E+00
   -0.10841E+00,    0.29302E+00,    0.99072E+00
   -0.71270E-01,   -0.29053E-01,    0.99599E+00
    0.12415E+00,   -0.42695E+00,    0.98784E+00
    0.10669E-01,   -0.24575E+00,    0.99991E+00
   -0.10890E+00,    0.27454E+00,    0.99064E+00
   -0.97914E-01,    0.41939E+00,    0.99243E+00
   -0.10700E+00,    0.18848E+00,    0.99096E+00
   -0.10075E+00,    0.39979E+00,    0.99199E+00
   -0.64987E-01,   -0.54272E-01,    0.99666E+00
    0.15261E+00,   -0.46360E+00,    0.98164E+00
   -0.10210E+00,    0.39008E+00,    0.99177E+00
   -0.85367E-01,    0.27177E-01,    0.99424E+00
   -0.10645E+00,    0.34545E+00,    0.99105E+00
   -0.79943E-01,    0.15965E-02,    0.99495E+00
   -0.97874E-01,    0.95340E-01,    0.99244E+00
    0.52285E-02,   -0.23737E+00,    0.99998E+00
    0.81899E-01,   -0.37028E+00,    0.99470E+00
    0.96269E-01,   -0.39116E+00,    0.99268E+00
   -0.61566E-01,   -0.68732E-01,    0.99700E+00
   -0.45371E-01,   -0.11802E+00,    0.99837E+00
    0.76133E-01,   -0.36217E+00,    0.99542E+00
   -0.91264E-01,    0.52434E-01,    0.99342E+00
   -0.10407E+00,    0.38029E+00,    0.99145E+00
    0.56249E-03,   -0.22861E+00,    0.10000E+01
    0.15991E+00,   -0.47374E+00,    0.97985E+00
   -0.10968E+00,    0.21451E+00,    0.99050E+00
   -0.23313E-01,   -0.17619E+00,    0.99957E+00
   -0.10438E+00,    0.13897E+00,    0.99140E+00
   -0.11094E+00,    0.25296E+00,    0.99028E+00
   -0.54018E-01,   -0.94449E-01,    0.99769E+00
    0.46642E-01,   -0.31602E+00,    0.99828E+00
   -0.10855E+00,    0.33570E+00,    0.99070E+00
    0.11650E+00,   -0.42053E+00,    0.98929E+00
    0.38319E-01,   -0.30200E+00,    0.99884E+00
   -0.69009E-01,   -0.46070E-01,    0.99624E+00
   -0.36973E-01,   -0.14320E+00,    0.99892E+00
    0.15589E+00,   -0.47036E+00,    0.98085E+00
   -0.10634E+00,    0.15266E+00,    0.99107E+00
    0.69897E-01,   -0.35442E+00,    0.99614E+00
   -0.96847E-01,    0.78039E-01,    0.99259E+00
   -0.47073E-02,   -0.22032E+00,    0.99998E+00
    0.14395E+00,   -0.45645E+00,    0.98366E+00
    0.64187E-01,   -0.34643E+00,    0.99674E+00
    0.35012E-01,   -0.29795E+00,    0.99903E+00
    0.54634E-01,   -0.33138E+00,    0.99764E+00
   -0.10923E+00,    0.17874E+00,    0.99058E+00
   -0.10362E+00,    0.12103E+00,    0.99152E+00
   -0.94266E-02,   -0.21155E+00,    0.99993E+00
    0.31956E-01,   -0.29305E+00,    0.99919E+00
   -0.11207E+00,    0.28388E+00,    0.99009E+00
   -0.14298E-01,   -0.20084E+00,    0.99984E+00
    0.88955E-01,   -0.38450E+00,    0.99375E+00
    0.13743E+00,   -0.44963E+00,    0.98510E+00
   -0.11249E+00,    0.27811E+00,    0.99001E+00
   -0.84896E-01,    0.10246E-01,    0.99431E+00
    0.10934E+00,   -0.41379E+00,    0.99056E+00
    0.58367E-01,   -0.33887E+00,    0.99731E+00
   -0.11281E+00,    0.27234E+00,    0.98996E+00
    0.40308E-01,   -0.30920E+00,    0.99872E+00
   -0.89034E-01,    0.49201E+00,    0.99374E+00
   -0.11116E+00,    0.32608E+00,    0.99025E+00
   -0.11300E+00,    0.24247E+00,    0.98992E+00
   -0.90767E-01,    0.35543E-01,    0.99349E+00
   -0.11189E+00,    0.20476E+00,    0.99012E+00
   -0.29170E-01,   -0.16869E+00,    0.99933E+00
   -0.90545E-01,    0.48643E+00,    0.99352E+00
   -0.59527E-01,   -0.86139E-01,    0.99720E+00
    0.26787E-01,   -0.28681E+00,    0.99943E+00
   -0.96205E-01,    0.61081E-01,    0.99269E+00
   -0.10310E+00,    0.10376E+00,    0.99161E+00
   -0.74111E-01,   -0.38628E-01,    0.99566E+00
   -0.10865E+00,    0.37176E+00,    0.99068E+00
   -0.51934E-01,   -0.11059E+00,    0.99787E+00
   -0.43248E-01,   -0.13544E+00,    0.99852E+00
   -0.11318E+00,    0.31633E+00,    0.98989E+00
   -0.68262E-01,   -0.61350E-01,    0.99632E+00
   -0.79993E-01,   -0.18770E-01,    0.99494E+00
    0.10221E+00,   -0.40742E+00,    0.99175E+00
    0.12954E+00,   -0.44364E+00,    0.98676E+00
   -0.11458E+00,    0.23128E+00,    0.98964E+00
   -0.11135E+00,    0.16898E+00,    0.99021E+00
    0.15516E+00,   -0.47532E+00,    0.98103E+00
   -0.98635E-01,    0.45336E+00,    0.99232E+00
   -0.23765E-01,   -0.18713E+00,    0.99955E+00
    0.15118E+00,   -0.47113E+00,    0.98198E+00
   -0.11110E+00,    0.36207E+00,    0.99026E+00
   -0.10238E+00,    0.86361E-01,    0.99172E+00
    0.33907E-01,   -0.30367E+00,    0.99909E+00
   -0.35376E-01,   -0.16034E+00,    0.99901E+00
    0.12258E+00,   -0.43657E+00,    0.98814E+00
    0.11231E-01,   -0.26251E+00,    0.99990E+00
    0.15703E-01,   -0.27133E+00,    0.99981E+00
   -0.10274E+00,    0.43442E+00,    0.99167E+00
   -0.11437E+00,    0.19520E+00,    0.98968E+00
   -0.90328E-01,    0.18694E-01,    0.99356E+00
    0.19282E-01,   -0.27823E+00,    0.99971E+00
   -0.95676E-01,    0.44201E-01,    0.99277E+00
   -0.10438E+00,    0.42463E+00,    0.99140E+00
   -0.11620E+00,    0.28128E+00,    0.98934E+00
