 X,Y,Hscat_real_z,Hscat_imag_z
    0.41067E+00,   -0.12786E+00,   -0.79952E+00,    0.38439E+00
    0.30343E+00,    0.16893E+00,    0.88018E-02,    0.17133E-01
    0.39547E+00,   -0.10315E+00,    0.17580E-01,   -0.40621E-02
    0.31993E+00,    0.81596E-01,    0.16174E-01,    0.79768E-02
    0.29721E+00,    0.26920E+00,   -0.54216E-01,    0.24522E-02
    0.38349E+00,   -0.82798E-01,    0.18341E-01,   -0.14968E-02
    0.30820E+00,    0.13319E+00,    0.14990E-01,    0.11753E-01
    0.34846E+00,   -0.79200E-02,    0.17079E-01,    0.43737E-02
    0.36469E+00,   -0.45865E-01,    0.17886E-01,    0.16713E-02
    0.29880E+00,    0.20466E+00,   -0.95144E-02,    0.23830E-01
    0.29653E+00,    0.25930E+00,   -0.51982E-01,    0.98043E-02
    0.32580E+00,    0.55796E-01,    0.15829E-01,    0.71580E-02
    0.44412E+00,   -0.17817E+00,    0.37207E-03,    0.52384E-03
    0.45010E+00,   -0.18618E+00,    0.50389E-03,    0.63790E-03
    0.40642E+00,   -0.12394E+00,   -0.11942E+00,   -0.38458E-01
    0.33028E+00,    0.40357E-01,    0.15867E-01,    0.66519E-02
    0.43476E+00,   -0.16606E+00,    0.25147E-02,   -0.91640E-03
    0.35677E+00,   -0.30976E-01,    0.17495E-01,    0.30053E-02
    0.30716E+00,    0.38881E+00,    0.17693E+00,    0.37211E-01
    0.37022E+00,   -0.60775E-01,    0.17982E-01,    0.47496E-03
    0.30234E+00,    0.15899E+00,    0.10854E-01,    0.15340E-01
    0.30776E+00,    0.39406E+00,    0.31101E+00,    0.81500E+00
    0.29788E+00,    0.19472E+00,   -0.31777E-02,    0.21778E-01
    0.29497E+00,    0.24950E+00,   -0.45935E-01,    0.15740E-01
    0.31297E+00,    0.97456E-01,    0.15488E-01,    0.91096E-02
    0.34011E+00,    0.63760E-02,    0.16280E-01,    0.55159E-02
    0.42878E+00,   -0.16106E+00,    0.96329E-02,   -0.25838E-01
    0.30711E+00,    0.12325E+00,    0.14899E-01,    0.10931E-01
    0.29435E+00,    0.23981E+00,   -0.38516E-01,    0.20034E-01
    0.31883E+00,    0.71656E-01,    0.15281E-01,    0.80469E-02
    0.34861E+00,   -0.16500E-01,    0.16883E-01,    0.42742E-02
    0.33112E+00,    0.30400E-01,    0.15585E-01,    0.66232E-02
    0.40915E+00,   -0.13264E+00,    0.44667E+00,    0.81753E+00
    0.29961E+00,    0.35181E+00,   -0.22062E-01,   -0.27029E-01
    0.30210E+00,    0.37122E+00,   -0.15075E-01,   -0.24794E-01
    0.45804E+00,   -0.20049E+00,   -0.47032E-02,   -0.27528E-01
    0.45419E+00,   -0.19606E+00,    0.40456E-02,   -0.38051E-02
    0.30026E+00,    0.36149E+00,   -0.18588E-01,   -0.26678E-01
    0.29775E+00,    0.34204E+00,   -0.26046E-01,   -0.26129E-01
    0.39994E+00,   -0.11942E+00,    0.77561E-02,   -0.23725E-01
    0.30337E+00,    0.38222E+00,    0.13809E-01,   -0.28313E-01
    0.37564E+00,   -0.76787E-01,    0.18038E-01,   -0.79053E-03
    0.35793E+00,   -0.40515E-01,    0.17395E-01,    0.25910E-02
    0.30124E+00,    0.14905E+00,    0.12153E-01,    0.13861E-01
    0.29648E+00,    0.18479E+00,    0.16314E-02,    0.19636E-01
    0.40548E+00,   -0.12925E+00,   -0.19741E-01,    0.17795E+00
    0.32470E+00,    0.45857E-01,    0.15051E-01,    0.73798E-02
    0.29382E+00,    0.30438E+00,   -0.41834E-01,   -0.16933E-01
    0.29279E+00,    0.22995E+00,   -0.29504E-01,    0.21992E-01
    0.29416E+00,    0.31435E+00,   -0.37664E-01,   -0.20302E-01
    0.43657E+00,   -0.17533E+00,    0.10864E-03,    0.14748E-02
    0.29457E+00,    0.32347E+00,   -0.33779E-01,   -0.22633E-01
    0.33188E+00,    0.20702E-01,    0.15357E-01,    0.65864E-02
    0.29514E+00,    0.33343E+00,   -0.29604E-01,   -0.24451E-01
    0.34019E+00,   -0.24451E-02,    0.16050E-01,    0.54895E-02
    0.31187E+00,    0.87516E-01,    0.14633E-01,    0.89896E-02
    0.29197E+00,    0.29428E+00,   -0.44905E-01,   -0.12039E-01
    0.30601E+00,    0.11332E+00,    0.14484E-01,    0.10361E-01
    0.38194E+00,   -0.92659E-01,    0.18068E-01,   -0.18908E-02
    0.29204E+00,    0.22020E+00,   -0.21219E-01,    0.22664E-01
    0.30380E+00,    0.39712E+00,   -0.85103E+00,    0.28860E+00
    0.39296E+00,   -0.11235E+00,    0.19451E-01,   -0.34025E-02
    0.30260E+00,    0.39147E+00,   -0.60701E-01,    0.10534E+00
    0.43069E+00,   -0.17004E+00,    0.42770E-02,    0.55215E-02
    0.29538E+00,    0.17486E+00,    0.52991E-02,    0.17712E-01
    0.31774E+00,    0.61717E-01,    0.14416E-01,    0.81948E-02
    0.36185E+00,   -0.55414E-01,    0.17452E-01,    0.15372E-02
    0.30014E+00,    0.13911E+00,    0.12833E-01,    0.12672E-01
    0.29043E+00,    0.28448E+00,   -0.46815E-01,   -0.66209E-02
    0.40758E+00,   -0.13741E+00,    0.79260E+00,   -0.43674E+00
    0.42688E+00,   -0.16570E+00,    0.28146E-01,    0.46197E-02
    0.34815E+00,   -0.26427E-01,    0.16605E-01,    0.41589E-02
    0.40411E+00,   -0.13311E+00,    0.19505E+00,    0.83057E-01
    0.28948E+00,    0.27453E+00,   -0.47465E-01,   -0.71380E-03
    0.36793E+00,   -0.70430E-01,    0.17646E-01,    0.13773E-03
    0.45597E+00,   -0.20515E+00,   -0.26540E-01,    0.69946E-02
    0.29060E+00,    0.21031E+00,   -0.13591E-01,    0.21982E-01
    0.45217E+00,   -0.20068E+00,   -0.25488E-02,   -0.26043E-02
    0.38629E+00,   -0.10494E+00,    0.18236E-01,   -0.30669E-02
    0.33187E+00,    0.11967E-01,    0.15074E-01,    0.66204E-02
    0.28842E+00,    0.26460E+00,   -0.45955E-01,    0.53013E-02
    0.29428E+00,    0.16492E+00,    0.79474E-02,    0.16000E-01
    0.30491E+00,    0.10338E+00,    0.13834E-01,    0.99959E-02
    0.31078E+00,    0.77576E-01,    0.13742E-01,    0.90146E-02
    0.44018E+00,   -0.18735E+00,   -0.10212E-03,   -0.57181E-03
    0.28744E+00,    0.25596E+00,   -0.42794E-01,    0.10095E-01
    0.33987E+00,   -0.12357E-01,    0.15771E-01,    0.54527E-02
    0.28975E+00,    0.20051E+00,   -0.72000E-02,    0.20848E-01
    0.29905E+00,    0.12917E+00,    0.12999E-01,    0.11759E-01
    0.37430E+00,   -0.86667E-01,    0.17793E-01,   -0.13014E-02
    0.35503E+00,   -0.48308E-01,    0.16958E-01,    0.26007E-02
    0.44645E+00,   -0.19660E+00,    0.75799E-03,   -0.19645E-02
    0.28689E+00,    0.24604E+00,   -0.37733E-01,    0.14735E-01
    0.29928E+00,    0.39495E+00,   -0.19247E+00,   -0.99998E-01
    0.32218E+00,    0.34837E-01,    0.14007E-01,    0.77988E-02
    0.31664E+00,    0.51777E-01,    0.13600E-01,    0.83869E-02
    0.29980E+00,    0.40015E+00,   -0.26757E+00,   -0.88226E+00
    0.42835E+00,   -0.17398E+00,   -0.40347E-02,    0.59054E-02
    0.39838E+00,   -0.13032E+00,    0.45100E-01,    0.17528E-01
    0.40594E+00,   -0.14216E+00,   -0.37810E+00,   -0.79049E+00
    0.42492E+00,   -0.17031E+00,   -0.26636E-02,    0.30557E-01
    0.29318E+00,    0.15497E+00,    0.97351E-02,    0.14521E-01
    0.29221E+00,    0.35807E+00,   -0.20470E-01,   -0.24705E-01
    0.36080E+00,   -0.63878E-01,    0.17204E-01,    0.11688E-02
    0.29460E+00,    0.37720E+00,   -0.12556E-01,   -0.24143E-01
    0.28839E+00,    0.19062E+00,   -0.19445E-02,    0.19303E-01
    0.29032E+00,    0.34833E+00,   -0.23870E-01,   -0.24160E-01
    0.34862E+00,   -0.39241E-01,    0.16426E-01,    0.37222E-02
    0.29267E+00,    0.36797E+00,   -0.17067E-01,   -0.24168E-01
    0.28507E+00,    0.23628E+00,   -0.30617E-01,    0.17511E-01
    0.33130E+00,    0.20261E-02,    0.14713E-01,    0.66917E-02
    0.40119E+00,   -0.13779E+00,    0.51974E-01,   -0.10471E+00
    0.29795E+00,    0.11924E+00,    0.12747E-01,    0.11108E-01
    0.45386E+00,   -0.20979E+00,    0.83146E-02,    0.29907E-01
    0.45010E+00,   -0.20527E+00,    0.26298E-03,    0.40444E-02
    0.32287E+00,    0.24878E-01,    0.13777E-01,    0.77762E-02
    0.34053E+00,   -0.22253E-01,    0.15676E-01,    0.52124E-02
    0.28844E+00,    0.33858E+00,   -0.27300E-01,   -0.22909E-01
    0.29553E+00,    0.38856E+00,   -0.35754E-01,   -0.22030E-01
    0.28541E+00,    0.30974E+00,   -0.37020E-01,   -0.16056E-01
    0.39023E+00,   -0.12149E+00,    0.20486E-01,   -0.32740E-02
    0.28443E+00,    0.22635E+00,   -0.23614E-01,    0.19326E-01
    0.28560E+00,    0.31930E+00,   -0.33809E-01,   -0.18745E-01
    0.28734E+00,    0.18079E+00,    0.21745E-02,    0.17754E-01
    0.29208E+00,    0.14503E+00,    0.10766E-01,    0.13297E-01
    0.28627E+00,    0.32887E+00,   -0.30558E-01,   -0.20910E-01
    0.36639E+00,   -0.80558E-01,    0.17356E-01,   -0.43095E-03
    0.28377E+00,    0.29990E+00,   -0.39407E-01,   -0.12162E-01
    0.28292E+00,    0.29016E+00,   -0.41276E-01,   -0.79028E-02
    0.40426E+00,   -0.14689E+00,   -0.79658E+00,    0.40669E+00
    0.32373E+00,    0.14932E-01,    0.13647E-01,    0.77030E-02
    0.29469E+00,    0.39746E+00,    0.52523E-01,   -0.14510E+00
    0.29578E+00,    0.40313E+00,    0.85602E+00,   -0.27377E+00
    0.33202E+00,   -0.79031E-02,    0.14627E-01,    0.65327E-02
    0.42663E+00,   -0.17933E+00,   -0.36649E-02,   -0.25024E-02
    0.28279E+00,    0.21654E+00,   -0.16561E-01,    0.19641E-01
    0.38329E+00,   -0.11445E+00,    0.18629E-01,   -0.30909E-02
    0.42292E+00,   -0.17490E+00,   -0.29321E-01,   -0.18619E-02
    0.37278E+00,   -0.96479E-01,    0.17576E-01,   -0.19757E-02
    0.28135E+00,    0.28030E+00,   -0.41610E-01,   -0.30190E-02
    0.35281E+00,   -0.57902E-01,    0.16559E-01,    0.23493E-02
    0.40019E+00,   -0.14277E+00,   -0.13104E+00,   -0.53575E-01
    0.28591E+00,    0.17090E+00,    0.52768E-02,    0.16199E-01
    0.44872E+00,   -0.20965E+00,    0.92796E-02,    0.49281E-02
    0.29099E+00,    0.13509E+00,    0.11209E-01,    0.12310E-01
    0.35982E+00,   -0.73515E-01,    0.16947E-01,    0.60420E-03
    0.28037E+00,    0.27051E+00,   -0.40818E-01,    0.19074E-02
    0.34018E+00,   -0.31937E-01,    0.15473E-01,    0.50154E-02
    0.28203E+00,    0.20661E+00,   -0.10322E-01,    0.19411E-01
    0.30290E+00,    0.77556E-01,    0.11777E-01,    0.98092E-02
    0.43031E+00,   -0.18707E+00,   -0.42179E-03,   -0.38271E-03
    0.30532E+00,    0.67391E-01,    0.11769E-01,    0.96236E-02
    0.30014E+00,    0.87634E-01,    0.11742E-01,    0.10078E-01
    0.45170E+00,   -0.21440E+00,    0.30325E-01,   -0.40925E-02
    0.37653E+00,   -0.10709E+00,    0.17816E-01,   -0.28672E-02
    0.43627E+00,   -0.19629E+00,   -0.13640E-02,   -0.28659E-02
    0.27887E+00,    0.26063E+00,   -0.38080E-01,    0.66247E-02
    0.44213E+00,   -0.20437E+00,    0.36436E-02,   -0.22425E-02
    0.27869E+00,    0.25165E+00,   -0.34995E-01,    0.10500E-01
    0.32294E+00,    0.74975E-02,    0.13308E-01,    0.78126E-02
    0.28512E+00,    0.16089E+00,    0.75530E-02,    0.14816E-01
    0.40252E+00,   -0.15160E+00,    0.44329E+00,    0.80260E+00
    0.29133E+00,    0.40081E+00,    0.16701E+00,    0.67726E-01
    0.28052E+00,    0.19677E+00,   -0.49037E-02,    0.18469E-01
    0.29362E+00,    0.10749E+00,    0.11328E-01,    0.10782E-01
    0.33156E+00,   -0.17876E-01,    0.14391E-01,    0.64624E-02
    0.39920E+00,   -0.14717E+00,   -0.70590E-01,    0.17600E+00
    0.27772E+00,    0.24170E+00,   -0.29867E-01,    0.13843E-01
    0.28611E+00,    0.37309E+00,   -0.16579E-01,   -0.22565E-01
    0.30603E+00,    0.55690E-01,    0.11280E-01,    0.96378E-02
    0.28321E+00,    0.35377E+00,   -0.22285E-01,   -0.22424E-01
    0.42451E+00,   -0.18394E+00,    0.32280E-02,   -0.23069E-02
    0.36498E+00,   -0.90246E-01,    0.17081E-01,   -0.11574E-02
    0.29172E+00,    0.40608E+00,    0.19788E+00,    0.85468E+00
    0.34548E+00,   -0.51148E-01,    0.15864E-01,    0.35694E-02
    0.28201E+00,    0.34507E+00,   -0.24893E-01,   -0.21676E-01
    0.30988E+00,    0.41675E-01,    0.11568E-01,    0.93216E-02
    0.42085E+00,   -0.17947E+00,    0.23810E-02,   -0.27823E-01
    0.28406E+00,    0.36371E+00,   -0.19355E-01,   -0.22596E-01
    0.28698E+00,    0.38303E+00,   -0.15392E-01,   -0.21645E-01
    0.29433E+00,    0.98594E-01,    0.10974E-01,    0.10574E-01
    0.27817E+00,    0.31599E+00,   -0.33078E-01,   -0.15792E-01
    0.27962E+00,    0.18696E+00,   -0.47906E-03,    0.17376E-01
    0.28402E+00,    0.15095E+00,    0.89821E-02,    0.13583E-01
    0.27625E+00,    0.23201E+00,   -0.23921E-01,    0.15918E-01
    0.27860E+00,    0.32586E+00,   -0.30363E-01,   -0.18141E-01
    0.28781E+00,    0.39407E+00,    0.12853E-01,   -0.19975E-01
    0.35169E+00,   -0.67821E-01,    0.16281E-01,    0.18059E-02
    0.27907E+00,    0.33573E+00,   -0.27521E-01,   -0.19899E-01
    0.44582E+00,   -0.21441E+00,    0.12346E-01,   -0.10011E-02
    0.44949E+00,   -0.21900E+00,   -0.50801E-02,   -0.20608E-01
    0.31092E+00,    0.31562E-01,    0.11421E-01,    0.92739E-02
    0.39358E+00,   -0.14338E+00,   -0.50161E-02,    0.11184E-01
    0.32302E+00,   -0.35727E-02,    0.13115E-01,    0.77580E-02
    0.35833E+00,   -0.83031E-01,    0.16643E-01,   -0.66902E-04
    0.27613E+00,    0.30631E+00,   -0.34915E-01,   -0.12488E-01
    0.27540E+00,    0.29641E+00,   -0.36578E-01,   -0.89357E-02
    0.27541E+00,    0.22206E+00,   -0.17910E-01,    0.17206E-01
    0.33170E+00,   -0.26788E-01,    0.14304E-01,    0.62572E-02
    0.38058E+00,   -0.12404E+00,    0.18034E-01,   -0.24518E-02
    0.40072E+00,   -0.15628E+00,    0.81666E+00,   -0.42015E+00
    0.28578E+00,    0.12686E+00,    0.10332E-01,    0.11683E-01
    0.38610E+00,   -0.13417E+00,    0.16926E-01,    0.24458E-02
    0.27808E+00,    0.17711E+00,    0.30433E-02,    0.16060E-01
    0.28719E+00,    0.11732E+00,    0.10361E-01,    0.11218E-01
    0.27363E+00,    0.28663E+00,   -0.36889E-01,   -0.48263E-02
    0.32441E+00,   -0.12454E-01,    0.13244E-01,    0.74838E-02
    0.39675E+00,   -0.15207E+00,    0.14983E+00,    0.46245E-01
    0.28666E+00,    0.40329E+00,   -0.81162E-01,    0.11056E+00
    0.42235E+00,   -0.18852E+00,    0.14034E-02,    0.57563E-02
    0.31177E+00,    0.21433E-01,    0.11311E-01,    0.92296E-02
    0.28763E+00,    0.40898E+00,   -0.87617E+00,    0.17966E+00
    0.29628E+00,    0.73229E-01,    0.97800E-02,    0.10452E-01
    0.41874E+00,   -0.18401E+00,    0.28958E-01,    0.37287E-02
    0.27273E+00,    0.27671E+00,   -0.36535E-01,   -0.61500E-03
    0.29367E+00,    0.83088E-01,    0.97522E-02,    0.10574E-01
    0.27391E+00,    0.21237E+00,   -0.12097E-01,    0.17471E-01
    0.29856E+00,    0.63287E-01,    0.97822E-02,    0.10359E-01
    0.29456E+00,    0.77509E-01,    0.96029E-02,    0.10546E-01
    0.29699E+00,    0.67623E-01,    0.96166E-02,    0.10451E-01
    0.29073E+00,    0.92854E-01,    0.96783E-02,    0.10727E-01
    0.37360E+00,   -0.11689E+00,    0.17521E-01,   -0.34370E-02
    0.36287E+00,   -0.97906E-01,    0.16769E-01,   -0.18437E-02
    0.33675E+00,   -0.45379E-01,    0.14843E-01,    0.49387E-02
    0.29181E+00,    0.87308E-01,    0.95612E-02,    0.10668E-01
    0.34406E+00,   -0.61439E-01,    0.15554E-01,    0.31136E-02
    0.33248E+00,   -0.36741E-01,    0.14326E-01,    0.58478E-02
    0.29894E+00,    0.57743E-01,    0.95737E-02,    0.10386E-01
    0.28138E+00,    0.13634E+00,    0.96199E-02,    0.12123E-01
    0.28792E+00,    0.10199E+00,    0.96315E-02,    0.10870E-01
    0.27109E+00,    0.26689E+00,   -0.34524E-01,    0.35330E-02
    0.29982E+00,    0.53684E-01,    0.95982E-02,    0.10348E-01
    0.30136E+00,    0.48247E-01,    0.97489E-02,    0.10251E-01
    0.27055E+00,    0.25746E+00,   -0.32062E-01,    0.72085E-02
    0.27271E+00,    0.20301E+00,   -0.70644E-02,    0.17217E-01
    0.35052E+00,   -0.76934E-01,    0.16005E-01,    0.11697E-02
    0.44723E+00,   -0.22357E+00,   -0.31689E-01,    0.18082E-01
    0.28828E+00,    0.97100E-01,    0.93648E-02,    0.10834E-01
    0.43219E+00,   -0.20541E+00,   -0.37099E-02,   -0.11569E-01
    0.27596E+00,    0.16637E+00,    0.58374E-02,    0.14592E-01
    0.31213E+00,    0.11886E-01,    0.11176E-01,    0.92112E-02
    0.39887E+00,   -0.16095E+00,   -0.44108E+00,   -0.78537E+00
    0.28533E+00,    0.10660E+00,    0.93405E-02,    0.10970E-01
    0.26958E+00,    0.24751E+00,   -0.28115E-01,    0.10503E-01
    0.30160E+00,    0.42601E-01,    0.95679E-02,    0.10288E-01
    0.30280E+00,    0.38150E-01,    0.97078E-02,    0.10199E-01
    0.42568E+00,   -0.19870E+00,   -0.84050E-02,   -0.39988E-03
    0.28388E+00,    0.11207E+00,    0.93681E-02,    0.11085E-01
    0.27187E+00,    0.19305E+00,   -0.24768E-02,    0.16597E-01
    0.39530E+00,   -0.15736E+00,    0.44933E-01,   -0.17685E+00
    0.27304E+00,    0.34072E+00,   -0.25562E-01,   -0.18991E-01
    0.27799E+00,    0.37889E+00,   -0.16464E-01,   -0.20672E-01
    0.36457E+00,   -0.10766E+00,    0.16777E-01,   -0.29751E-02
    0.44241E+00,   -0.22078E+00,    0.17405E-01,    0.21772E-01
    0.27662E+00,    0.37025E+00,   -0.18310E-01,   -0.20939E-01
    0.28260E+00,    0.40614E+00,   -0.13093E+00,   -0.10709E+00
    0.35605E+00,   -0.92575E-01,    0.16245E-01,   -0.89227E-03
    0.27371E+00,    0.35058E+00,   -0.23093E-01,   -0.20040E-01
    0.27924E+00,    0.38871E+00,   -0.13990E-01,   -0.19562E-01
    0.41657E+00,   -0.18853E+00,   -0.17075E-02,    0.31776E-01
    0.26842E+00,    0.23815E+00,   -0.23537E-01,    0.12862E-01
    0.28352E+00,    0.41185E+00,   -0.20746E+00,   -0.89853E+00
    0.32297E+00,   -0.22470E-01,    0.12910E-01,    0.75143E-02
    0.27462E+00,    0.36047E+00,   -0.20657E-01,   -0.20633E-01
    0.30285E+00,    0.32500E-01,    0.95286E-02,    0.10245E-01
    0.27008E+00,    0.32166E+00,   -0.29732E-01,   -0.15095E-01
    0.41936E+00,   -0.19328E+00,   -0.77051E-02,    0.70303E-02
    0.28048E+00,    0.12087E+00,    0.91810E-02,    0.11278E-01
    0.28033E+00,    0.39859E+00,   -0.33508E-01,   -0.15153E-01
    0.29062E+00,    0.74413E-01,    0.83245E-02,    0.10903E-01
    0.26916E+00,    0.31173E+00,   -0.31560E-01,   -0.12459E-01
    0.29183E+00,    0.69546E-01,    0.83353E-02,    0.10888E-01
    0.28934E+00,    0.79259E-01,    0.83120E-02,    0.10918E-01
    0.30391E+00,    0.28011E-01,    0.96611E-02,    0.10157E-01
    0.28117E+00,    0.11597E+00,    0.90467E-02,    0.11144E-01
    0.29295E+00,    0.64660E-01,    0.83444E-02,    0.10873E-01
    0.28798E+00,    0.84082E-01,    0.82978E-02,    0.10934E-01
    0.27053E+00,    0.33155E+00,   -0.27524E-01,   -0.17094E-01
    0.29399E+00,    0.59756E-01,    0.83520E-02,    0.10858E-01
    0.28653E+00,    0.88883E-01,    0.82818E-02,    0.10950E-01
    0.31235E+00,    0.16534E-02,    0.11071E-01,    0.91730E-02
    0.33568E+00,   -0.55321E-01,    0.14598E-01,    0.45482E-02
    0.29495E+00,    0.54835E-01,    0.83582E-02,    0.10844E-01
    0.27039E+00,    0.18320E+00,    0.13052E-02,    0.15583E-01
    0.28501E+00,    0.93658E-01,    0.82637E-02,    0.10966E-01
    0.26700E+00,    0.22826E+00,   -0.18229E-01,    0.14508E-01
    0.26733E+00,    0.30219E+00,   -0.32500E-01,   -0.93107E-02
    0.43634E+00,   -0.21728E+00,    0.24536E-01,   -0.14232E-01
    0.29582E+00,    0.49899E-01,    0.83630E-02,    0.10830E-01
    0.28340E+00,    0.98407E-01,    0.82438E-02,    0.10982E-01
    0.34252E+00,   -0.71271E-01,    0.15235E-01,    0.25314E-02
    0.26633E+00,    0.29225E+00,   -0.33090E-01,   -0.58769E-02
    0.39696E+00,   -0.16559E+00,   -0.72145E+00,    0.50037E+00
    0.27757E+00,    0.12542E+00,    0.88854E-02,    0.11338E-01
    0.39387E+00,   -0.16119E+00,   -0.14817E+00,   -0.55599E-01
    0.30377E+00,    0.22362E-01,    0.94862E-02,    0.10209E-01
    0.29661E+00,    0.44949E-01,    0.83665E-02,    0.10817E-01
    0.27393E+00,    0.14589E+00,    0.84000E-02,    0.12376E-01
    0.28172E+00,    0.10313E+00,    0.82216E-02,    0.10998E-01
    0.26610E+00,    0.21854E+00,   -0.13144E-01,    0.15466E-01
    0.34877E+00,   -0.85794E-01,    0.15655E-01,    0.44075E-03
    0.30467E+00,    0.17840E-01,    0.96118E-02,    0.10122E-01
    0.27576E+00,    0.13078E+00,    0.87829E-02,    0.11498E-01
    0.32350E+00,   -0.32391E-01,    0.12947E-01,    0.71973E-02
    0.29732E+00,    0.39986E-01,    0.83689E-02,    0.10803E-01
    0.27995E+00,    0.10782E+00,    0.81974E-02,    0.11015E-01
    0.26469E+00,    0.28258E+00,   -0.32526E-01,   -0.22517E-02
    0.27165E+00,    0.15483E+00,    0.75367E-02,    0.12961E-01
    0.38904E+00,   -0.15632E+00,    0.15698E-01,   -0.32217E-01
    0.26886E+00,    0.17336E+00,    0.42700E-02,    0.14463E-01
    0.27869E+00,    0.40970E+00,    0.11284E+00,   -0.17730E+00
    0.29795E+00,    0.35012E-01,    0.83701E-02,    0.10790E-01
    0.41785E+00,   -0.19762E+00,   -0.68910E-02,    0.33748E-02
    0.41435E+00,   -0.19302E+00,   -0.28883E-01,    0.16986E-02
    0.27811E+00,    0.11249E+00,    0.81709E-02,    0.11031E-01
    0.36448E+00,   -0.11765E+00,    0.16563E-01,   -0.42876E-02
    0.35596E+00,   -0.10257E+00,    0.16016E-01,   -0.21626E-02
    0.27938E+00,    0.41467E+00,    0.87919E+00,   -0.17545E+00
    0.26337E+00,    0.27323E+00,   -0.31204E-01,    0.12207E-02
    0.28600E+00,    0.75484E-01,    0.83019E-02,    0.10914E-01
    0.42877E+00,   -0.21291E+00,   -0.60829E-02,   -0.26356E-01
    0.26463E+00,    0.20866E+00,   -0.80499E-02,    0.15679E-01
    0.27322E+00,    0.13463E+00,    0.85545E-02,    0.11524E-01
    0.29849E+00,    0.30029E-01,    0.83701E-02,    0.10777E-01
    0.28660E+00,    0.71332E-01,    0.83099E-02,    0.10902E-01
    0.30435E+00,    0.12199E-01,    0.94415E-02,    0.10176E-01
    0.27620E+00,    0.11712E+00,    0.81426E-02,    0.11047E-01
    0.31250E+00,   -0.10448E-01,    0.11009E-01,    0.90778E-02
    0.26242E+00,    0.26328E+00,   -0.29058E-01,    0.47161E-02
    0.28267E+00,    0.85604E-01,    0.82698E-02,    0.10947E-01
    0.28157E+00,    0.89525E-01,    0.82564E-02,    0.10960E-01
    0.28731E+00,    0.65938E-01,    0.83187E-02,    0.10887E-01
    0.28365E+00,    0.80253E-01,    0.82839E-02,    0.10931E-01
    0.30510E+00,    0.76492E-02,    0.95617E-02,    0.10089E-01
    0.38112E+00,   -0.14817E+00,    0.14586E-01,   -0.92184E-02
    0.28838E+00,    0.61128E-01,    0.83272E-02,    0.10873E-01
    0.27123E+00,    0.13992E+00,    0.83553E-02,    0.11702E-01
    0.29895E+00,    0.25037E-01,    0.83692E-02,    0.10764E-01
    0.32761E+00,   -0.49417E-01,    0.13519E-01,    0.59572E-02
    0.27420E+00,    0.12172E+00,    0.81119E-02,    0.11062E-01
    0.26145E+00,    0.25333E+00,   -0.25939E-01,    0.78478E-02
    0.33460E+00,   -0.65261E-01,    0.14360E-01,    0.40001E-02
    0.37536E+00,   -0.14008E+00,    0.16480E-01,   -0.60999E-02
    0.39500E+00,   -0.17022E+00,    0.52728E+00,    0.73541E+00
    0.26368E+00,    0.19877E+00,   -0.35665E-02,    0.15467E-01
    0.29026E+00,    0.51458E-01,    0.83400E-02,    0.10845E-01
    0.27927E+00,    0.94366E-01,    0.82342E-02,    0.10977E-01
    0.29141E+00,    0.47160E-01,    0.83456E-02,    0.10832E-01
    0.28874E+00,    0.55872E-01,    0.83319E-02,    0.10859E-01
    0.27676E+00,    0.10438E+00,    0.81930E-02,    0.11008E-01
    0.34910E+00,   -0.95707E-01,    0.15467E-01,   -0.80993E-03
    0.34152E+00,   -0.81171E-01,    0.14956E-01,    0.16849E-02
    0.39118E+00,   -0.16587E+00,   -0.96704E-02,    0.14059E+00
    0.29933E+00,    0.20038E-01,    0.83673E-02,    0.10751E-01
    0.27765E+00,    0.99020E-01,    0.82138E-02,    0.10992E-01
    0.26048E+00,    0.24338E+00,   -0.22038E-01,    0.10442E-01
    0.27213E+00,    0.12628E+00,    0.80794E-02,    0.11077E-01
    0.26632E+00,    0.16382E+00,    0.63345E-02,    0.13209E-01
    0.26762E+00,    0.36605E+00,   -0.19552E-01,   -0.19395E-01
    0.26509E+00,    0.34658E+00,   -0.23510E-01,   -0.17826E-01
    0.26393E+00,    0.33668E+00,   -0.25439E-01,   -0.16374E-01
    0.26875E+00,    0.37592E+00,   -0.17657E-01,   -0.19522E-01
    0.27354E+00,    0.40411E+00,    0.10685E-01,   -0.31210E-01
    0.27002E+00,    0.38489E+00,   -0.16086E-01,   -0.19369E-01
    0.26572E+00,    0.35649E+00,   -0.21477E-01,   -0.18715E-01
    0.42094E+00,   -0.20839E+00,   -0.26433E-01,    0.15710E-02
    0.27489E+00,    0.10800E+00,    0.81715E-02,    0.11021E-01
    0.30452E+00,    0.23531E-02,    0.93833E-02,    0.10153E-01
    0.26282E+00,    0.18881E+00,    0.33964E-03,    0.14880E-01
    0.26171E+00,    0.31838E+00,   -0.28360E-01,   -0.12504E-01
    0.27139E+00,    0.39423E+00,   -0.15071E-01,   -0.19537E-01
    0.26813E+00,    0.14363E+00,    0.81134E-02,    0.11654E-01
    0.41208E+00,   -0.19749E+00,    0.36662E-02,   -0.22564E-01
    0.27440E+00,    0.41173E+00,    0.10932E+00,    0.66529E-01
    0.29962E+00,    0.15033E-01,    0.83644E-02,    0.10737E-01
    0.29110E+00,    0.41710E-01,    0.83447E-02,    0.10820E-01
    0.25951E+00,    0.23342E+00,   -0.17603E-01,    0.12385E-01
