 X,Y,Hscat_real_z,Hscat_imag_z
   -0.21931E-02,   -0.51455E-01,    0.78990E-02,    0.10844E-01
   -0.33121E-01,    0.44186E+00,   -0.85938E-02,   -0.58502E-02
    0.22012E+00,   -0.44894E+00,   -0.83880E+00,    0.39078E+00
   -0.46225E-01,    0.33581E+00,    0.26445E-02,    0.60574E-02
   -0.47967E-01,    0.21494E+00,    0.77974E-02,    0.10902E-01
   -0.48247E-01,    0.30136E+00,    0.70162E-02,    0.10219E-01
   -0.32386E-01,    0.71873E-01,    0.79360E-02,    0.10945E-01
   -0.28158E-01,    0.47086E+00,   -0.88342E-02,   -0.65939E-02
   -0.24482E-01,    0.48843E+00,   -0.14921E-01,    0.18561E-01
   -0.35350E-01,    0.43212E+00,   -0.79260E-02,   -0.50437E-02
   -0.30283E-01,    0.46112E+00,   -0.93306E-02,   -0.70159E-02
    0.21629E+00,   -0.44565E+00,   -0.92636E-01,    0.14301E+00
    0.24639E-01,   -0.13162E+00,    0.77772E-02,    0.10714E-01
    0.98407E-01,   -0.28340E+00,    0.73251E-02,    0.10385E-01
    0.15637E-02,   -0.67958E-01,    0.78803E-02,    0.10820E-01
   -0.32695E-01,    0.45144E+00,   -0.90561E-02,   -0.65200E-02
    0.14009E+00,   -0.34884E+00,   -0.79281E-02,    0.11550E-03
   -0.45334E-01,    0.15798E+00,    0.78723E-02,    0.10938E-01
   -0.12858E-01,   -0.20711E-01,    0.79238E-02,    0.10879E-01
    0.19838E+00,   -0.42600E+00,   -0.15036E-01,   -0.88088E-02
    0.14750E-01,   -0.10786E+00,    0.78217E-02,    0.10757E-01
   -0.49899E-01,    0.29582E+00,    0.76563E-02,    0.10803E-01
    0.16053E+00,   -0.37822E+00,   -0.12468E-01,   -0.37731E-02
   -0.38184E-01,    0.97822E-01,    0.79236E-02,    0.10948E-01
    0.11980E+00,   -0.31955E+00,   -0.15483E-02,    0.46924E-02
   -0.18861E-01,    0.10359E-02,    0.79350E-02,    0.10901E-01
   -0.48675E-01,    0.32611E+00,    0.38884E-02,    0.72423E-02
   -0.50635E-01,    0.23973E+00,    0.77592E-02,    0.10875E-01
   -0.47852E-01,    0.17793E+00,    0.78492E-02,    0.10927E-01
   -0.26012E-01,    0.29360E-01,    0.79415E-02,    0.10922E-01
   -0.44672E-01,    0.14064E+00,    0.78903E-02,    0.10943E-01
   -0.31535E-01,    0.54929E-01,    0.79402E-02,    0.10936E-01
   -0.24341E-01,    0.49941E+00,   -0.21614E+00,    0.88049E+00
   -0.50219E-01,    0.20523E+00,    0.78130E-02,    0.10907E-01
   -0.51253E-01,    0.28957E+00,    0.76696E-02,    0.10811E-01
   -0.12048E-01,   -0.29054E-01,    0.79176E-02,    0.10869E-01
    0.94218E-01,   -0.28004E+00,    0.73401E-02,    0.10393E-01
   -0.74853E-02,   -0.45054E-01,    0.79042E-02,    0.10850E-01
    0.49003E-01,   -0.19402E+00,    0.76255E-02,    0.10587E-01
    0.46046E-02,   -0.83856E-01,    0.78589E-02,    0.10796E-01
   -0.26107E-01,    0.49467E+00,   -0.16222E+00,    0.11993E+00
    0.10247E+00,   -0.29547E+00,    0.45446E-02,    0.86602E-02
    0.32296E-01,   -0.15817E+00,    0.77188E-02,    0.10662E-01
   -0.51125E-01,    0.31642E+00,    0.51006E-02,    0.83900E-02
   -0.52288E-01,    0.22993E+00,    0.77762E-02,    0.10883E-01
   -0.37583E-01,    0.80379E-01,    0.79323E-02,    0.10943E-01
    0.44384E-01,   -0.18603E+00,    0.76479E-02,    0.10605E-01
    0.98000E-01,   -0.28839E+00,    0.63206E-02,    0.97687E-02
   -0.44053E-01,    0.12343E+00,    0.79057E-02,    0.10945E-01
    0.15293E+00,   -0.37172E+00,   -0.11483E-01,   -0.29315E-02
    0.13244E+00,   -0.34258E+00,   -0.64455E-02,    0.11577E-02
   -0.52934E-01,    0.26507E+00,    0.77168E-02,    0.10843E-01
    0.77281E-01,   -0.25246E+00,    0.74410E-02,    0.10457E-01
    0.19023E+00,   -0.42038E+00,   -0.15026E-01,   -0.80695E-02
    0.91216E-02,   -0.10020E+00,    0.78340E-02,    0.10769E-01
    0.11247E+00,   -0.31276E+00,    0.32267E-03,    0.59116E-02
    0.72315E-01,   -0.24379E+00,    0.74709E-02,    0.10476E-01
    0.17865E-01,   -0.12427E+00,    0.77914E-02,    0.10727E-01
    0.89320E-01,   -0.27478E+00,    0.73614E-02,    0.10406E-01
    0.67412E-01,   -0.23508E+00,    0.75003E-02,    0.10496E-01
    0.21561E+00,   -0.45112E+00,    0.41582E+00,    0.77395E+00
    0.39229E-01,   -0.17696E+00,    0.76723E-02,    0.10624E-01
   -0.24749E-01,    0.11904E-01,    0.79377E-02,    0.10907E-01
    0.18175E+00,   -0.41117E+00,   -0.14812E-01,   -0.71498E-02
    0.17358E+00,   -0.40111E+00,   -0.14334E-01,   -0.61806E-02
    0.27126E-01,   -0.14962E+00,    0.77385E-02,    0.10679E-01
   -0.50206E-02,   -0.60951E-01,    0.78873E-02,    0.10828E-01
   -0.53559E-01,    0.29972E+00,    0.71216E-02,    0.10298E-01
   -0.31118E-01,    0.37942E-01,    0.79412E-02,    0.10924E-01
    0.62187E-01,   -0.22667E+00,    0.75281E-02,    0.10516E-01
   -0.43391E-01,    0.10608E+00,    0.79184E-02,    0.10944E-01
    0.21112E+00,   -0.44749E+00,    0.11829E+00,    0.29448E-01
    0.34345E-01,   -0.16825E+00,    0.76945E-02,    0.10642E-01
   -0.49199E-01,    0.36909E+00,   -0.15388E-02,    0.17644E-02
   -0.50171E-01,    0.35913E+00,   -0.32324E-03,    0.30066E-02
   -0.50688E-01,    0.16642E+00,    0.78641E-02,    0.10929E-01
    0.93658E-01,   -0.28501E+00,    0.73251E-02,    0.10384E-01
   -0.32506E-01,    0.47769E+00,   -0.44506E-02,   -0.79813E-02
   -0.48226E-01,    0.37904E+00,   -0.27117E-02,    0.54816E-03
   -0.51143E-01,    0.34918E+00,    0.92341E-03,    0.42638E-02
   -0.52997E-01,    0.19548E+00,    0.78279E-02,    0.10911E-01
    0.14556E+00,   -0.36529E+00,   -0.10375E-01,   -0.20366E-02
   -0.47254E-01,    0.38899E+00,   -0.38298E-02,   -0.63042E-03
    0.57273E-01,   -0.21843E+00,    0.75544E-02,    0.10534E-01
   -0.36921E-01,    0.63349E-01,    0.79378E-02,    0.10935E-01
    0.12506E+00,   -0.33587E+00,   -0.48205E-02,    0.22925E-02
   -0.46282E-01,    0.39894E+00,   -0.48815E-02,   -0.17598E-02
   -0.54835E-01,    0.29495E+00,    0.76621E-02,    0.10800E-01
   -0.20815E-01,   -0.11584E-01,    0.79276E-02,    0.10884E-01
   -0.45309E-01,    0.40890E+00,   -0.58552E-02,   -0.28284E-02
   -0.49940E-01,    0.14914E+00,    0.78828E-02,    0.10935E-01
    0.21915E-01,   -0.14112E+00,    0.77570E-02,    0.10696E-01
    0.90315E-01,   -0.28120E+00,    0.73403E-02,    0.10393E-01
   -0.55102E-01,    0.22197E+00,    0.77903E-02,    0.10888E-01
    0.51975E-01,   -0.20942E+00,    0.75822E-02,    0.10555E-01
    0.16613E+00,   -0.39465E+00,   -0.13807E-01,   -0.55152E-02
   -0.44337E-01,    0.41885E+00,   -0.67397E-02,   -0.38250E-02
   -0.14216E-01,   -0.37842E-01,    0.79092E-02,    0.10856E-01
   -0.29346E-01,    0.49914E+00,   -0.88621E+00,   -0.23432E+00
    0.20494E+00,   -0.44297E+00,    0.40232E-02,   -0.28900E-01
   -0.42735E-01,    0.88920E-01,    0.79282E-02,    0.10940E-01
    0.10480E+00,   -0.30688E+00,    0.20626E-02,    0.70217E-02
   -0.25140E-02,   -0.76985E-01,    0.78670E-02,    0.10804E-01
   -0.56301E-01,    0.28936E+00,    0.76740E-02,    0.10807E-01
   -0.56737E-01,    0.25492E+00,    0.77372E-02,    0.10852E-01
   -0.29892E-01,    0.20234E-01,    0.79388E-02,    0.10910E-01
   -0.49423E-01,    0.13185E+00,    0.78991E-02,    0.10938E-01
   -0.40488E-01,    0.44858E+00,   -0.87136E-02,   -0.62693E-02
    0.10991E-01,   -0.11709E+00,    0.78042E-02,    0.10739E-01
   -0.31516E-01,    0.49378E+00,   -0.88405E-01,   -0.13280E+00
    0.19769E+00,   -0.43588E+00,   -0.13772E-01,   -0.10756E-01
    0.22338E-02,   -0.92996E-01,    0.78443E-02,    0.10779E-01
    0.13808E+00,   -0.35864E+00,   -0.91023E-02,   -0.10514E-02
   -0.57223E-01,    0.28153E+00,    0.76896E-02,    0.10817E-01
   -0.42654E-01,    0.43894E+00,   -0.81852E-02,   -0.55644E-02
   -0.36328E-01,    0.45953E-01,    0.79402E-02,    0.10925E-01
    0.11755E+00,   -0.32928E+00,   -0.31273E-02,    0.34485E-02
   -0.55340E-01,    0.18696E+00,    0.78402E-02,    0.10913E-01
   -0.37630E-01,    0.46774E+00,   -0.89862E-02,   -0.77940E-02
    0.15868E+00,   -0.38805E+00,   -0.13126E-01,   -0.47827E-02
   -0.57892E-01,    0.24659E+00,    0.77522E-02,    0.10860E-01
   -0.57151E-01,    0.30740E+00,    0.61353E-02,    0.93468E-02
   -0.39803E-01,    0.45844E+00,   -0.90178E-02,   -0.69389E-02
   -0.55846E-01,    0.33308E+00,    0.29435E-02,    0.62240E-02
    0.92854E-01,   -0.29073E+00,    0.61984E-02,    0.96772E-02
   -0.57326E-01,    0.21223E+00,    0.78060E-02,    0.10893E-01
   -0.57718E-01,    0.29892E+00,    0.71363E-02,    0.10298E-01
    0.21108E+00,   -0.45326E+00,    0.76751E+00,   -0.45199E+00
   -0.11750E-01,   -0.54069E-01,    0.78933E-02,    0.10834E-01
   -0.45196E-01,    0.42928E+00,   -0.75158E-02,   -0.47754E-02
   -0.48790E-01,    0.11469E+00,    0.79127E-02,    0.10939E-01
   -0.42353E-01,    0.71738E-01,    0.79349E-02,    0.10934E-01
    0.78797E-01,   -0.26753E+00,    0.73933E-02,    0.10425E-01
   -0.80190E-02,   -0.68750E-01,    0.78766E-02,    0.10814E-01
    0.20715E+00,   -0.45014E+00,    0.46551E-01,   -0.19966E+00
    0.14883E-01,   -0.13379E+00,    0.77720E-02,    0.10709E-01
    0.13060E+00,   -0.35200E+00,   -0.77079E-02,   -0.10627E-04
   -0.20029E-01,   -0.29744E-01,    0.79147E-02,    0.10862E-01
    0.88883E-01,   -0.28653E+00,    0.73250E-02,    0.10383E-01
    0.44273E-01,   -0.20277E+00,    0.76032E-02,    0.10570E-01
    0.18939E+00,   -0.43033E+00,   -0.15062E-01,   -0.90592E-02
    0.15109E+00,   -0.38153E+00,   -0.12291E-01,   -0.39943E-02
    0.49570E-02,   -0.10916E+00,    0.78177E-02,    0.10752E-01
   -0.29566E-01,    0.49651E-02,    0.79337E-02,    0.10895E-01
   -0.60044E-01,    0.27204E+00,    0.77091E-02,    0.10827E-01
   -0.58296E-01,    0.32339E+00,    0.41443E-02,    0.73850E-02
   -0.55317E-01,    0.15756E+00,    0.78751E-02,    0.10926E-01
   -0.60014E-01,    0.23867E+00,    0.77665E-02,    0.10866E-01
    0.11026E+00,   -0.32251E+00,   -0.13559E-02,    0.46471E-02
   -0.59756E-01,    0.29399E+00,    0.76677E-02,    0.10797E-01
   -0.57187E-01,    0.17716E+00,    0.78531E-02,    0.10916E-01
   -0.48168E-01,    0.97302E-01,    0.79237E-02,    0.10936E-01
   -0.35620E-01,    0.28330E-01,    0.79391E-02,    0.10912E-01
   -0.36706E-01,    0.48712E+00,    0.17514E-01,   -0.19419E-01
    0.84982E-01,   -0.28227E+00,    0.73420E-02,    0.10393E-01
   -0.34348E-01,    0.49882E+00,    0.21333E+00,   -0.87226E+00
    0.39068E-01,   -0.19449E+00,    0.76269E-02,    0.10588E-01
   -0.60776E-01,    0.28903E+00,    0.76780E-02,    0.10803E-01
    0.67455E-01,   -0.25148E+00,    0.74510E-02,    0.10462E-01
   -0.41520E-01,    0.54493E-01,    0.79386E-02,    0.10925E-01
   -0.54656E-01,    0.14032E+00,    0.78922E-02,    0.10931E-01
   -0.59855E-01,    0.20267E+00,    0.78208E-02,    0.10898E-01
   -0.28580E-01,   -0.47076E-02,    0.79293E-02,    0.10886E-01
    0.17175E+00,   -0.41094E+00,   -0.14610E-01,   -0.70781E-02
   -0.17416E-01,   -0.45964E-01,    0.79004E-02,    0.10842E-01
    0.34402E-01,   -0.18570E+00,    0.76508E-02,    0.10606E-01
    0.62738E-01,   -0.24392E+00,    0.74768E-02,    0.10480E-01
    0.22301E-01,   -0.15838E+00,    0.77187E-02,    0.10662E-01
   -0.50015E-02,   -0.86223E-01,    0.78530E-02,    0.10787E-01
   -0.36464E-01,    0.49344E+00,    0.12523E+00,   -0.92742E-01
    0.12302E+00,   -0.34563E+00,   -0.62431E-02,    0.10448E-02
    0.14353E+00,   -0.37508E+00,   -0.11316E-01,   -0.31481E-02
   -0.62565E-01,    0.26253E+00,    0.77277E-02,    0.10836E-01
   -0.47557E-01,    0.80278E-01,    0.79315E-02,    0.10932E-01
    0.57441E-01,   -0.23544E+00,    0.75049E-02,    0.10499E-01
    0.70932E-01,   -0.26083E+00,    0.74200E-02,    0.10442E-01
   -0.62177E-01,    0.22892E+00,    0.77831E-02,    0.10873E-01
    0.92637E-01,   -0.29863E+00,    0.45929E-02,    0.86287E-02
   -0.25324E-01,   -0.21739E-01,    0.79193E-02,    0.10868E-01
    0.88309E-01,   -0.29151E+00,    0.63329E-02,    0.97514E-02
   -0.53988E-01,    0.12297E+00,    0.79068E-02,    0.10933E-01
    0.18120E+00,   -0.42466E+00,   -0.15006E-01,   -0.83860E-02
   -0.29715E-03,   -0.10265E+00,    0.78279E-02,    0.10761E-01
    0.29245E-01,   -0.17719E+00,    0.76731E-02,    0.10624E-01
    0.10337E+00,   -0.31669E+00,    0.24364E-03,    0.57088E-02
    0.81643E-02,   -0.12641E+00,    0.77860E-02,    0.10721E-01
    0.20652E+00,   -0.45536E+00,   -0.50076E+00,   -0.76565E+00
   -0.59328E-01,    0.16742E+00,    0.78652E-02,    0.10918E-01
    0.17136E-01,   -0.14989E+00,    0.77377E-02,    0.10678E-01
    0.52196E-01,   -0.22693E+00,    0.75323E-02,    0.10518E-01
   -0.58304E-01,    0.36495E+00,   -0.10179E-02,    0.21297E-02
   -0.57332E-01,    0.37490E+00,   -0.21853E-02,    0.91743E-03
   -0.59276E-01,    0.35500E+00,    0.18438E-03,    0.33634E-02
    0.16416E+00,   -0.40445E+00,   -0.14218E-01,   -0.64425E-02
   -0.14591E-01,   -0.61973E-01,    0.78833E-02,    0.10820E-01
   -0.56359E-01,    0.38486E+00,   -0.33046E-02,   -0.26081E-03
   -0.55387E-01,    0.39481E+00,   -0.43635E-02,   -0.13933E-02
   -0.63287E-01,    0.29856E+00,    0.70669E-02,    0.10210E-01
    0.24452E-01,   -0.16901E+00,    0.76935E-02,    0.10640E-01
   -0.40931E-01,    0.37014E-01,    0.79390E-02,    0.10913E-01
   -0.54415E-01,    0.40476E+00,   -0.53510E-02,   -0.24690E-02
    0.20211E+00,   -0.45163E+00,   -0.14885E+00,   -0.45260E-01
   -0.42445E-01,    0.47673E+00,   -0.10775E-01,   -0.10623E-01
   -0.35458E-01,    0.11362E-01,    0.79346E-02,    0.10896E-01
   -0.53382E-01,    0.10581E+00,    0.79186E-02,    0.10932E-01
   -0.53442E-01,    0.41472E+00,   -0.62541E-02,   -0.34745E-02
    0.84082E-01,   -0.28798E+00,    0.73250E-02,    0.10381E-01
    0.13606E+00,   -0.36843E+00,   -0.10188E-01,   -0.22168E-02
   -0.10518E-01,   -0.78407E-01,    0.78629E-02,    0.10797E-01
    0.11563E+00,   -0.33892E+00,   -0.46498E-02,    0.21806E-02
   -0.62703E-01,    0.19335E+00,    0.78344E-02,    0.10900E-01
   -0.46886E-01,    0.62831E-01,    0.79365E-02,    0.10924E-01
   -0.64660E-01,    0.29295E+00,    0.76734E-02,    0.10793E-01
    0.17321E+00,   -0.41882E+00,   -0.14813E-01,   -0.77790E-02
    0.15667E+00,   -0.39783E+00,   -0.13677E-01,   -0.57588E-02
   -0.64644E-01,    0.21900E+00,    0.77994E-02,    0.10879E-01
    0.19612E+00,   -0.44684E+00,   -0.30074E-01,    0.78978E-02
   -0.53290E-01,    0.42302E+00,   -0.69286E-02,   -0.42597E-02
   -0.59928E-01,    0.14869E+00,    0.78850E-02,    0.10923E-01
   -0.49626E-01,    0.44594E+00,   -0.84062E-02,   -0.60343E-02
   -0.46263E-01,    0.46505E+00,   -0.91209E-02,   -0.72623E-02
   -0.39347E-01,    0.49845E+00,    0.84875E+00,    0.22069E+00
   -0.48488E-01,    0.45373E+00,   -0.87362E-02,   -0.65124E-02
    0.22413E-02,   -0.11868E+00,    0.77999E-02,    0.10733E-01
   -0.63018E-01,    0.34005E+00,    0.20162E-02,    0.51800E-02
   -0.24146E-01,   -0.38718E-01,    0.79054E-02,    0.10847E-01
    0.79945E-01,   -0.28432E+00,    0.73401E-02,    0.10390E-01
   -0.65938E-01,    0.28731E+00,    0.76850E-02,    0.10800E-01
   -0.66319E-01,    0.25522E+00,    0.77426E-02,    0.10841E-01
    0.76736E-01,   -0.27887E+00,    0.73599E-02,    0.10402E-01
   -0.52712E-01,    0.88443E-01,    0.79277E-02,    0.10928E-01
    0.95518E-01,   -0.31054E+00,    0.19913E-02,    0.68561E-02
    0.18891E+00,   -0.43975E+00,   -0.15993E-01,   -0.90846E-02
   -0.52276E-01,    0.43633E+00,   -0.78525E-02,   -0.53622E-02
   -0.41409E-01,    0.49305E+00,    0.55920E-01,    0.11914E+00
   -0.66599E-01,    0.27946E+00,    0.77000E-02,    0.10810E-01
    0.44640E-01,   -0.21937E+00,    0.75571E-02,    0.10535E-01
    0.12859E+00,   -0.36179E+00,   -0.89308E-02,   -0.12263E-02
   -0.59232E-01,    0.13148E+00,    0.79004E-02,    0.10926E-01
   -0.73359E-02,   -0.95576E-01,    0.78380E-02,    0.10770E-01
    0.10819E+00,   -0.33224E+00,   -0.29842E-02,    0.33459E-02
   -0.32297E-01,   -0.13991E-01,    0.79226E-02,    0.10872E-01
   -0.64718E-01,    0.18357E+00,    0.78475E-02,    0.10904E-01
   -0.40507E-01,    0.19611E-01,    0.79360E-02,    0.10899E-01
    0.14910E+00,   -0.39132E+00,   -0.12991E-01,   -0.50287E-02
   -0.67415E-01,    0.24536E+00,    0.77596E-02,    0.10850E-01
   -0.46320E-01,    0.45745E-01,    0.79382E-02,    0.10914E-01
   -0.65467E-01,    0.33036E+00,    0.31946E-02,    0.63421E-02
    0.39477E-01,   -0.21097E+00,    0.75823E-02,    0.10553E-01
   -0.66756E-01,    0.20926E+00,    0.78143E-02,    0.10884E-01
    0.20195E+00,   -0.45740E+00,   -0.76638E+00,    0.48288E+00
   -0.21628E-01,   -0.54533E-01,    0.78899E-02,    0.10827E-01
    0.83088E-01,   -0.29367E+00,    0.62095E-02,    0.96545E-02
   -0.67391E-01,    0.30532E+00,    0.61953E-02,    0.93335E-02
   -0.52059E-01,    0.71358E-01,    0.79338E-02,    0.10922E-01
    0.34502E-01,   -0.20234E+00,    0.76071E-02,    0.10572E-01
    0.69101E-01,   -0.26988E+00,    0.73936E-02,    0.10423E-01
   -0.58774E-01,    0.11421E+00,    0.79133E-02,    0.10926E-01
    0.19811E+00,   -0.45417E+00,   -0.63728E-01,    0.17881E+00
   -0.68268E-01,    0.29746E+00,    0.70813E-02,    0.10206E-01
   -0.69101E-01,    0.26988E+00,    0.77189E-02,    0.10820E-01
    0.12111E+00,   -0.35515E+00,   -0.75579E-02,   -0.18198E-03
   -0.17607E-01,   -0.71500E-01,    0.78704E-02,    0.10803E-01
   -0.38585E-01,    0.28759E-02,    0.79302E-02,    0.10884E-01
    0.79259E-01,   -0.28934E+00,    0.73251E-02,    0.10380E-01
   -0.29807E-01,   -0.31111E-01,    0.79105E-02,    0.10852E-01
    0.14166E+00,   -0.38466E+00,   -0.12151E-01,   -0.42207E-02
    0.18050E+00,   -0.43460E+00,   -0.15124E-01,   -0.92131E-02
   -0.67917E-01,    0.32066E+00,    0.43512E-02,    0.74815E-02
   -0.44090E-02,   -0.11134E+00,    0.78120E-02,    0.10744E-01
   -0.69533E-01,    0.23568E+00,    0.77762E-02,    0.10858E-01
    0.44728E-02,   -0.13569E+00,    0.77671E-02,    0.10702E-01
    0.29133E-01,   -0.19396E+00,    0.76305E-02,    0.10589E-01
    0.10075E+00,   -0.32557E+00,   -0.12679E-02,    0.45297E-02
   -0.66627E-01,    0.17422E+00,    0.78592E-02,    0.10906E-01
   -0.69546E-01,    0.29183E+00,    0.76790E-02,    0.10790E-01
   -0.65200E-01,    0.15718E+00,    0.78774E-02,    0.10914E-01
    0.57750E-01,   -0.25228E+00,    0.74547E-02,    0.10463E-01
    0.76049E-01,   -0.28551E+00,    0.73397E-02,    0.10388E-01
   -0.13284E-01,   -0.87990E-01,    0.78483E-02,    0.10779E-01
    0.81691E-02,   -0.14619E+00,    0.77455E-02,    0.10683E-01
   -0.58146E-01,    0.97109E-01,    0.79233E-02,    0.10924E-01
   -0.45613E-01,    0.28184E-01,    0.79367E-02,    0.10901E-01
   -0.44342E-01,    0.49803E+00,   -0.24994E+00,    0.86275E+00
    0.24610E-01,   -0.18599E+00,    0.76516E-02,    0.10605E-01
   -0.69109E-01,    0.19960E+00,    0.78284E-02,    0.10888E-01
    0.16233E+00,   -0.41424E+00,   -0.14521E-01,   -0.73065E-02
   -0.51434E-01,    0.54314E-01,    0.79368E-02,    0.10914E-01
   -0.70730E-01,    0.28617E+00,    0.76903E-02,    0.10796E-01
   -0.26680E-01,   -0.48277E-01,    0.78952E-02,    0.10832E-01
    0.12321E-01,   -0.15864E+00,    0.77181E-02,    0.10659E-01
   -0.64635E-01,    0.13988E+00,    0.78937E-02,    0.10918E-01
    0.62027E-01,   -0.26282E+00,    0.74202E-02,    0.10440E-01
    0.11357E+00,   -0.34869E+00,   -0.61116E-02,    0.88432E-03
    0.13404E+00,   -0.37822E+00,   -0.11180E-01,   -0.33693E-02
   -0.48119E-01,    0.48670E+00,   -0.38160E-01,   -0.16179E-01
   -0.66437E-01,    0.37077E+00,   -0.16936E-02,    0.12428E-02
   -0.67409E-01,    0.36082E+00,   -0.53489E-03,    0.24500E-02
   -0.46812E-01,    0.49362E+00,   -0.20245E+00,    0.71333E-01
    0.93755E-01,   -0.31869E+00,    0.50555E-03,    0.57496E-02
   -0.65465E-01,    0.38072E+00,   -0.28110E-02,    0.65885E-04
   -0.68382E-01,    0.35087E+00,    0.65314E-03,    0.36763E-02
    0.19264E-01,   -0.17756E+00,    0.76732E-02,    0.10622E-01
   -0.72303E-01,    0.26045E+00,    0.77371E-02,    0.10828E-01
   -0.64492E-01,    0.39068E+00,   -0.38743E-02,   -0.10684E-02
   -0.10182E-01,   -0.10329E+00,    0.78247E-02,    0.10755E-01
   -0.71924E-01,    0.22598E+00,    0.77922E-02,    0.10864E-01
   -0.57531E-01,    0.79689E-01,    0.79306E-02,    0.10919E-01
   -0.63520E-01,    0.40063E+00,   -0.48712E-02,   -0.21497E-02
   -0.63967E-01,    0.12268E+00,    0.79075E-02,    0.10920E-01
   -0.68597E-01,    0.16443E+00,    0.78704E-02,    0.10907E-01
   -0.16702E-02,   -0.12782E+00,    0.77819E-02,    0.10714E-01
    0.15485E+00,   -0.40766E+00,   -0.14131E-01,   -0.66911E-02
    0.19735E+00,   -0.45940E+00,    0.52051E+00,    0.71153E+00
    0.78115E-01,   -0.29424E+00,    0.63775E-02,    0.97517E-02
    0.14460E-01,   -0.16881E+00,    0.76945E-02,    0.10639E-01
   -0.36007E-01,   -0.23275E-01,    0.79149E-02,    0.10857E-01
   -0.24344E-01,   -0.64150E-01,    0.78778E-02,    0.10810E-01
    0.50004E-01,   -0.24486E+00,    0.74810E-02,    0.10480E-01
    0.19301E+00,   -0.45559E+00,    0.12147E+00,    0.14856E-01
   -0.58494E-01,    0.44134E+00,   -0.80449E-02,   -0.57468E-02
   -0.60353E-01,    0.43007E+00,   -0.73352E-02,   -0.49200E-02
   -0.31685E-01,   -0.40406E-01,    0.79015E-02,    0.10838E-01
   -0.50918E-01,    0.36635E-01,    0.79367E-02,    0.10902E-01
    0.45146E-01,   -0.23665E+00,    0.75074E-02,    0.10498E-01
    0.12658E+00,   -0.37159E+00,   -0.10065E-01,   -0.24357E-02
   -0.73590E-01,    0.29557E+00,    0.71668E-02,    0.10268E-01
   -0.45444E-01,    0.10921E-01,    0.79317E-02,    0.10885E-01
   -0.55681E-01,    0.46050E+00,   -0.88087E-02,   -0.66562E-02
    0.74413E-01,   -0.29062E+00,    0.73251E-02,    0.10378E-01
   -0.63291E-01,    0.10531E+00,    0.79187E-02,    0.10919E-01
    0.80586E-01,   -0.30129E+00,    0.47929E-02,    0.86815E-02
    0.10613E+00,   -0.34203E+00,   -0.45561E-02,    0.20143E-02
   -0.72159E-01,    0.19015E+00,    0.78415E-02,    0.10890E-01
   -0.53534E-01,    0.47319E+00,   -0.89948E-02,   -0.63383E-02
   -0.20135E-01,   -0.80741E-01,    0.78570E-02,    0.10787E-01
    0.40157E-01,   -0.22799E+00,    0.75344E-02,    0.10517E-01
    0.17065E+00,   -0.43072E+00,   -0.14852E-01,   -0.86480E-02
   -0.62944E-01,    0.42051E+00,   -0.66142E-02,   -0.41254E-02
   -0.56859E-01,    0.62707E-01,    0.79348E-02,    0.10912E-01
   -0.74413E-01,    0.29062E+00,    0.76844E-02,    0.10786E-01
    0.14728E+00,   -0.40114E+00,   -0.13596E-01,   -0.60301E-02
   -0.58063E-01,    0.45130E+00,   -0.85110E-02,   -0.63187E-02
   -0.74108E-01,    0.21601E+00,    0.78076E-02,    0.10870E-01
    0.16422E+00,   -0.42315E+00,   -0.14731E-01,   -0.80248E-02
    0.18702E+00,   -0.45083E+00,   -0.43184E-03,   -0.31216E-01
    0.70730E-01,   -0.28617E+00,    0.73419E-02,    0.10388E-01
   -0.75271E-01,    0.25096E+00,    0.77546E-02,    0.10835E-01
   -0.49332E-01,    0.49756E+00,   -0.87436E+00,   -0.31828E+00
    0.86172E-01,   -0.31278E+00,    0.21313E-02,    0.68513E-02
   -0.42406E-01,   -0.74167E-02,    0.79237E-02,    0.10869E-01
    0.34782E-01,   -0.21915E+00,    0.75611E-02,    0.10536E-01
   -0.72850E-01,    0.33735E+00,    0.22553E-02,    0.52606E-02
    0.18005E+00,   -0.44345E+00,   -0.15078E-01,   -0.10672E-01
   -0.69919E-01,    0.14837E+00,    0.78866E-02,    0.10910E-01
   -0.75023E-02,   -0.12083E+00,    0.77942E-02,    0.10725E-01
   -0.50859E-01,    0.49274E+00,   -0.10314E+00,   -0.15041E+00
   -0.65603E-01,    0.41088E+00,   -0.57896E-02,   -0.32381E-02
   -0.62703E-01,    0.88215E-01,    0.79269E-02,    0.10916E-01
   -0.76111E-01,    0.28537E+00,    0.76952E-02,    0.10791E-01
    0.11898E+00,   -0.36512E+00,   -0.88415E-02,   -0.14630E-02
    0.29520E-01,   -0.21082E+00,    0.75855E-02,    0.10553E-01
   -0.76557E-01,    0.27862E+00,    0.77078E-02,    0.10800E-01
   -0.76649E-01,    0.24258E+00,    0.77688E-02,    0.10842E-01
   -0.69218E-01,    0.13100E+00,    0.79014E-02,    0.10913E-01
   -0.41471E-01,   -0.16454E-01,    0.79181E-02,    0.10860E-01
    0.97438E-01,   -0.33356E+00,   -0.25365E-02,    0.34676E-02
    0.13970E+00,   -0.39463E+00,   -0.12916E-01,   -0.53058E-02
   -0.74208E-01,    0.18064E+00,    0.78535E-02,    0.10893E-01
   -0.50485E-01,    0.19551E-01,    0.79333E-02,    0.10888E-01
   -0.75086E-01,    0.32763E+00,    0.34019E-02,    0.64126E-02
