 X,Y,Ereal_x,Eimag_x,Ereal_y,Eimag_y
    0.58088E+01,   -0.22379E+01,   -0.79913E-22,   -0.97653E-21,    0.48844E-20,   -0.18887E-20
    0.57882E+01,   -0.22197E+01,    0.14171E-21,   -0.53848E-21,    0.44956E-20,   -0.20840E-20
    0.57892E+01,   -0.21915E+01,    0.15241E-21,   -0.44092E-21,    0.43956E-20,   -0.14409E-20
    0.57623E+01,   -0.22312E+01,    0.41786E-21,    0.70225E-21,    0.46790E-20,   -0.15167E-20
    0.59550E+01,   -0.23461E+01,    0.10555E-21,   -0.57769E-20,   -0.55235E-21,   -0.15203E-20
    0.58762E+01,   -0.27209E+01,    0.28644E-20,   -0.20120E-20,   -0.24633E-20,    0.59128E-20
    0.59583E+01,   -0.27000E+01,    0.27332E-20,   -0.38919E-20,    0.53780E-21,    0.39431E-20
    0.59788E+01,   -0.27209E+01,    0.21802E-21,   -0.85624E-21,    0.36546E-20,    0.83271E-21
    0.59712E+01,   -0.27477E+01,    0.12801E-22,   -0.59823E-21,    0.33750E-20,    0.20243E-20
    0.60055E+01,   -0.27149E+01,    0.10503E-20,   -0.19060E-20,    0.40756E-20,    0.56759E-21
    0.60260E+01,   -0.27352E+01,   -0.12865E-20,    0.51506E-21,    0.73710E-20,   -0.21357E-20
    0.60184E+01,   -0.27625E+01,   -0.18260E-20,    0.11296E-20,    0.70492E-20,   -0.57734E-21
    0.60534E+01,   -0.27281E+01,   -0.96028E-21,   -0.21798E-21,    0.78938E-20,   -0.24707E-20
    0.59443E+01,   -0.27547E+01,   -0.79884E-21,    0.55630E-21,    0.30825E-20,    0.21730E-20
    0.59362E+01,   -0.27827E+01,   -0.11467E-20,    0.55177E-21,    0.25985E-20,    0.21856E-20
    0.59091E+01,   -0.27895E+01,   -0.19227E-20,    0.18184E-20,    0.23299E-20,    0.23813E-20
    0.59557E+01,   -0.28028E+01,   -0.39463E-20,    0.28071E-20,    0.55484E-20,    0.49187E-21
    0.59904E+01,   -0.27689E+01,   -0.23244E-20,    0.18233E-20,    0.65359E-20,   -0.37306E-21
    0.57090E+01,   -0.25084E+01,   -0.70858E-21,    0.28613E-20,   -0.29204E-20,    0.26139E-20
    0.56893E+01,   -0.24865E+01,   -0.17005E-20,    0.40078E-20,   -0.15955E-20,    0.98454E-21
    0.59142E+01,   -0.22084E+01,   -0.39086E-20,   -0.29598E-20,    0.32000E-20,   -0.15620E-20
    0.59003E+01,   -0.28168E+01,   -0.23772E-20,    0.18914E-20,    0.19229E-20,    0.21955E-20
    0.59830E+01,   -0.27960E+01,   -0.30068E-20,    0.22895E-20,    0.61521E-20,    0.32010E-21
    0.60034E+01,   -0.28168E+01,   -0.63054E-20,    0.46247E-20,    0.10169E-19,   -0.15315E-20
    0.59957E+01,   -0.28439E+01,   -0.77776E-20,    0.55026E-20,    0.98313E-20,   -0.10729E-20
    0.60307E+01,   -0.28099E+01,   -0.55132E-20,    0.49342E-20,    0.11150E-19,   -0.16241E-20
    0.60423E+01,   -0.26826E+01,    0.78995E-21,   -0.25975E-20,    0.37960E-20,   -0.10346E-20
    0.58017E+01,   -0.27151E+01,   -0.13433E-21,   -0.12094E-21,   -0.48810E-20,    0.65684E-20
    0.56843E+01,   -0.25901E+01,   -0.14271E-20,    0.21088E-20,   -0.58143E-20,    0.41241E-20
    0.56728E+01,   -0.25410E+01,   -0.19189E-20,    0.31678E-20,   -0.40451E-20,    0.25380E-20
    0.59631E+01,   -0.22171E+01,   -0.45086E-20,   -0.24982E-20,    0.18606E-20,   -0.86309E-21
    0.58888E+01,   -0.27689E+01,    0.78570E-21,   -0.63823E-21,   -0.74810E-21,    0.45359E-20
    0.58603E+01,   -0.27759E+01,   -0.11038E-20,    0.39565E-21,   -0.12528E-20,    0.46902E-20
    0.58407E+01,   -0.27559E+01,    0.84903E-21,   -0.87205E-21,   -0.29046E-20,    0.53267E-20
    0.58488E+01,   -0.27279E+01,    0.68726E-21,   -0.40050E-21,   -0.28769E-20,    0.61301E-20
    0.58132E+01,   -0.27627E+01,   -0.15463E-20,    0.22714E-21,   -0.33607E-20,    0.54547E-20
    0.58533E+01,   -0.28037E+01,   -0.11131E-20,    0.83129E-22,   -0.88838E-21,    0.37849E-20
    0.57319E+01,   -0.26040E+01,    0.22325E-21,    0.10840E-20,   -0.65988E-20,    0.55385E-20
    0.59489E+01,   -0.28306E+01,   -0.45966E-20,    0.31812E-20,    0.59368E-20,    0.49030E-21
    0.60502E+01,   -0.26553E+01,    0.77726E-21,   -0.30992E-20,    0.36028E-20,   -0.31329E-20
    0.57571E+01,   -0.22573E+01,    0.41004E-21,    0.71501E-21,    0.45253E-20,   -0.19229E-20
    0.57290E+01,   -0.22669E+01,    0.30738E-21,    0.21517E-20,    0.45308E-20,   -0.14488E-20
    0.57091E+01,   -0.22495E+01,    0.78492E-21,    0.21071E-20,    0.38259E-20,   -0.14361E-20
    0.57213E+01,   -0.22909E+01,    0.25483E-21,    0.22380E-20,    0.40517E-20,   -0.17262E-20
    0.56936E+01,   -0.23000E+01,   -0.49783E-21,    0.34109E-20,    0.38748E-20,   -0.14086E-20
    0.56742E+01,   -0.22814E+01,   -0.12575E-21,    0.33335E-20,    0.33126E-20,   -0.14264E-20
    0.56873E+01,   -0.23260E+01,   -0.66242E-21,    0.36007E-20,    0.32266E-20,   -0.15092E-20
    0.57171E+01,   -0.22223E+01,    0.81395E-21,    0.20522E-20,    0.38469E-20,   -0.12007E-20
    0.56820E+01,   -0.22549E+01,    0.61844E-22,    0.32342E-20,    0.36532E-20,   -0.11496E-20
    0.56624E+01,   -0.22335E+01,    0.88795E-21,    0.29897E-20,    0.25856E-20,   -0.98954E-21
    0.56708E+01,   -0.22068E+01,    0.89511E-21,    0.29022E-20,    0.26031E-20,   -0.77206E-21
    0.56350E+01,   -0.22396E+01,   -0.35115E-21,    0.36073E-20,    0.22898E-20,   -0.84710E-21
    0.56464E+01,   -0.22871E+01,   -0.12416E-20,    0.40972E-20,    0.30874E-20,   -0.12710E-20
    0.56608E+01,   -0.23363E+01,   -0.17996E-20,    0.43732E-20,    0.28689E-20,   -0.12732E-20
    0.57091E+01,   -0.23450E+01,   -0.59831E-21,    0.32596E-20,    0.33153E-20,   -0.11780E-20
    0.57070E+01,   -0.23784E+01,   -0.92871E-21,    0.35962E-20,    0.22496E-20,   -0.92227E-21
    0.56985E+01,   -0.22010E+01,    0.16509E-20,    0.17912E-20,    0.27227E-20,   -0.96328E-21
    0.57114E+01,   -0.21763E+01,    0.17593E-20,    0.16830E-20,    0.31387E-20,   -0.10185E-20
    0.57606E+01,   -0.21734E+01,    0.13783E-20,   -0.68475E-22,    0.34453E-20,   -0.15910E-20
    0.56926E+01,   -0.21550E+01,    0.25906E-20,    0.13904E-20,    0.12892E-20,   -0.55334E-21
    0.56522E+01,   -0.21850E+01,    0.19738E-20,    0.25408E-20,    0.12137E-20,   -0.46471E-21
    0.56150E+01,   -0.22191E+01,    0.74909E-21,    0.31950E-20,    0.10721E-20,   -0.53347E-21
    0.56268E+01,   -0.22666E+01,   -0.44471E-21,    0.37632E-20,    0.21397E-20,   -0.10423E-20
    0.55986E+01,   -0.22734E+01,   -0.18608E-20,    0.38248E-20,    0.18288E-20,   -0.10523E-20
    0.55790E+01,   -0.22528E+01,   -0.88240E-21,    0.32645E-20,    0.76764E-21,   -0.56336E-21
    0.55905E+01,   -0.23007E+01,   -0.20200E-20,    0.40572E-20,    0.17407E-20,   -0.10598E-20
    0.57936E+01,   -0.27423E+01,    0.63308E-22,   -0.54807E-21,   -0.45894E-20,    0.56838E-20
    0.57654E+01,   -0.27491E+01,   -0.15516E-20,    0.10368E-21,   -0.49217E-20,    0.57687E-20
    0.57458E+01,   -0.27285E+01,   -0.99572E-22,   -0.51064E-21,   -0.58501E-20,    0.58513E-20
    0.57574E+01,   -0.27762E+01,   -0.14504E-20,   -0.40154E-21,   -0.44651E-20,    0.44745E-20
    0.57423E+01,   -0.22137E+01,    0.12327E-20,    0.69932E-21,    0.39009E-20,   -0.14719E-20
    0.57396E+01,   -0.21840E+01,    0.10739E-20,    0.74064E-21,    0.32436E-20,   -0.99189E-21
    0.57541E+01,   -0.27002E+01,   -0.49155E-21,    0.10726E-22,   -0.65409E-20,    0.67682E-20
    0.57178E+01,   -0.27347E+01,   -0.15035E-20,   -0.43977E-21,   -0.61210E-20,    0.58224E-20
    0.60223E+01,   -0.22734E+01,   -0.20993E-20,   -0.20500E-20,   -0.13957E-20,   -0.39533E-21
    0.60628E+01,   -0.27026E+01,   -0.87838E-21,   -0.76352E-21,    0.70862E-20,   -0.45292E-20
    0.60930E+01,   -0.26939E+01,   -0.17873E-20,   -0.25797E-21,    0.73754E-20,   -0.47129E-20
    0.57776E+01,   -0.27966E+01,   -0.33154E-20,    0.11705E-21,   -0.33514E-20,    0.44714E-20
    0.60513E+01,   -0.28299E+01,   -0.82353E-20,    0.87848E-20,    0.15206E-19,   -0.46405E-20
    0.56393E+01,   -0.23159E+01,   -0.15328E-20,    0.43445E-20,    0.25798E-20,   -0.13632E-20
    0.60383E+01,   -0.27826E+01,   -0.45485E-20,    0.38598E-20,    0.10936E-19,   -0.33245E-20
    0.60656E+01,   -0.27739E+01,   -0.32675E-20,    0.35258E-20,    0.11977E-19,   -0.36648E-20
    0.60731E+01,   -0.27466E+01,   -0.27910E-20,    0.26534E-20,    0.11023E-19,   -0.58029E-20
    0.61011E+01,   -0.27385E+01,   -0.32818E-20,    0.30357E-20,    0.11717E-19,   -0.61578E-20
    0.57296E+01,   -0.27836E+01,   -0.24834E-20,   -0.46643E-21,   -0.47090E-20,    0.44310E-20
    0.59684E+01,   -0.28509E+01,   -0.76813E-20,    0.54146E-20,    0.92299E-20,   -0.96941E-21
    0.59605E+01,   -0.28789E+01,   -0.96095E-20,    0.59230E-20,    0.79098E-20,   -0.21990E-20
    0.59331E+01,   -0.28858E+01,   -0.87649E-20,    0.53815E-20,    0.75883E-20,   -0.21418E-20
    0.59801E+01,   -0.28992E+01,   -0.12306E-19,    0.80190E-20,    0.10206E-19,   -0.34237E-20
    0.59127E+01,   -0.28650E+01,   -0.65669E-20,    0.39348E-20,    0.55192E-20,   -0.11898E-20
    0.58843E+01,   -0.28721E+01,   -0.69137E-20,    0.42188E-20,    0.51246E-20,   -0.10179E-20
    0.59245E+01,   -0.29132E+01,   -0.10769E-19,    0.52522E-20,    0.64388E-20,   -0.55283E-20
    0.59730E+01,   -0.29270E+01,   -0.15850E-19,    0.88269E-20,    0.64761E-20,   -0.61306E-20
    0.60078E+01,   -0.28915E+01,   -0.13350E-19,    0.10805E-19,    0.10907E-19,   -0.30444E-20
    0.58052E+01,   -0.27898E+01,   -0.14500E-20,   -0.25846E-21,   -0.28856E-20,    0.44439E-20
    0.58257E+01,   -0.28108E+01,   -0.33745E-20,    0.84145E-21,   -0.15304E-20,    0.39144E-20
    0.58157E+01,   -0.21805E+01,   -0.63627E-21,   -0.14003E-20,    0.39402E-20,   -0.19397E-20
    0.60154E+01,   -0.28642E+01,   -0.10526E-19,    0.90084E-20,    0.13128E-19,   -0.37036E-20
    0.60436E+01,   -0.28571E+01,   -0.10390E-19,    0.10620E-19,    0.14517E-19,   -0.37989E-20
    0.60635E+01,   -0.28775E+01,   -0.11943E-19,    0.14823E-19,    0.17166E-19,   -0.60648E-20
    0.60549E+01,   -0.29049E+01,   -0.15638E-19,    0.18657E-19,    0.15688E-19,   -0.37553E-20
    0.60915E+01,   -0.28712E+01,   -0.10155E-19,    0.17207E-19,    0.20260E-19,   -0.67925E-20
    0.59756E+01,   -0.22648E+01,   -0.31058E-20,   -0.34278E-20,    0.65247E-21,   -0.12291E-20
    0.59828E+01,   -0.22360E+01,   -0.29701E-20,   -0.30868E-20,    0.41071E-21,   -0.55937E-21
    0.60093E+01,   -0.22284E+01,   -0.35958E-20,   -0.13684E-20,    0.29694E-21,   -0.20886E-21
    0.60290E+01,   -0.22470E+01,   -0.20556E-20,   -0.18403E-20,   -0.17618E-20,    0.20654E-21
    0.60574E+01,   -0.22390E+01,   -0.16629E-20,    0.40361E-21,   -0.16689E-20,    0.86675E-21
    0.60769E+01,   -0.22578E+01,   -0.14995E-21,    0.87821E-22,   -0.36232E-20,    0.13199E-20
    0.60639E+01,   -0.22126E+01,   -0.16362E-20,    0.50713E-21,   -0.19422E-20,    0.15365E-20
    0.60682E+01,   -0.22849E+01,    0.77821E-22,   -0.30015E-21,   -0.31476E-20,    0.24353E-21
    0.61047E+01,   -0.22519E+01,    0.11784E-20,    0.20653E-20,   -0.34184E-20,    0.18138E-20
    0.60906E+01,   -0.22028E+01,   -0.71241E-21,    0.24042E-20,   -0.16397E-20,    0.22140E-20
    0.60420E+01,   -0.21943E+01,   -0.35073E-20,    0.80780E-21,   -0.19906E-21,    0.11591E-20
    0.60159E+01,   -0.22021E+01,   -0.35761E-20,   -0.11015E-20,   -0.24203E-21,    0.40745E-21
    0.59944E+01,   -0.21819E+01,   -0.50855E-20,   -0.75062E-21,    0.14101E-20,    0.12177E-21
    0.60006E+01,   -0.21553E+01,   -0.49184E-20,   -0.57614E-21,    0.10540E-20,    0.57041E-21
    0.59683E+01,   -0.21893E+01,   -0.42753E-20,   -0.22968E-20,    0.16798E-20,   -0.46371E-21
    0.59465E+01,   -0.21707E+01,   -0.51806E-20,   -0.17865E-20,    0.26067E-20,   -0.76839E-21
    0.60284E+01,   -0.21488E+01,   -0.45536E-20,    0.11370E-20,    0.11689E-20,    0.95711E-21
    0.59811E+01,   -0.21346E+01,   -0.56996E-20,   -0.16727E-21,    0.21070E-20,    0.15013E-21
    0.59531E+01,   -0.21425E+01,   -0.49622E-20,   -0.15821E-20,    0.22606E-20,   -0.21181E-21
    0.59194E+01,   -0.21800E+01,   -0.36798E-20,   -0.27334E-20,    0.31123E-20,   -0.10984E-20
    0.56567E+01,   -0.23688E+01,   -0.20983E-20,    0.47360E-20,    0.21313E-20,   -0.11661E-20
    0.60241E+01,   -0.23791E+01,    0.19267E-20,   -0.53579E-20,   -0.39372E-20,   -0.14650E-20
    0.57817E+01,   -0.26936E+01,    0.16201E-20,   -0.85451E-21,   -0.61196E-20,    0.66301E-20
    0.61244E+01,   -0.22729E+01,    0.21357E-20,    0.18535E-20,   -0.46586E-20,    0.24300E-20
    0.59531E+01,   -0.24485E+01,    0.42976E-20,   -0.72699E-20,   -0.28051E-20,   -0.72801E-21
    0.60419E+01,   -0.22925E+01,   -0.26923E-21,   -0.25023E-20,   -0.31547E-20,   -0.18942E-21
    0.60363E+01,   -0.23217E+01,   -0.18716E-21,   -0.28215E-20,   -0.29839E-20,   -0.74122E-21
    0.60571E+01,   -0.23429E+01,    0.13979E-20,   -0.31594E-20,   -0.43746E-20,   -0.77249E-21
    0.57714E+01,   -0.26453E+01,    0.21471E-20,   -0.35995E-21,   -0.69729E-20,    0.64852E-20
    0.57429E+01,   -0.26519E+01,    0.27678E-21,    0.37169E-21,   -0.73589E-20,    0.66130E-20
    0.57237E+01,   -0.26318E+01,    0.34919E-21,    0.95481E-21,   -0.68633E-20,    0.53589E-20
    0.57345E+01,   -0.26789E+01,    0.58496E-21,    0.10048E-21,   -0.69375E-20,    0.60406E-20
    0.56956E+01,   -0.26375E+01,   -0.10019E-20,    0.13224E-20,   -0.71250E-20,    0.54174E-20
    0.56761E+01,   -0.26172E+01,   -0.14580E-20,    0.21456E-20,   -0.59771E-20,    0.39606E-20
    0.56478E+01,   -0.26238E+01,   -0.19549E-20,    0.15772E-20,   -0.61190E-20,    0.38403E-20
    0.56284E+01,   -0.26032E+01,   -0.25992E-20,    0.28477E-20,   -0.48169E-20,    0.20381E-20
    0.56397E+01,   -0.26510E+01,   -0.19181E-20,    0.14915E-20,   -0.59003E-20,    0.33639E-20
    0.56868E+01,   -0.26648E+01,   -0.80533E-21,    0.10575E-20,   -0.68478E-20,    0.46788E-20
    0.56366E+01,   -0.25753E+01,   -0.24703E-20,    0.27698E-20,   -0.46631E-20,    0.23129E-20
    0.56003E+01,   -0.26092E+01,   -0.26144E-20,    0.19895E-20,   -0.48536E-20,    0.18602E-20
    0.56119E+01,   -0.26582E+01,   -0.19224E-20,    0.68525E-21,   -0.59563E-20,    0.31883E-20
    0.56592E+01,   -0.26716E+01,   -0.14618E-20,    0.65942E-21,   -0.70149E-20,    0.46056E-20
    0.56510E+01,   -0.26994E+01,   -0.11908E-20,    0.35457E-21,   -0.62905E-20,    0.37936E-20
    0.56234E+01,   -0.27061E+01,   -0.13800E-20,   -0.38379E-21,   -0.63709E-20,    0.36518E-20
    0.56702E+01,   -0.27202E+01,   -0.15911E-20,   -0.45163E-21,   -0.65771E-20,    0.49950E-20
    0.56621E+01,   -0.27479E+01,   -0.12962E-20,   -0.10187E-20,   -0.57121E-20,    0.37480E-20
    0.56343E+01,   -0.27545E+01,   -0.13680E-20,   -0.17112E-20,   -0.57503E-20,    0.36063E-20
    0.56817E+01,   -0.27691E+01,   -0.22043E-20,   -0.14788E-20,   -0.55081E-20,    0.45050E-20
    0.56166E+01,   -0.25540E+01,   -0.35205E-20,    0.40170E-20,   -0.31155E-20,    0.70356E-21
    0.56037E+01,   -0.26855E+01,   -0.17708E-20,    0.46615E-21,   -0.53310E-20,    0.24698E-20
    0.55755E+01,   -0.26922E+01,   -0.13375E-20,   -0.53495E-21,   -0.52830E-20,    0.22566E-20
    0.55559E+01,   -0.26715E+01,   -0.19462E-20,    0.71874E-21,   -0.41411E-20,    0.77673E-21
    0.55674E+01,   -0.27196E+01,   -0.11203E-20,   -0.84853E-21,   -0.45631E-20,    0.15343E-20
    0.56147E+01,   -0.27335E+01,   -0.10462E-20,   -0.87140E-21,   -0.54744E-20,    0.25442E-20
    0.55870E+01,   -0.27402E+01,   -0.72168E-21,   -0.16399E-20,   -0.54513E-20,    0.23968E-20
    0.55788E+01,   -0.27680E+01,   -0.28337E-21,   -0.21216E-20,   -0.42573E-20,    0.15691E-20
    0.55511E+01,   -0.27748E+01,    0.68291E-21,   -0.28824E-20,   -0.40901E-20,    0.14207E-20
    0.55985E+01,   -0.27886E+01,   -0.41364E-21,   -0.30222E-20,   -0.45515E-20,    0.24310E-20
    0.56263E+01,   -0.27819E+01,   -0.99606E-21,   -0.23151E-20,   -0.46705E-20,    0.25921E-20
    0.56463E+01,   -0.28028E+01,   -0.20312E-20,   -0.28349E-20,   -0.41855E-20,    0.31532E-20
    0.56383E+01,   -0.28303E+01,   -0.15477E-20,   -0.35859E-20,   -0.23106E-20,    0.20836E-20
    0.56739E+01,   -0.27967E+01,   -0.18106E-20,   -0.21734E-20,   -0.41285E-20,    0.33241E-20
    0.56938E+01,   -0.28178E+01,   -0.29283E-20,   -0.16750E-20,   -0.36251E-20,    0.29007E-20
    0.56854E+01,   -0.28451E+01,   -0.24225E-20,   -0.23591E-20,   -0.14506E-20,    0.17275E-20
    0.57216E+01,   -0.28113E+01,   -0.22801E-20,   -0.10298E-20,   -0.34827E-20,    0.30768E-20
    0.55395E+01,   -0.27267E+01,    0.91425E-22,   -0.17739E-20,   -0.43283E-20,    0.13301E-20
    0.56103E+01,   -0.28368E+01,   -0.95086E-21,   -0.42922E-20,   -0.21824E-20,    0.19342E-20
    0.56576E+01,   -0.28513E+01,   -0.27298E-20,   -0.32564E-20,   -0.15124E-20,    0.15351E-20
    0.56489E+01,   -0.28790E+01,   -0.23176E-20,   -0.42256E-20,    0.67764E-21,   -0.89231E-22
    0.56210E+01,   -0.28852E+01,   -0.19306E-20,   -0.49373E-20,    0.75979E-21,   -0.23915E-21
    0.56682E+01,   -0.29000E+01,   -0.35436E-20,   -0.41234E-20,    0.17517E-20,   -0.79495E-21
    0.56016E+01,   -0.28641E+01,   -0.52139E-21,   -0.52373E-20,   -0.67130E-21,    0.70245E-21
    0.55734E+01,   -0.28703E+01,    0.55316E-21,   -0.49668E-20,   -0.43762E-21,    0.77324E-21
    0.55540E+01,   -0.28492E+01,    0.16278E-20,   -0.46383E-20,   -0.16505E-20,    0.86692E-21
    0.55647E+01,   -0.28976E+01,    0.10907E-20,   -0.58598E-20,    0.10392E-20,   -0.73431E-22
    0.56120E+01,   -0.29125E+01,   -0.16446E-20,   -0.57908E-20,    0.24946E-20,   -0.97814E-21
    0.56963E+01,   -0.28935E+01,   -0.40078E-20,   -0.24641E-20,    0.16561E-20,   -0.40070E-21
    0.55641E+01,   -0.26437E+01,   -0.20211E-20,    0.83751E-21,   -0.45452E-20,    0.12777E-20
    0.55441E+01,   -0.26225E+01,   -0.28322E-20,    0.20571E-20,   -0.32742E-20,   -0.11375E-21
    0.55428E+01,   -0.28016E+01,    0.12349E-20,   -0.33345E-20,   -0.29213E-20,    0.10549E-20
    0.55148E+01,   -0.28080E+01,    0.25780E-20,   -0.34737E-20,   -0.26298E-20,    0.10479E-20
    0.55625E+01,   -0.28222E+01,    0.10239E-20,   -0.39433E-20,   -0.28285E-20,    0.14854E-20
    0.55906E+01,   -0.28161E+01,    0.11156E-21,   -0.36805E-20,   -0.30225E-20,    0.15287E-20
    0.54950E+01,   -0.27877E+01,    0.25387E-20,   -0.27448E-20,   -0.25970E-20,    0.47794E-21
    0.55071E+01,   -0.28354E+01,    0.31516E-20,   -0.39620E-20,   -0.18119E-20,    0.75347E-21
    0.55033E+01,   -0.27605E+01,    0.20318E-20,   -0.24033E-20,   -0.32430E-20,    0.72078E-21
    0.55313E+01,   -0.27541E+01,    0.43988E-21,   -0.21483E-20,   -0.35639E-20,    0.76096E-21
    0.54837E+01,   -0.27395E+01,    0.17015E-20,   -0.13412E-20,   -0.28057E-20,   -0.30766E-21
    0.54924E+01,   -0.27122E+01,    0.13253E-20,   -0.11597E-20,   -0.32497E-20,   -0.85603E-22
    0.54557E+01,   -0.27455E+01,    0.33725E-20,   -0.17363E-20,   -0.24939E-20,   -0.39787E-21
    0.54670E+01,   -0.27942E+01,    0.40534E-20,   -0.28197E-20,   -0.23019E-20,    0.48312E-21
    0.55266E+01,   -0.28558E+01,    0.28683E-20,   -0.44468E-20,   -0.14126E-20,    0.93305E-21
    0.55184E+01,   -0.28838E+01,    0.36775E-20,   -0.52048E-20,   -0.18304E-24,    0.28954E-21
    0.54910E+01,   -0.28905E+01,    0.50897E-20,   -0.46419E-20,    0.29520E-21,    0.43761E-21
    0.55372E+01,   -0.29044E+01,    0.26584E-20,   -0.54675E-20,    0.14055E-20,    0.30899E-22
    0.55291E+01,   -0.29322E+01,    0.33631E-20,   -0.62037E-20,    0.27841E-20,   -0.45717E-22
    0.55015E+01,   -0.29387E+01,    0.49726E-20,   -0.57528E-20,    0.31650E-20,    0.71416E-22
    0.55486E+01,   -0.29528E+01,    0.18926E-20,   -0.63959E-20,    0.50301E-20,   -0.61038E-21
    0.54716E+01,   -0.28692E+01,    0.54036E-20,   -0.42944E-20,   -0.59124E-21,    0.47827E-21
    0.54821E+01,   -0.29177E+01,    0.59810E-20,   -0.53037E-20,    0.11804E-20,    0.20097E-21
    0.54539E+01,   -0.29238E+01,    0.67897E-20,   -0.41234E-20,    0.13549E-20,    0.48462E-21
    0.54346E+01,   -0.29026E+01,    0.72309E-20,   -0.38712E-20,    0.50781E-22,    0.57847E-21
    0.54452E+01,   -0.29512E+01,    0.76553E-20,   -0.45280E-20,    0.14645E-20,    0.97619E-21
    0.54473E+01,   -0.27731E+01,    0.38658E-20,   -0.18785E-20,   -0.22483E-20,   -0.33098E-21
    0.54927E+01,   -0.29661E+01,    0.55866E-20,   -0.64833E-20,    0.34180E-20,    0.21680E-21
    0.54796E+01,   -0.28421E+01,    0.45375E-20,   -0.37170E-20,   -0.14914E-20,    0.85394E-21
    0.54594E+01,   -0.28213E+01,    0.46736E-20,   -0.31331E-20,   -0.19004E-20,    0.48263E-21
    0.54317E+01,   -0.28283E+01,    0.57620E-20,   -0.26007E-20,   -0.16765E-20,    0.67016E-21
    0.54112E+01,   -0.28084E+01,    0.57806E-20,   -0.18683E-20,   -0.19744E-20,    0.75983E-22
    0.54238E+01,   -0.28550E+01,    0.65454E-20,   -0.29554E-20,   -0.12268E-20,    0.45224E-21
    0.53956E+01,   -0.28622E+01,    0.70517E-20,   -0.18379E-20,   -0.11906E-20,    0.77133E-21
    0.53761E+01,   -0.28420E+01,    0.73288E-20,   -0.14100E-20,   -0.19570E-20,    0.38807E-21
    0.53880E+01,   -0.28892E+01,    0.79396E-20,   -0.21023E-20,   -0.10536E-20,    0.65711E-21
    0.53838E+01,   -0.28150E+01,    0.65769E-20,   -0.13048E-20,   -0.18674E-20,    0.24963E-21
    0.53637E+01,   -0.27939E+01,    0.64042E-20,   -0.94694E-21,   -0.20147E-20,   -0.51169E-22
    0.53716E+01,   -0.27668E+01,    0.58820E-20,   -0.10798E-20,   -0.15992E-20,   -0.73944E-21
    0.53363E+01,   -0.28007E+01,    0.71541E-20,   -0.20239E-21,   -0.19555E-20,    0.15902E-21
    0.53481E+01,   -0.28481E+01,    0.78366E-20,   -0.52491E-21,   -0.19673E-20,    0.61218E-21
    0.53604E+01,   -0.28971E+01,    0.79971E-20,   -0.90204E-21,   -0.11670E-20,    0.10401E-20
    0.54073E+01,   -0.29094E+01,    0.73789E-20,   -0.24927E-20,    0.39849E-22,    0.91359E-21
    0.53994E+01,   -0.29375E+01,    0.84004E-20,   -0.27450E-20,    0.25397E-21,    0.12865E-20
    0.53721E+01,   -0.29443E+01,    0.81625E-20,   -0.12441E-20,    0.15036E-21,    0.16763E-20
    0.54179E+01,   -0.29580E+01,    0.79509E-20,   -0.29761E-20,    0.15243E-20,    0.13751E-20
    0.54099E+01,   -0.29858E+01,    0.90347E-20,   -0.33020E-20,    0.16662E-20,    0.18588E-20
    0.53824E+01,   -0.29923E+01,    0.84724E-20,   -0.15085E-20,    0.15417E-20,    0.23106E-20
    0.54292E+01,   -0.30063E+01,    0.79660E-20,   -0.32904E-20,    0.39412E-20,    0.16847E-20
    0.53525E+01,   -0.29241E+01,    0.89389E-20,   -0.96726E-21,   -0.14531E-20,    0.13438E-20
    0.53242E+01,   -0.29311E+01,    0.83805E-20,    0.63578E-21,   -0.17406E-20,    0.18061E-20
    0.53046E+01,   -0.29108E+01,    0.91719E-20,    0.85767E-21,   -0.31385E-20,    0.13835E-20
    0.53164E+01,   -0.29582E+01,    0.93666E-20,    0.71311E-21,   -0.22898E-20,    0.20221E-20
    0.53632E+01,   -0.29713E+01,    0.91134E-20,   -0.13513E-20,   -0.21330E-21,    0.20760E-20
    0.53357E+01,   -0.29783E+01,    0.81374E-20,    0.41885E-21,   -0.50336E-21,    0.25445E-20
    0.53279E+01,   -0.30061E+01,    0.91268E-20,    0.43427E-21,   -0.11634E-20,    0.27418E-20
    0.53007E+01,   -0.30134E+01,    0.74578E-20,    0.24136E-20,   -0.16975E-20,    0.33210E-20
    0.53478E+01,   -0.30260E+01,    0.79616E-20,    0.24774E-21,    0.66658E-21,    0.32277E-20
    0.52811E+01,   -0.29925E+01,    0.88116E-20,    0.26099E-20,   -0.36965E-20,    0.26075E-20
    0.52924E+01,   -0.30408E+01,    0.83235E-20,    0.27298E-20,   -0.26844E-20,    0.36870E-20
    0.53411E+01,   -0.30539E+01,    0.90553E-20,    0.18824E-21,    0.25524E-21,    0.33245E-20
    0.53748E+01,   -0.30192E+01,    0.94744E-20,   -0.17608E-20,    0.11907E-20,    0.25040E-20
    0.53953E+01,   -0.30399E+01,    0.83084E-20,   -0.17918E-20,    0.36118E-20,    0.26190E-20
    0.53879E+01,   -0.30669E+01,    0.92543E-20,   -0.22368E-20,    0.30938E-20,    0.24844E-20
    0.54222E+01,   -0.30336E+01,    0.89310E-20,   -0.37712E-20,    0.37683E-20,    0.19510E-20
    0.54427E+01,   -0.30539E+01,    0.70172E-20,   -0.38835E-20,    0.73292E-20,    0.18294E-20
