 X,Y,Htot_real_z,Htot_imag_z
    0.27293E+01,   -0.92606E+00,    0.15305E+00,   -0.62560E-01
    0.24457E+01,   -0.14750E+01,   -0.37377E-01,    0.40803E-02
    0.45150E+01,    0.67419E-01,    0.00000E+00,    0.00000E+00
    0.27563E+01,   -0.88400E+00,    0.16865E+00,   -0.17970E-01
    0.36498E+01,   -0.14701E+00,    0.41454E-02,    0.59714E+00
    0.24590E+01,   -0.14283E+01,   -0.46600E-01,    0.13435E-02
    0.34938E+01,   -0.22461E+00,    0.43955E+00,    0.16130E+00
    0.33584E+01,   -0.30590E+00,    0.27967E+00,   -0.26701E+00
    0.27824E+01,   -0.84140E+00,    0.17098E+00,    0.33364E-01
    0.25446E+01,   -0.12228E+01,   -0.57305E-01,   -0.79556E-01
    0.24722E+01,   -0.13816E+01,   -0.57234E-01,   -0.64079E-02
    0.31612E+01,   -0.44752E+00,   -0.24373E+00,   -0.22145E+00
    0.30249E+01,   -0.56549E+00,   -0.24778E+00,    0.95343E-01
    0.38717E+01,   -0.48432E-01,   -0.10158E+01,    0.13210E+00
    0.26438E+01,   -0.10351E+01,    0.64477E-01,   -0.13950E+00
    0.26184E+01,   -0.10775E+01,    0.25735E-01,   -0.13961E+00
    0.39185E+01,   -0.32192E-01,   -0.11160E+01,   -0.28123E-01
    0.28083E+01,   -0.79997E+00,    0.15687E+00,    0.86944E-01
    0.29653E+01,   -0.62207E+00,   -0.14191E+00,    0.18227E+00
    0.25928E+01,   -0.11205E+01,   -0.85549E-02,   -0.13024E+00
    0.26698E+01,   -0.99184E+00,    0.10437E+00,   -0.12665E+00
    0.22977E+01,   -0.21348E+01,    0.00000E+00,    0.00000E+00
    0.28351E+01,   -0.75628E+00,    0.12385E+00,    0.14179E+00
    0.34453E+01,   -0.23664E+00,    0.46575E+00,   -0.16791E-01
    0.36025E+01,   -0.15170E+00,    0.23432E+00,    0.54618E+00
    0.23247E+01,   -0.18513E+01,    0.00000E+00,    0.00000E+00
    0.30529E+01,   -0.52437E+00,   -0.30061E+00,    0.29453E-01
    0.24801E+01,   -0.13270E+01,   -0.69808E-01,   -0.18791E-01
    0.39926E+01,    0.37497E-02,   -0.11088E+01,    0.93811E-01
    0.31884E+01,   -0.40574E+00,   -0.20178E+00,   -0.30603E+00
    0.38050E+01,   -0.56766E-01,   -0.75002E+00,    0.49345E+00
    0.28604E+01,   -0.71448E+00,    0.74979E-01,    0.18780E+00
    0.37585E+01,   -0.74030E-01,   -0.51820E+00,    0.62881E+00
    0.37167E+01,   -0.90802E-01,   -0.29317E+00,    0.68920E+00
    0.40394E+01,    0.19990E-01,   -0.99876E+00,    0.35629E+00
    0.24892E+01,   -0.12898E+01,   -0.76029E-01,   -0.33672E-01
    0.35544E+01,   -0.16482E+00,    0.40788E+00,    0.41446E+00
    0.30823E+01,   -0.48406E+00,   -0.33296E+00,   -0.56708E-01
    0.40862E+01,    0.36230E-01,   -0.80973E+00,    0.66950E+00
    0.33973E+01,   -0.25006E+00,    0.42424E+00,   -0.18934E+00
    0.23542E+01,   -0.16555E+01,    0.00000E+00,    0.00000E+00
    0.32286E+01,   -0.36290E+00,   -0.93515E-01,   -0.38541E+00
    0.28867E+01,   -0.67193E+00,    0.81894E-02,    0.22253E+00
    0.32744E+01,   -0.32487E+00,    0.60499E-01,   -0.41449E+00
    0.29802E+01,   -0.56674E+00,   -0.22838E+00,    0.17635E+00
    0.41275E+01,    0.55555E-01,    0.00000E+00,    0.00000E+00
    0.35063E+01,   -0.17635E+00,    0.52343E+00,    0.24041E+00
    0.31106E+01,   -0.44302E+00,   -0.34235E+00,   -0.15500E+00
    0.27055E+01,   -0.88209E+00,    0.19075E+00,   -0.67094E-01
    0.33113E+01,   -0.29118E+00,    0.20006E+00,   -0.40174E+00
    0.23779E+01,   -0.15349E+01,   -0.20700E-01,    0.28905E-01
    0.23554E+01,   -0.16047E+01,    0.00000E+00,    0.00000E+00
    0.27325E+01,   -0.84003E+00,    0.20777E+00,   -0.10877E-01
    0.26760E+01,   -0.91536E+00,    0.16653E+00,   -0.11228E+00
    0.36219E+01,   -0.10627E+00,    0.23100E+00,    0.68176E+00
    0.23890E+01,   -0.14793E+01,   -0.31927E-01,    0.35045E-01
    0.27583E+01,   -0.79767E+00,    0.20840E+00,    0.52248E-01
    0.33478E+01,   -0.25721E+00,    0.33711E+00,   -0.34486E+00
    0.38801E+01,   -0.91368E-03,   -0.10136E+01,    0.30541E+00
    0.34581E+01,   -0.18961E+00,    0.56567E+00,    0.40267E-01
    0.39269E+01,    0.15326E-01,   -0.11059E+01,    0.15174E+00
    0.25939E+01,   -0.10340E+01,    0.36667E-01,   -0.16869E+00
    0.26198E+01,   -0.99131E+00,    0.84613E-01,   -0.16579E+00
    0.25684E+01,   -0.10768E+01,   -0.70391E-02,   -0.15792E+00
    0.24026E+01,   -0.14314E+01,   -0.46182E-01,    0.33840E-01
    0.29075E+01,   -0.61899E+00,   -0.76694E-01,    0.25407E+00
    0.26452E+01,   -0.94831E+00,    0.13232E+00,   -0.14803E+00
    0.24333E+01,   -0.13481E+01,   -0.73296E-01,    0.12669E-01
    0.31386E+01,   -0.40353E+00,   -0.32249E+00,   -0.25792E+00
    0.46389E+01,    0.12708E+00,    0.00000E+00,    0.00000E+00
    0.36676E+01,   -0.79131E-01,    0.21963E-01,    0.78645E+00
    0.30040E+01,   -0.52031E+00,   -0.31120E+00,    0.12787E+00
    0.27852E+01,   -0.75566E+00,    0.18816E+00,    0.11914E+00
    0.25379E+01,   -0.11260E+01,   -0.49374E-01,   -0.13223E+00
    0.41827E+01,    0.84590E-01,    0.00000E+00,    0.00000E+00
    0.25086E+01,   -0.11799E+01,   -0.78620E-01,   -0.94500E-01
    0.42803E+01,    0.10204E+00,    0.00000E+00,    0.00000E+00
    0.24780E+01,   -0.12391E+01,   -0.91744E-01,   -0.49715E-01
    0.28106E+01,   -0.71277E+00,    0.14846E+00,    0.18380E+00
    0.35688E+01,   -0.11557E+00,    0.46743E+00,    0.54151E+00
    0.34099E+01,   -0.20177E+00,    0.54064E+00,   -0.16138E+00
    0.40009E+01,    0.51268E-01,   -0.10767E+01,    0.28080E+00
    0.37682E+01,   -0.25410E-01,   -0.51544E+00,    0.79314E+00
    0.38149E+01,   -0.76256E-02,   -0.75398E+00,    0.66471E+00
    0.30331E+01,   -0.47861E+00,   -0.37496E+00,    0.44033E-01
    0.23016E+01,   -0.17208E+01,    0.00000E+00,    0.00000E+00
    0.40902E+01,    0.77636E-01,   -0.76636E+00,    0.79541E+00
    0.40478E+01,    0.67508E-01,   -0.95000E+00,    0.53718E+00
    0.22377E+01,   -0.22595E+01,    0.00000E+00,    0.00000E+00
    0.37128E+01,   -0.43297E-01,   -0.19647E+00,    0.87191E+00
    0.28367E+01,   -0.67059E+00,    0.87176E-01,    0.23971E+00
    0.31654E+01,   -0.36137E+00,   -0.27607E+00,   -0.36464E+00
    0.24021E+01,   -0.13758E+01,   -0.65393E-01,    0.35333E-01
    0.35230E+01,   -0.12898E+00,    0.60074E+00,    0.35966E+00
    0.29308E+01,   -0.56592E+00,   -0.18030E+00,    0.25895E+00
    0.24398E+01,   -0.12840E+01,   -0.94628E-01,   -0.76366E-02
    0.30609E+01,   -0.43940E+00,   -0.41333E+00,   -0.56076E-01
    0.23104E+01,   -0.16417E+01,    0.00000E+00,    0.00000E+00
    0.33617E+01,   -0.21491E+00,    0.45123E+00,   -0.34263E+00
    0.34719E+01,   -0.14157E+00,    0.67979E+00,    0.12767E+00
    0.26827E+01,   -0.83764E+00,    0.23079E+00,   -0.65638E-01
    0.33000E+01,   -0.24252E+00,    0.24035E+00,   -0.49797E+00
    0.27099E+01,   -0.79585E+00,    0.24771E+00,    0.26141E-02
    0.32092E+01,   -0.30438E+00,   -0.13397E+00,   -0.49862E+00
    0.30889E+01,   -0.39802E+00,   -0.42631E+00,   -0.17426E+00
    0.44679E+01,    0.15767E+00,    0.00000E+00,    0.00000E+00
    0.23406E+01,   -0.14899E+01,   -0.17115E-01,    0.59252E-01
    0.23251E+01,   -0.15366E+01,   -0.40556E-02,    0.53678E-01
    0.29543E+01,   -0.51553E+00,   -0.28817E+00,    0.23182E+00
    0.38885E+01,    0.46605E-01,   -0.10040E+01,    0.49260E+00
    0.23095E+01,   -0.15834E+01,    0.00000E+00,    0.00000E+00
    0.23543E+01,   -0.14440E+01,   -0.33572E-01,    0.61408E-01
    0.39353E+01,    0.62845E-01,   -0.10878E+01,    0.34314E+00
    0.41332E+01,    0.11386E+00,    0.00000E+00,    0.00000E+00
    0.25446E+01,   -0.10331E+01,   -0.24676E-02,   -0.18684E+00
    0.27359E+01,   -0.75319E+00,    0.24545E+00,    0.78835E-01
    0.25700E+01,   -0.99011E+00,    0.50757E-01,   -0.19718E+00
    0.23992E+01,   -0.13215E+01,   -0.87022E-01,    0.31324E-01
    0.26493E+01,   -0.86743E+00,    0.20654E+00,   -0.12403E+00
    0.25952E+01,   -0.94800E+00,    0.10672E+00,   -0.19118E+00
    0.23650E+01,   -0.14067E+01,   -0.49003E-01,    0.59536E-01
    0.26212E+01,   -0.90344E+00,    0.16409E+00,   -0.16664E+00
    0.34234E+01,   -0.15371E+00,    0.66759E+00,   -0.10712E+00
    0.28499E+01,   -0.61286E+00,    0.14237E-01,    0.30411E+00
    0.25117E+01,   -0.10813E+01,   -0.56770E-01,   -0.15874E+00
    0.32592E+01,   -0.25560E+00,    0.85038E-01,   -0.55573E+00
    0.27607E+01,   -0.71277E+00,    0.22142E+00,    0.15404E+00
    0.29832E+01,   -0.47487E+00,   -0.37909E+00,    0.16115E+00
    0.31184E+01,   -0.35780E+00,   -0.40082E+00,   -0.30279E+00
    0.41880E+01,    0.13326E+00,    0.00000E+00,    0.00000E+00
    0.27871E+01,   -0.67037E+00,    0.17193E+00,    0.22963E+00
    0.36215E+01,   -0.41055E-01,    0.38012E+00,    0.86348E+00
    0.40093E+01,    0.98787E-01,   -0.10387E+01,    0.47206E+00
    0.38231E+01,    0.41218E-01,   -0.74306E+00,    0.85314E+00
    0.35336E+01,   -0.82947E-01,    0.69083E+00,    0.47845E+00
    0.24704E+01,   -0.11351E+01,   -0.10329E+00,   -0.10880E+00
    0.35773E+01,   -0.58723E-01,    0.57352E+00,    0.69806E+00
    0.34951E+01,   -0.99486E-01,    0.75402E+00,    0.27618E+00
    0.40562E+01,    0.11503E+00,   -0.89956E+00,    0.72121E+00
    0.28794E+01,   -0.56120E+00,   -0.10577E+00,    0.33227E+00
    0.33750E+01,   -0.16604E+00,    0.59076E+00,   -0.32415E+00
    0.30113E+01,   -0.43362E+00,   -0.45273E+00,    0.64144E-01
    0.24378E+01,   -0.11875E+01,   -0.12106E+00,   -0.54864E-01
    0.28121E+01,   -0.62718E+00,    0.10032E+00,    0.29452E+00
    0.31452E+01,   -0.31641E+00,   -0.34481E+00,   -0.42905E+00
    0.37140E+01,    0.10356E-01,   -0.11479E+00,    0.10811E+01
    0.36644E+01,   -0.96537E-02,    0.18153E+00,    0.10211E+01
    0.37648E+01,    0.35752E-01,   -0.41399E+00,    0.10756E+01
    0.30409E+01,   -0.39367E+00,   -0.49714E+00,   -0.59550E-01
    0.24038E+01,   -0.12390E+01,   -0.12067E+00,   -0.48028E-03
    0.26675E+01,   -0.79114E+00,    0.27149E+00,   -0.47892E-01
    0.33266E+01,   -0.17913E+00,    0.44473E+00,   -0.50416E+00
    0.23101E+01,   -0.14624E+01,   -0.12441E-01,    0.82153E-01
    0.29059E+01,   -0.51139E+00,   -0.23114E+00,    0.32648E+00
    0.21776E+01,   -0.21348E+01,    0.00000E+00,    0.00000E+00
    0.22930E+01,   -0.15024E+01,    0.48791E-02,    0.78026E-01
    0.21923E+01,   -0.19506E+01,    0.00000E+00,    0.00000E+00
    0.22774E+01,   -0.15491E+01,    0.00000E+00,    0.00000E+00
    0.26862E+01,   -0.75193E+00,    0.28969E+00,    0.18906E-01
    0.23371E+01,   -0.13706E+01,   -0.58491E-01,    0.80620E-01
    0.38968E+01,    0.94124E-01,   -0.99218E+00,    0.67968E+00
    0.22403E+01,   -0.16754E+01,    0.00000E+00,    0.00000E+00
    0.39437E+01,    0.11036E+00,   -0.10658E+01,    0.53423E+00
    0.30688E+01,   -0.35272E+00,   -0.51095E+00,   -0.19747E+00
    0.25201E+01,   -0.98952E+00,    0.33575E-02,   -0.21649E+00
    0.23685E+01,   -0.12851E+01,   -0.10562E+00,    0.46037E-01
    0.22579E+01,   -0.15996E+01,    0.00000E+00,    0.00000E+00
    0.25453E+01,   -0.94674E+00,    0.65628E-01,   -0.22562E+00
    0.32808E+01,   -0.19450E+00,    0.26034E+00,   -0.61872E+00
    0.29339E+01,   -0.47000E+00,   -0.34625E+00,    0.27897E+00
    0.25712E+01,   -0.90420E+00,    0.13161E+00,   -0.21510E+00
    0.23516E+01,   -0.13209E+01,   -0.85828E-01,    0.67401E-01
    0.23156E+01,   -0.14132E+01,   -0.31897E-01,    0.90119E-01
    0.31679E+01,   -0.27177E+00,   -0.26606E+00,   -0.54772E+00
    0.27111E+01,   -0.71010E+00,    0.28554E+00,    0.10529E+00
    0.24879E+01,   -0.10367E+01,   -0.60288E-01,   -0.18723E+00
    0.25954E+01,   -0.86064E+00,    0.19517E+00,   -0.18570E+00
    0.27372E+01,   -0.66904E+00,    0.25446E+00,    0.19427E+00
    0.24550E+01,   -0.10848E+01,   -0.10933E+00,   -0.13969E+00
    0.32046E+01,   -0.23614E+00,   -0.10219E+00,   -0.63792E+00
    0.27685E+01,   -0.63016E+00,    0.18796E+00,    0.27807E+00
    0.26201E+01,   -0.81751E+00,    0.25123E+00,   -0.13521E+00
    0.29615E+01,   -0.43027E+00,   -0.44717E+00,    0.19943E+00
    0.34035E+01,   -0.10690E+00,    0.79553E+00,   -0.20262E+00
    0.34468E+01,   -0.82168E-01,    0.87242E+00,    0.40383E-01
    0.37833E+01,    0.71182E-01,   -0.48218E+00,    0.11613E+01
    0.41370E+01,    0.17216E+00,    0.00000E+00,    0.00000E+00
    0.34905E+01,   -0.57813E-01,    0.88793E+00,    0.30732E+00
    0.30980E+01,   -0.31218E+00,   -0.48270E+00,   -0.34716E+00
    0.27993E+01,   -0.59087E+00,    0.95765E-01,    0.34545E+00
    0.40177E+01,    0.14631E+00,   -0.10001E+01,    0.65766E+00
    0.38295E+01,    0.89835E-01,   -0.72672E+00,    0.10473E+01
    0.35336E+01,   -0.33001E-01,    0.83227E+00,    0.57401E+00
    0.24204E+01,   -0.11344E+01,   -0.14021E+00,   -0.78958E-01
    0.35773E+01,   -0.87429E-02,    0.70462E+00,    0.82390E+00
    0.40645E+01,    0.16255E+00,   -0.84353E+00,    0.89374E+00
    0.29914E+01,   -0.38912E+00,   -0.53102E+00,    0.81896E-01
    0.28261E+01,   -0.54864E+00,   -0.11437E-01,    0.39210E+00
    0.36203E+01,    0.16186E-01,    0.52155E+00,    0.10348E+01
    0.32340E+01,   -0.19562E+00,    0.70345E-01,   -0.70116E+00
    0.36641E+01,    0.40313E-01,    0.28564E+00,    0.11973E+01
    0.41987E+01,    0.19946E+00,    0.00000E+00,    0.00000E+00
    0.28563E+01,   -0.50882E+00,   -0.13862E+00,    0.40484E+00
    0.31255E+01,   -0.27117E+00,   -0.41722E+00,   -0.49236E+00
    0.37100E+01,    0.64433E-01,    0.51773E-02,    0.12949E+01
    0.22794E+01,   -0.14234E+01,   -0.11379E-01,    0.10813E+00
    0.26386E+01,   -0.75280E+00,    0.31245E+00,   -0.54788E-01
    0.33462E+01,   -0.11441E+00,    0.66715E+00,   -0.48734E+00
    0.30197E+01,   -0.34793E+00,   -0.58401E+00,   -0.58136E-01
    0.46389E+01,    0.24641E+00,    0.00000E+00,    0.00000E+00
    0.22608E+01,   -0.14681E+01,    0.13771E-01,    0.10233E+00
    0.22453E+01,   -0.15148E+01,    0.00000E+00,    0.00000E+00
    0.21839E+01,   -0.17446E+01,    0.00000E+00,    0.00000E+00
    0.23678E+01,   -0.11940E+01,   -0.14977E+00,    0.67448E-02
    0.28841E+01,   -0.46641E+00,   -0.27192E+00,    0.38785E+00
    0.26667E+01,   -0.70732E+00,    0.33063E+00,    0.44874E-01
    0.32989E+01,   -0.13720E+00,    0.45073E+00,   -0.65180E+00
    0.23437E+01,   -0.12424E+01,   -0.12869E+00,    0.53642E-01
    0.39052E+01,    0.14164E+00,   -0.98243E+00,    0.85131E+00
    0.22258E+01,   -0.15653E+01,    0.00000E+00,    0.00000E+00
    0.37503E+01,    0.89660E-01,   -0.24073E+00,    0.13321E+01
    0.42865E+01,    0.22829E+00,    0.00000E+00,    0.00000E+00
    0.24967E+01,   -0.94572E+00,    0.11780E-01,   -0.24646E+00
    0.39521E+01,    0.15788E+00,   -0.10413E+01,    0.71819E+00
    0.22857E+01,   -0.13766E+01,   -0.36131E-01,    0.11466E+00
    0.31549E+01,   -0.23077E+00,   -0.30307E+00,   -0.62875E+00
    0.23027E+01,   -0.13301E+01,   -0.69054E-01,    0.10646E+00
    0.25220E+01,   -0.90272E+00,    0.83985E-01,   -0.25318E+00
    0.32561E+01,   -0.15880E+00,    0.22835E+00,   -0.73424E+00
    0.26931E+01,   -0.66493E+00,    0.31919E+00,    0.14648E+00
    0.24652E+01,   -0.99082E+00,   -0.60926E-01,   -0.21811E+00
    0.25456E+01,   -0.86211E+00,    0.15451E+00,   -0.23956E+00
    0.23192E+01,   -0.12830E+01,   -0.10238E+00,    0.88192E-01
    0.25672E+01,   -0.82851E+00,    0.21233E+00,   -0.21046E+00
    0.30477E+01,   -0.30658E+00,   -0.60014E+00,   -0.21726E+00
    0.29118E+01,   -0.42526E+00,   -0.40063E+00,    0.33322E+00
    0.21176E+01,   -0.22595E+01,    0.00000E+00,    0.00000E+00
    0.24309E+01,   -0.10405E+01,   -0.12273E+00,   -0.16471E+00
    0.27194E+01,   -0.62239E+00,    0.27851E+00,    0.24875E+00
    0.27499E+01,   -0.58403E+00,    0.20071E+00,    0.33937E+00
    0.39899E+01,    0.18073E+00,   -0.10206E+01,    0.76259E+00
    0.37888E+01,    0.11830E+00,   -0.46392E+00,    0.13363E+01
    0.34476E+01,   -0.32187E-01,    0.10269E+01,    0.83033E-01
    0.34913E+01,   -0.80368E-02,    0.10338E+01,    0.38346E+00
    0.33910E+01,   -0.60841E-01,    0.91704E+00,   -0.27394E+00
    0.23960E+01,   -0.10908E+01,   -0.16093E+00,   -0.95532E-01
    0.38342E+01,    0.13829E+00,   -0.70940E+00,    0.12281E+01
    0.31843E+01,   -0.19037E+00,   -0.14756E+00,   -0.74050E+00
    0.29410E+01,   -0.38470E+00,   -0.51746E+00,    0.23732E+00
    0.35345E+01,    0.16971E-01,    0.96825E+00,    0.67998E+00
    0.30767E+01,   -0.26630E+00,   -0.57001E+00,   -0.38679E+00
    0.23704E+01,   -0.11337E+01,   -0.16929E+00,   -0.36466E-01
    0.35783E+01,    0.40930E-01,    0.82505E+00,    0.95421E+00
    0.27767E+01,   -0.54189E+00,    0.10096E+00,    0.41502E+00
    0.40729E+01,    0.21006E+00,   -0.78469E+00,    0.10661E+01
    0.28067E+01,   -0.50276E+00,   -0.25951E-01,    0.45983E+00
    0.36214E+01,    0.66141E-01,    0.62582E+00,    0.11870E+01
    0.41389E+01,    0.23061E+00,    0.00000E+00,    0.00000E+00
    0.29699E+01,   -0.34398E+00,   -0.60994E+00,    0.10709E+00
    0.36653E+01,    0.89777E-01,    0.37005E+00,    0.13608E+01
    0.22326E+01,   -0.14355E+01,    0.20536E-01,    0.12430E+00
    0.28358E+01,   -0.46279E+00,   -0.16676E+00,    0.47231E+00
    0.32137E+01,   -0.14993E+00,    0.43369E-01,   -0.81791E+00
    0.31054E+01,   -0.22565E+00,   -0.49464E+00,   -0.55481E+00
    0.22452E+01,   -0.13875E+01,   -0.81625E-02,    0.13499E+00
    0.22132E+01,   -0.14805E+01,    0.00000E+00,    0.00000E+00
    0.22972E+01,   -0.12514E+01,   -0.11797E+00,    0.10110E+00
    0.21739E+01,   -0.16067E+01,    0.00000E+00,    0.00000E+00
    0.25867E+01,   -0.74494E+00,    0.31902E+00,   -0.13364E+00
    0.37080E+01,    0.11541E+00,    0.97993E-01,    0.14712E+01
    0.25563E+01,   -0.78641E+00,    0.25564E+00,   -0.20890E+00
    0.23165E+01,   -0.12039E+01,   -0.15170E+00,    0.64125E-01
    0.21936E+01,   -0.15310E+01,    0.00000E+00,    0.00000E+00
    0.32532E+01,   -0.11673E+00,    0.29825E+00,   -0.81721E+00
    0.41923E+01,    0.25366E+00,    0.00000E+00,    0.00000E+00
    0.29979E+01,   -0.30304E+00,   -0.66970E+00,   -0.48694E-01
    0.39136E+01,    0.18916E+00,   -0.98042E+00,    0.98667E+00
    0.40226E+01,    0.21894E+00,   -0.95392E+00,    0.92819E+00
    0.33350E+01,   -0.63293E-01,    0.77029E+00,   -0.57546E+00
    0.32938E+01,   -0.87467E-01,    0.55066E+00,   -0.73520E+00
    0.26433E+01,   -0.66316E+00,    0.37461E+00,    0.66551E-01
    0.28636E+01,   -0.42125E+00,   -0.31336E+00,    0.44965E+00
    0.22542E+01,   -0.13403E+01,   -0.40426E-01,    0.14017E+00
    0.37523E+01,    0.13759E+00,   -0.19731E+00,    0.14988E+01
    0.26120E+01,   -0.70202E+00,    0.36318E+00,   -0.44102E-01
    0.24725E+01,   -0.90213E+00,    0.19961E-01,   -0.27694E+00
    0.23362E+01,   -0.11477E+01,   -0.17927E+00,    0.92995E-02
    0.22696E+01,   -0.12928E+01,   -0.79686E-01,    0.13159E+00
    0.24962E+01,   -0.86044E+00,    0.98240E-01,   -0.28187E+00
    0.24422E+01,   -0.94383E+00,   -0.59836E-01,   -0.25096E+00
    0.25205E+01,   -0.81955E+00,    0.17857E+00,   -0.26396E+00
    0.26694E+01,   -0.62106E+00,    0.36086E+00,    0.17967E+00
    0.31346E+01,   -0.18514E+00,   -0.37065E+00,   -0.70994E+00
    0.27000E+01,   -0.58160E+00,    0.30657E+00,    0.29410E+00
    0.24077E+01,   -0.99333E+00,   -0.13415E+00,   -0.19473E+00
    0.30269E+01,   -0.26236E+00,   -0.68724E+00,   -0.22879E+00
    0.28913E+01,   -0.37966E+00,   -0.45666E+00,    0.38654E+00
    0.37926E+01,    0.16530E+00,   -0.44699E+00,    0.14831E+01
    0.23500E+01,   -0.10946E+01,   -0.19274E+00,   -0.48011E-01
    0.34045E+01,   -0.71046E-02,    0.10917E+01,   -0.17879E+00
    0.45150E+01,    0.30607E+00,    0.00000E+00,    0.00000E+00
    0.34481E+01,    0.17086E-01,    0.11726E+01,    0.13228E+00
    0.23715E+01,   -0.10472E+01,   -0.18331E+00,   -0.11415E+00
    0.34915E+01,    0.41898E-01,    0.11731E+01,    0.45876E+00
    0.27268E+01,   -0.53974E+00,    0.22586E+00,    0.39616E+00
    0.35350E+01,    0.65915E-01,    0.10922E+01,    0.78051E+00
    0.38374E+01,    0.18667E+00,   -0.69657E+00,    0.13767E+01
    0.39723E+01,    0.22781E+00,   -0.10192E+01,    0.93645E+00
    0.33528E+01,   -0.28073E-01,    0.92330E+00,   -0.49989E+00
    0.27568E+01,   -0.49981E+00,    0.10850E+00,    0.47668E+00
    0.29202E+01,   -0.33934E+00,   -0.58442E+00,    0.27979E+00
    0.40944E+01,    0.26062E+00,   -0.66430E+00,    0.12036E+01
    0.31640E+01,   -0.14469E+00,   -0.20196E+00,   -0.83894E+00
    0.35784E+01,    0.90833E-01,    0.93829E+00,    0.10735E+01
    0.30551E+01,   -0.22126E+00,   -0.65981E+00,   -0.41705E+00
    0.22038E+01,   -0.13995E+01,    0.25764E-01,    0.14748E+00
    0.36219E+01,    0.11455E+00,    0.71532E+00,    0.13171E+01
    0.20576E+01,   -0.21348E+01,    0.00000E+00,    0.00000E+00
    0.27841E+01,   -0.45818E+00,   -0.27729E-01,    0.52966E+00
    0.40512E+01,    0.25842E+00,   -0.85583E+00,    0.10808E+01
    0.21844E+01,   -0.14446E+01,    0.00000E+00,    0.00000E+00
    0.22905E+01,   -0.11729E+01,   -0.17063E+00,    0.76600E-01
    0.36652E+01,    0.13957E+00,    0.44885E+00,    0.14983E+01
    0.29482E+01,   -0.29798E+00,   -0.68740E+00,    0.13802E+00
    0.32013E+01,   -0.10417E+00,    0.49047E-01,   -0.92726E+00
    0.21648E+01,   -0.14861E+01,    0.00000E+00,    0.00000E+00
    0.28137E+01,   -0.41793E+00,   -0.18505E+00,    0.54254E+00
    0.37089E+01,    0.16202E+00,    0.14762E+00,    0.16021E+01
    0.22634E+01,   -0.12148E+01,   -0.13533E+00,    0.12367E+00
    0.24550E+01,   -0.85745E+00,    0.40054E-01,   -0.30593E+00
    0.25376E+01,   -0.73609E+00,    0.30337E+00,   -0.21179E+00
    0.22475E+01,   -0.12492E+01,   -0.10189E+00,    0.14664E+00
    0.30840E+01,   -0.18049E+00,   -0.58043E+00,   -0.60585E+00
    0.24814E+01,   -0.81524E+00,    0.13201E+00,   -0.30323E+00
    0.32482E+01,   -0.67003E-01,    0.37616E+00,   -0.91664E+00
    0.39220E+01,    0.23668E+00,   -0.97484E+00,    0.10926E+01
    0.41388E+01,    0.28920E+00,    0.00000E+00,    0.00000E+00
    0.25939E+01,   -0.65583E+00,    0.40924E+00,   -0.21979E-01
    0.40072E+01,    0.26163E+00,   -0.97648E+00,    0.98811E+00
    0.32978E+01,   -0.32390E-01,    0.70584E+00,   -0.78503E+00
    0.25632E+01,   -0.69318E+00,    0.37061E+00,   -0.12973E+00
    0.25059E+01,   -0.77188E+00,    0.22324E+00,   -0.27507E+00
    0.22242E+01,   -0.12921E+01,   -0.54995E-01,    0.16595E+00
    0.29772E+01,   -0.25764E+00,   -0.75297E+00,   -0.36973E-01
    0.37522E+01,    0.18654E+00,   -0.15426E+00,    0.16307E+01
    0.22027E+01,   -0.13444E+01,   -0.34588E-02,    0.16775E+00
    0.28414E+01,   -0.37647E+00,   -0.34546E+00,    0.51730E+00
    0.26203E+01,   -0.61341E+00,    0.42337E+00,    0.97518E-01
    0.23045E+01,   -0.11015E+01,   -0.21188E+00,    0.11034E-01
    0.26505E+01,   -0.57510E+00,    0.39745E+00,    0.22473E+00
    0.24189E+01,   -0.89170E+00,   -0.53557E-01,   -0.28901E+00
    0.23872E+01,   -0.94210E+00,   -0.13867E+00,   -0.23208E+00
    0.37949E+01,    0.21223E+00,   -0.43300E+00,    0.15830E+01
    0.31123E+01,   -0.13940E+00,   -0.45396E+00,   -0.77988E+00
    0.28707E+01,   -0.33597E+00,   -0.50349E+00,    0.44374E+00
    0.26775E+01,   -0.53305E+00,    0.34101E+00,    0.34879E+00
    0.34486E+01,    0.67615E-01,    0.13041E+01,    0.18197E+00
    0.23216E+01,   -0.10465E+01,   -0.22447E+00,   -0.60566E-01
    0.30054E+01,   -0.21640E+00,   -0.77631E+00,   -0.23249E+00
    0.27072E+01,   -0.49398E+00,    0.24412E+00,    0.45815E+00
    0.41987E+01,    0.32072E+00,    0.00000E+00,    0.00000E+00
    0.38782E+01,    0.24517E+00,   -0.85013E+00,    0.13044E+01
    0.34876E+01,    0.91407E-01,    0.13051E+01,    0.50112E+00
    0.23488E+01,   -0.99017E+00,   -0.20409E+00,   -0.15037E+00
    0.38389E+01,    0.23505E+00,   -0.67835E+00,    0.14572E+01
    0.35356E+01,    0.11672E+00,    0.12021E+01,    0.87435E+00
    0.33364E+01,    0.17958E-01,    0.10010E+01,   -0.61778E+00
    0.35794E+01,    0.14072E+00,    0.10244E+01,    0.11799E+01
    0.22696E+01,   -0.11305E+01,   -0.20015E+00,    0.76076E-01
    0.21397E+01,   -0.14567E+01,    0.00000E+00,    0.00000E+00
    0.28984E+01,   -0.29445E+00,   -0.64353E+00,    0.33119E+00
