  x,    y,    Rsol,    Isol
    0.25000E-01,    0.25000E-01,    0.88776E+67
    0.75000E-01,    0.25000E-01,    0.88776E+67
    0.12500E+00,    0.25000E-01,    0.88776E+67
    0.17500E+00,    0.25000E-01,    0.88776E+67
    0.22500E+00,    0.25000E-01,    0.88776E+67
    0.27500E+00,    0.25000E-01,    0.88776E+67
    0.32500E+00,    0.25000E-01,    0.88776E+67
    0.37500E+00,    0.25000E-01,    0.88776E+67
    0.42500E+00,    0.25000E-01,    0.88776E+67
    0.47500E+00,    0.25000E-01,    0.88776E+67
    0.52500E+00,    0.25000E-01,    0.88776E+67
    0.57500E+00,    0.25000E-01,    0.88776E+67
    0.62500E+00,    0.25000E-01,    0.88776E+67
    0.67500E+00,    0.25000E-01,    0.88776E+67
    0.72500E+00,    0.25000E-01,    0.88776E+67
    0.77500E+00,    0.25000E-01,    0.88776E+67
    0.82500E+00,    0.25000E-01,    0.88776E+67
    0.87500E+00,    0.25000E-01,    0.88776E+67
    0.92500E+00,    0.25000E-01,    0.88776E+67
    0.97500E+00,    0.25000E-01,    0.88776E+67
    0.25000E-01,    0.75000E-01,    0.88776E+67
    0.75000E-01,    0.75000E-01,    0.88776E+67
    0.12500E+00,    0.75000E-01,    0.88776E+67
    0.17500E+00,    0.75000E-01,    0.88776E+67
    0.22500E+00,    0.75000E-01,    0.88776E+67
    0.27500E+00,    0.75000E-01,    0.88776E+67
    0.32500E+00,    0.75000E-01,    0.88776E+67
    0.37500E+00,    0.75000E-01,    0.88776E+67
    0.42500E+00,    0.75000E-01,    0.88776E+67
    0.47500E+00,    0.75000E-01,    0.88776E+67
    0.52500E+00,    0.75000E-01,    0.88776E+67
    0.57500E+00,    0.75000E-01,    0.88776E+67
    0.62500E+00,    0.75000E-01,    0.88776E+67
    0.67500E+00,    0.75000E-01,    0.88776E+67
    0.72500E+00,    0.75000E-01,    0.88776E+67
    0.77500E+00,    0.75000E-01,    0.88776E+67
    0.82500E+00,    0.75000E-01,    0.88776E+67
    0.87500E+00,    0.75000E-01,    0.88776E+67
    0.92500E+00,    0.75000E-01,    0.88776E+67
    0.97500E+00,    0.75000E-01,    0.88776E+67
    0.25000E-01,    0.12500E+00,    0.88776E+67
    0.75000E-01,    0.12500E+00,    0.88776E+67
    0.12500E+00,    0.12500E+00,    0.88776E+67
    0.17500E+00,    0.12500E+00,    0.88776E+67
    0.22500E+00,    0.12500E+00,    0.88776E+67
    0.27500E+00,    0.12500E+00,    0.88776E+67
    0.32500E+00,    0.12500E+00,    0.88776E+67
    0.37500E+00,    0.12500E+00,    0.88776E+67
    0.42500E+00,    0.12500E+00,    0.88776E+67
    0.47500E+00,    0.12500E+00,    0.88776E+67
    0.52500E+00,    0.12500E+00,    0.88776E+67
    0.57500E+00,    0.12500E+00,    0.88776E+67
    0.62500E+00,    0.12500E+00,    0.88776E+67
    0.67500E+00,    0.12500E+00,    0.88776E+67
    0.72500E+00,    0.12500E+00,    0.88776E+67
    0.77500E+00,    0.12500E+00,    0.88776E+67
    0.82500E+00,    0.12500E+00,    0.88776E+67
    0.87500E+00,    0.12500E+00,    0.88776E+67
    0.92500E+00,    0.12500E+00,    0.88776E+67
    0.97500E+00,    0.12500E+00,    0.88776E+67
    0.25000E-01,    0.17500E+00,    0.88776E+67
    0.75000E-01,    0.17500E+00,    0.88776E+67
    0.12500E+00,    0.17500E+00,    0.88776E+67
    0.17500E+00,    0.17500E+00,    0.88776E+67
    0.22500E+00,    0.17500E+00,    0.88776E+67
    0.27500E+00,    0.17500E+00,    0.88776E+67
    0.32500E+00,    0.17500E+00,    0.88776E+67
    0.37500E+00,    0.17500E+00,    0.88776E+67
    0.42500E+00,    0.17500E+00,    0.88776E+67
    0.47500E+00,    0.17500E+00,    0.88776E+67
    0.52500E+00,    0.17500E+00,    0.88776E+67
    0.57500E+00,    0.17500E+00,    0.88776E+67
    0.62500E+00,    0.17500E+00,    0.88776E+67
    0.67500E+00,    0.17500E+00,    0.88776E+67
    0.72500E+00,    0.17500E+00,    0.88776E+67
    0.77500E+00,    0.17500E+00,    0.88776E+67
    0.82500E+00,    0.17500E+00,    0.88776E+67
    0.87500E+00,    0.17500E+00,    0.88776E+67
    0.92500E+00,    0.17500E+00,    0.88776E+67
    0.97500E+00,    0.17500E+00,    0.88776E+67
