         706 	         705 	         803
         619 	         711 	         620
         806 	         805 	         910
         707 	         615 	         706
        1260 	        1138 	        1137
        1139 	        1262 	        1140
         914 	        1025 	         915
        1141 	        1140 	        1263
        1261 	        1139 	        1138
        1025 	        1141 	        1142
         811 	         713 	         712
         535 	         620 	         536
         711 	         810 	         712
         390 	         389 	         462
         916 	        1026 	        1027
         623 	         624 	         539
        1030 	        1029 	        1146
        1267 	        1145 	        1144
         916 	         812 	         811
         537 	         622 	         538
         713 	         812 	         714
         386 	         458 	         459
         622 	         623 	         538
         539 	         460 	         538
         156 	         204 	         157
         320 	         321 	         260
         323 	         324 	         263
         806 	         911 	         807
         808 	         809 	         710
         455 	         534 	         456
         710 	         711 	         619
         387 	         386 	         459
         456 	         534 	         535
         536 	         458 	         457
         260 	         206 	         205
         202 	         155 	         154
         149 	         195 	         196
         316 	         317 	         256
         321 	         320 	         387
         255 	         316 	         256
         384 	         456 	         457
         115 	         155 	         156
         318 	         317 	         384
          80 	         114 	         115
         156 	         157 	         116
         157 	         204 	         205
         203 	         156 	         155
         319 	         320 	         259
         261 	         262 	         207
         200 	         153 	         152
         111 	         110 	         150
          80 	         115 	          81
          27 	          28 	          12
          31 	          30 	          53
          29 	          51 	          30
          33 	          56 	          57
          31 	          15 	          14
         249 	         195 	         248
         378 	         377 	         449
         149 	         109 	         148
          26 	          25 	          46
         151 	         111 	         150
          28 	          50 	          29
         200 	         152 	         199
          52 	          79 	          80
         445 	         523 	         446
         605 	         695 	         696
         147 	         193 	         194
         597 	         598 	         515
         109 	         108 	         148
         198 	         151 	         197
         608 	         607 	         698
        1009 	        1008 	        1124
         610 	         701 	         611
         700 	         797 	         798
         450 	         449 	         527
         524 	         446 	         523
         254 	         253 	         313
         198 	         197 	         251
        1012 	        1127 	        1128
        1245 	        1123 	        1244
        1121 	        1120 	        1242
         899 	        1008 	        1009
         898 	         897 	        1007
        1125 	        1246 	        1247
         904 	        1013 	        1014
        1122 	        1006 	        1121
         694 	         604 	         603
         792 	         895 	         896
        1120 	        1121 	        1005
         896 	         793 	         792
         794 	         795 	         697
         689 	         785 	         786
         603 	         520 	         519
        1112 	        1113 	         998
        1118 	        1240 	        1119
         889 	         998 	         890
         891 	        1001 	         892
         885 	         884 	         993
        1112 	         998 	         997
         518 	         517 	         600
        1117 	        1002 	        1001
         784 	         785 	         688
         520 	         603 	         604
         688 	         599 	         598
         368 	         369 	         304
         441 	         517 	         518
         437 	         438 	         367
         596 	         597 	         514
         192 	         244 	         245
         438 	         439 	         368
         365 	         300 	         364
         513 	         514 	         437
         190 	         243 	         191
         243 	         190 	         242
         434 	         433 	         510
        1107 	        1108 	         993
         996 	        1110 	        1111
         882 	         991 	         883
         994 	         886 	         885
         882 	         780 	         779
         884 	         885 	         782
         687 	         688 	         598
         516 	         517 	         440
         887 	         996 	         888
         989 	        1104 	         990
         595 	         685 	         596
         780 	         684 	         683
         590 	         508 	         507
        1227 	        1107 	        1106
        1224 	        1104 	        1103
        1105 	        1106 	         991
         986 	        1101 	         987
         879 	         988 	         880
         678 	         679 	         590
         877 	         985 	         986
         985 	        1100 	         986
        1097 	        1217 	        1218
         874 	         983 	         875
        1098 	        1218 	        1219
        1216 	        1095 	        1215
         873 	         874 	         771
         592 	         509 	         591
         240 	         299 	         241
         677 	         773 	         774
         432 	         509 	         433
         504 	         503 	         585
         507 	         508 	         431
         356 	         357 	         293
         432 	         508 	         509
         359 	         358 	         428
         586 	         675 	         587
         978 	        1092 	         979
         583 	         582 	         671
         358 	         295 	         294
         229 	         287 	         230
         768 	         870 	         769
        1094 	        1214 	        1095
        1088 	        1208 	        1089
         670 	         766 	         671
         869 	         977 	         870
         868 	         869 	         767
         767 	         671 	         766
         670 	         582 	         581
         501 	         502 	         426
        1083 	        1203 	        1084
        1209 	        1210 	        1090
         762 	         761 	         863
         969 	        1082 	        1083
        1085 	        1084 	        1204
        1083 	        1202 	        1203
         292 	         234 	         291
         291 	         233 	         290
         353 	         354 	         290
         290 	         233 	         232
         182 	         233 	         234
         351 	         288 	         287
         578 	         497 	         496
         421 	         422 	         352
         100 	         137 	         138
         181 	         233 	         182
          44 	          24 	          43
          20 	          19 	          38
          67 	          98 	          99
         178 	         230 	         179
         231 	         179 	         230
         136 	         137 	          99
         141 	         103 	         102
         297 	         362 	         298
         357 	         358 	         294
         141 	         185 	         186
          69 	         101 	          70
         185 	         236 	         237
          69 	         100 	         101
         137 	         180 	         181
          47 	          48 	          27
         240 	         188 	         187
         105 	         143 	         144
         242 	         300 	         301
          71 	         103 	         104
         144 	         145 	         106
         102 	         139 	         140
         142 	         188 	         143
         105 	          72 	         104
          47 	          74 	          48
          71 	          44 	          70
          26 	          47 	          27
          43 	          23 	          42
          44 	          45 	          24
          17 	           2 	          16
          14 	          29 	          30
          63 	          94 	          64
           8 	           3 	           2
          95 	          96 	          65
          41 	          42 	          22
         127 	         128 	          91
          58 	          35 	          34
         219 	         276 	         220
          95 	         131 	         132
         272 	         334 	         273
         169 	         127 	         126
         276 	         339 	         277
         340 	         278 	         277
         276 	         338 	         339
         488 	         568 	         569
         280 	         343 	         281
         571 	         658 	         659
         222 	         279 	         223
         278 	         340 	         341
         342 	         343 	         280
         652 	         566 	         565
         408 	         483 	         409
         656 	         750 	         751
         135 	         134 	         178
         349 	         418 	         419
         224 	         225 	         174
          65 	          97 	          66
         224 	         174 	         173
         175 	         132 	         131
         229 	         286 	         287
         175 	         174 	         225
         419 	         350 	         349
         351 	         352 	         288
         287 	         286 	         350
         281 	         225 	         224
         492 	         574 	         493
         495 	         577 	         496
         970 	         863 	         862
         761 	         665 	         760
         578 	         577 	         665
         496 	         421 	         420
         968 	         861 	         860
        1206 	        1207 	        1087
        1082 	        1201 	        1202
         574 	         661 	         662
         663 	         758 	         759
        1081 	        1080 	        1200
        1077 	         964 	         963
         859 	         858 	         966
         757 	         662 	         661
         854 	         754 	         753
         755 	         660 	         754
         346 	         347 	         284
         284 	         348 	         285
         413 	         488 	         414
         572 	         660 	         573
         415 	         414 	         489
         569 	         656 	         657
         490 	         415 	         489
         341 	         342 	         279
         413 	         412 	         487
         653 	         654 	         567
         853 	         753 	         752
         657 	         658 	         570
         852 	         851 	         958
         654 	         568 	         567
         962 	         856 	         855
         752 	         751 	         852
        1080 	         966 	        1079
        1075 	         962 	        1074
         959 	         853 	         852
         751 	         851 	         852
        1074 	        1073 	        1192
         961 	         854 	         960
        1074 	        1192 	        1193
         959 	         958 	        1071
        1070 	        1069 	        1188
         958 	         957 	        1070
         851 	         750 	         850
        1066 	         954 	         953
         956 	         957 	         850
         655 	         654 	         749
         952 	         845 	         951
        1064 	        1065 	         952
         954 	         847 	         953
         847 	         846 	         953
         741 	         842 	         742
        1183 	        1065 	        1064
        1066 	        1067 	         954
         846 	         845 	         952
         842 	         741 	         841
        1061 	         949 	         948
         741 	         740 	         841
        1060 	        1059 	        1178
         840 	         740 	         739
        1063 	        1062 	        1181
         564 	         484 	         483
         409 	         341 	         340
         339 	         407 	         408
         563 	         650 	         564
         410 	         409 	         484
         648 	         647 	         742
         953 	         846 	         952
         847 	         747 	         746
         405 	         404 	         479
         406 	         407 	         338
         275 	         337 	         338
         646 	         741 	         647
         561 	         647 	         648
         741 	         742 	         647
         643 	         736 	         737
         479 	         560 	         480
         944 	        1173 	        1056
         559 	         560 	         479
         944 	        1056 	        1057
         836 	         736 	         835
         738 	         838 	         839
         739 	         645 	         644
        1057 	        1056 	        1175
         939 	        1051 	         940
         834 	         835 	         735
         555 	         556 	         476
         834 	         735 	         734
         835 	         736 	         735
         941 	         835 	         940
         836 	         837 	         737
         730 	         731 	         637
         828 	         728 	         827
         834 	         940 	         835
         941 	         942 	         836
        1050 	        1049 	        1167
        1053 	         942 	         941
        1291 	        1167 	        1290
        1272 	        1150 	        1149
         637 	         551 	         636
         333 	         401 	         334
         827 	         728 	         727
         729 	         636 	         635
         729 	         829 	         730
         401 	         402 	         334
        1047 	        1048 	         936
         733 	         640 	         639
         475 	         402 	         401
         335 	         273 	         334
         640 	         641 	         555
         559 	         478 	         558
         639 	         640 	         554
         734 	         735 	         641
         734 	         641 	         640
         735 	         736 	         642
         124 	          88 	         123
         329 	         267 	         328
         216 	         271 	         272
         335 	         274 	         218
         399 	         400 	         332
         475 	         554 	         555
         122 	         123 	          87
         166 	         165 	         215
         213 	         163 	         212
         126 	         217 	         168
         166 	         215 	         216
         332 	         400 	         333
         211 	         267 	         212
         270 	         271 	         215
         206 	         207 	         158
         213 	         269 	         214
          84 	         119 	          85
         161 	         209 	         210
         159 	         207 	         208
         327 	         326 	         394
         209 	         263 	         264
         328 	         266 	         327
         324 	         325 	         264
         325 	         392 	         326
         164 	         163 	         213
         162 	         210 	         211
         330 	         398 	         331
         471 	         551 	         472
         635 	         549 	         634
         550 	         471 	         470
         326 	         393 	         394
         393 	         465 	         466
         393 	         467 	         394
         464 	         391 	         463
         631 	         630 	         723
         717 	         625 	         624
         462 	         541 	         463
         390 	         323 	         389
         324 	         390 	         391
         461 	         460 	         539
         325 	         324 	         391
         208 	         209 	         160
         542 	         463 	         541
         391 	         390 	         463
        1031 	        1030 	        1147
         919 	        1029 	        1030
        1271 	        1148 	        1270
        1264 	        1142 	        1141
        1033 	         922 	        1032
         920 	        1030 	        1031
        1148 	        1147 	        1270
        1145 	        1029 	        1028
         816 	         718 	         717
         717 	         624 	         716
        1032 	        1148 	        1149
        1151 	        1034 	        1150
         817 	         718 	         816
         628 	         544 	         543
         628 	         629 	         544
        1038 	         927 	         926
        1035 	        1034 	        1151
         825 	         930 	         931
        1153 	        1036 	        1152
         926 	         927 	         821
        1044 	         933 	         932
        1273 	        1150 	        1272
         823 	         822 	         928
         723 	         630 	         722
        1153 	        1154 	        1037
        1159 	        1041 	        1158
        1154 	        1278 	        1155
        1280 	        1156 	        1279
         468 	         547 	         548
         635 	         636 	         550
         930 	         929 	        1041
         727 	         728 	         634
         725 	         825 	         726
         932 	         827 	         826
        1045 	         933 	        1044
         828 	         729 	         728
        1165 	        1047 	        1164
        1039 	        1040 	         928
         931 	        1042 	        1043
         928 	        1040 	         929
        1155 	        1038 	        1037
        1160 	        1159 	        1283
        1164 	        1163 	        1287
        1251 	        1252 	        1130
        1014 	        1015 	         905
        1014 	        1129 	        1130
        1250 	        1251 	        1129
        1131 	        1015 	        1130
        1251 	        1130 	        1129
        1252 	        1253 	        1131
        1252 	        1131 	        1130
        1253 	        1254 	        1132
        1133 	        1017 	        1132
         798 	         901 	         902
        1126 	        1247 	        1248
         904 	         903 	        1013
        1012 	        1128 	        1013
         800 	         903 	         904
        1012 	        1013 	         903
        1129 	        1014 	        1013
        1130 	        1015 	        1014
         902 	        1012 	         903
        1128 	        1129 	        1013
        1249 	        1127 	        1248
        1249 	        1250 	        1128
        1249 	        1128 	        1127
        1250 	        1129 	        1128
        1125 	        1126 	        1010
        1248 	        1127 	        1126
        1011 	        1126 	        1127
        1010 	        1009 	        1125
        1246 	        1124 	        1245
        1123 	        1124 	        1008
        1123 	        1245 	        1124
        1246 	        1125 	        1124
        1247 	        1126 	        1125
        1125 	        1009 	        1124
         900 	         797 	         796
         796 	         899 	         900
         898 	        1008 	         899
        1009 	         900 	         899
        1010 	        1011 	         901
         699 	         698 	         796
         795 	         898 	         899
         700 	         798 	         701
         797 	         900 	         901
        1126 	        1011 	        1010
        1127 	        1012 	        1011
        1012 	         902 	        1011
         798 	         797 	         901
         799 	         902 	         903
         901 	        1011 	         902
         798 	         799 	         701
         798 	         902 	         799
         802 	         803 	         705
         612 	         704 	         613
         801 	         800 	         904
         702 	         701 	         799
         905 	         801 	         904
         613 	         614 	         530
         376 	         447 	         448
         608 	         698 	         699
         801 	         703 	         800
         611 	         701 	         702
         527 	         610 	         611
         609 	         700 	         610
         802 	         704 	         801
         612 	         528 	         611
         528 	         527 	         611
         448 	         447 	         525
         702 	         612 	         611
         315 	         380 	         381
         529 	         451 	         528
         312 	         313 	         253
         528 	         451 	         450
         529 	         452 	         451
         704 	         612 	         703
         529 	         528 	         612
         801 	         704 	         703
         705 	         614 	         613
         612 	         613 	         529
         704 	         705 	         613
         802 	         705 	         704
         803 	         804 	         706
         707 	         706 	         804
         803 	         907 	         804
        1020 	         909 	        1019
         910 	         805 	         909
         805 	         707 	         804
         615 	         614 	         706
        1014 	         905 	         904
        1015 	        1016 	         906
        1131 	        1016 	        1015
        1133 	        1254 	        1255
         803 	         906 	         907
         905 	        1015 	         906
         905 	         802 	         801
         906 	         803 	         802
        1131 	        1132 	        1016
        1131 	        1253 	        1132
        1134 	        1018 	        1133
        1254 	        1133 	        1132
        1255 	        1256 	        1134
        1255 	        1134 	        1133
        1256 	        1257 	        1135
        1135 	        1257 	        1258
        1136 	        1135 	        1258
        1019 	        1134 	        1135
        1136 	        1258 	        1259
        1137 	        1136 	        1259
        1019 	        1135 	        1136
        1260 	        1137 	        1259
        1138 	        1022 	        1021
        1138 	        1260 	        1261
        1020 	        1021 	         910
        1138 	        1139 	        1022
         909 	        1020 	         910
        1136 	        1137 	        1020
         911 	        1021 	        1022
        1020 	        1137 	        1021
        1023 	         912 	        1022
         806 	         708 	         707
         912 	         807 	         911
         709 	         708 	         807
        1022 	         912 	         911
         711 	         712 	         620
         709 	         808 	         710
         912 	        1023 	         913
         912 	         913 	         808
        1023 	        1140 	        1024
         913 	         809 	         808
         914 	        1024 	        1025
        1022 	        1139 	        1023
        1261 	        1262 	        1139
        1139 	        1140 	        1023
        1262 	        1263 	        1140
        1265 	        1142 	        1264
        1023 	        1024 	         913
        1140 	        1141 	        1024
        1264 	        1141 	        1263
        1142 	        1026 	        1025
        1143 	        1142 	        1265
        1144 	        1143 	        1266
        1143 	        1026 	        1142
         813 	         917 	         918
        1266 	        1143 	        1265
        1144 	        1027 	        1143
        1144 	        1266 	        1267
        1143 	        1027 	        1026
        1028 	        1029 	         918
         810 	         914 	         915
         809 	         913 	         914
         916 	         811 	         915
         920 	         919 	        1030
        1026 	         916 	         915
         918 	        1029 	         919
         811 	         812 	         713
         916 	        1027 	         917
         811 	         810 	         915
         913 	        1024 	         914
         809 	         711 	         710
         809 	         810 	         711
         915 	        1025 	        1026
        1024 	        1141 	        1025
         712 	         810 	         811
         809 	         914 	         810
         532 	         617 	         533
         534 	         619 	         535
         454 	         532 	         533
         618 	         710 	         619
         456 	         535 	         457
         619 	         620 	         535
         458 	         536 	         537
         457 	         535 	         536
         712 	         621 	         620
         713 	         622 	         621
         459 	         458 	         537
         386 	         385 	         458
         621 	         537 	         536
         621 	         622 	         537
         383 	         384 	         317
         457 	         458 	         385
         204 	         258 	         259
         257 	         317 	         318
         258 	         319 	         259
         385 	         386 	         319
         205 	         204 	         259
         202 	         201 	         256
         381 	         382 	         315
         383 	         317 	         316
         319 	         318 	         385
         383 	         456 	         384
         204 	         203 	         258
         256 	         317 	         257
         385 	         318 	         384
         319 	         258 	         318
         251 	         250 	         310
         380 	         452 	         381
         616 	         532 	         531
         454 	         381 	         453
         382 	         381 	         454
         315 	         314 	         380
         455 	         382 	         454
         383 	         316 	         382
         709 	         617 	         708
         533 	         455 	         454
         808 	         709 	         807
         710 	         618 	         709
         618 	         533 	         617
         534 	         455 	         533
         534 	         618 	         619
         617 	         709 	         618
         806 	         707 	         805
         708 	         617 	         616
         911 	         806 	         910
         807 	         708 	         806
         616 	         531 	         615
         532 	         454 	         453
         708 	         616 	         707
         617 	         532 	         616
         613 	         530 	         529
         614 	         531 	         530
         451 	         379 	         450
         451 	         452 	         380
         379 	         380 	         314
         379 	         451 	         380
         532 	         453 	         531
         381 	         452 	         453
         311 	         376 	         377
         313 	         378 	         379
         448 	         377 	         376
         449 	         450 	         378
         379 	         378 	         450
         313 	         314 	         254
         445 	         446 	         374
         446 	         447 	         375
         375 	         309 	         374
         375 	         376 	         310
         251 	         310 	         311
         309 	         375 	         310
         376 	         311 	         310
         377 	         378 	         312
         150 	         149 	         196
         309 	         310 	         250
         312 	         252 	         311
         197 	         250 	         251
         252 	         198 	         251
         151 	         150 	         197
         152 	         151 	         198
         152 	         113 	         112
         252 	         312 	         253
         311 	         377 	         312
         199 	         252 	         253
         251 	         311 	         252
         378 	         313 	         312
         379 	         314 	         313
         198 	         199 	         152
         198 	         252 	         199
         315 	         255 	         314
         254 	         201 	         200
         253 	         200 	         199
         254 	         255 	         201
         201 	         255 	         256
         254 	         314 	         255
         257 	         202 	         256
         153 	         200 	         201
         203 	         202 	         257
         154 	         153 	         201
         203 	         155 	         202
         156 	         116 	         115
         258 	         203 	         257
         204 	         156 	         203
          81 	         115 	         116
          80 	         113 	         114
          82 	          81 	         116
          52 	          30 	          51
          33 	          16 	          32
          52 	          51 	          79
         117 	          82 	         116
          83 	          54 	          82
         153 	         113 	         152
         153 	         154 	         114
         202 	         154 	         201
         155 	         115 	         114
         153 	         114 	         113
         154 	         155 	         114
          53 	          52 	          81
          79 	         113 	          80
         152 	         112 	         151
         113 	          79 	         112
         111 	          77 	         110
          28 	          29 	          13
         111 	          78 	          77
         112 	          79 	          78
          78 	          50 	          77
          78 	          79 	          51
          50 	          51 	          29
          50 	          78 	          51
          81 	          52 	          80
          53 	          30 	          52
          54 	          55 	          32
          15 	           5 	          14
          48 	          76 	          49
          49 	          50 	          28
           4 	          13 	           5
          12 	          28 	          13
          10 	          25 	          11
          12 	          13 	           4
          31 	          14 	          30
           5 	          13 	          14
         110 	          76 	         109
          77 	          50 	          49
          46 	          73 	          47
         108 	         147 	         148
          27 	          49 	          28
          76 	          77 	          49
          10 	           9 	          23
          48 	          49 	          27
          76 	          75 	         109
         306 	         307 	         247
         110 	         109 	         149
         304 	         245 	         303
          74 	         107 	          75
         107 	         145 	         146
         109 	          75 	         108
          76 	          48 	          75
         192 	         245 	         193
         195 	         249 	         196
         197 	         196 	         250
         197 	         150 	         196
         110 	         149 	         150
         148 	         195 	         149
         112 	         111 	         151
         112 	          78 	         111
         246 	         306 	         247
         249 	         309 	         250
         372 	         373 	         307
         374 	         309 	         308
         308 	         248 	         307
         249 	         250 	         196
         308 	         249 	         248
         308 	         309 	         249
         245 	         246 	         193
         147 	         194 	         148
         248 	         247 	         307
         248 	         195 	         194
         146 	         192 	         147
         246 	         247 	         193
         148 	         194 	         195
         193 	         247 	         194
         443 	         372 	         371
         373 	         308 	         307
         369 	         440 	         370
         371 	         372 	         306
         370 	         371 	         305
         372 	         307 	         306
         601 	         692 	         602
         790 	         893 	         894
         441 	         518 	         519
         602 	         603 	         519
         519 	         520 	         442
         521 	         522 	         444
         305 	         371 	         306
         442 	         443 	         371
         894 	         791 	         790
         693 	         694 	         603
         696 	         695 	         793
         604 	         694 	         695
         521 	         520 	         604
         443 	         442 	         520
         520 	         521 	         443
         604 	         695 	         605
         444 	         522 	         445
         521 	         604 	         605
         373 	         444 	         445
         443 	         521 	         444
         373 	         445 	         374
         525 	         524 	         608
         308 	         373 	         374
         372 	         444 	         373
         522 	         523 	         445
         522 	         605 	         606
         374 	         446 	         375
         523 	         607 	         524
         526 	         448 	         525
         376 	         375 	         447
         608 	         524 	         607
         447 	         446 	         524
         610 	         526 	         609
         447 	         524 	         525
         527 	         526 	         610
         527 	         449 	         526
         449 	         448 	         526
         449 	         377 	         448
         698 	         795 	         796
         794 	         696 	         793
         797 	         699 	         796
         607 	         606 	         697
         700 	         699 	         797
         700 	         609 	         699
         609 	         608 	         699
         609 	         525 	         608
         794 	         697 	         696
         606 	         523 	         522
         698 	         697 	         795
         698 	         607 	         697
         606 	         605 	         696
         522 	         521 	         605
         697 	         606 	         696
         607 	         523 	         606
         893 	        1002 	        1003
        1003 	        1002 	        1118
        1121 	        1006 	        1005
         897 	         793 	         896
         695 	         792 	         793
         695 	         694 	         792
         897 	        1006 	        1007
         896 	        1005 	        1006
        1008 	        1007 	        1123
        1008 	         898 	        1007
         795 	         794 	         898
         896 	        1006 	         897
         897 	         794 	         793
         897 	         898 	         794
        1243 	        1121 	        1242
        1244 	        1123 	        1122
        1004 	        1119 	        1120
        1241 	        1242 	        1120
        1007 	        1122 	        1123
        1121 	        1243 	        1122
        1004 	        1120 	        1005
        1241 	        1120 	        1119
        1117 	        1238 	        1239
        1240 	        1241 	        1119
         895 	        1004 	        1005
         999 	        1114 	        1000
        1003 	        1119 	        1004
         791 	         792 	         694
        1000 	        1116 	        1001
        1239 	        1118 	        1117
        1239 	        1240 	        1118
        1118 	        1002 	        1117
         791 	         895 	         792
        1119 	        1003 	        1118
        1004 	         895 	         894
         693 	         603 	         602
         892 	        1001 	        1002
        1003 	         894 	         893
        1003 	        1004 	         894
         693 	         602 	         692
         894 	         895 	         791
         692 	         789 	         790
         788 	         891 	         892
         694 	         693 	         791
         789 	         893 	         790
         601 	         691 	         692
         691 	         789 	         692
         790 	         693 	         692
         790 	         791 	         693
        1238 	        1117 	        1116
        1238 	        1116 	        1237
         786 	         787 	         690
        1117 	        1001 	        1116
        1002 	         893 	         892
         789 	         892 	         893
         789 	         788 	         892
        1237 	        1116 	        1115
        1114 	        1115 	        1000
        1236 	        1237 	        1115
        1113 	        1114 	         999
        1115 	        1116 	        1000
        1236 	        1115 	        1235
        1235 	        1114 	        1234
        1234 	        1114 	        1113
        1235 	        1115 	        1114
         891 	         890 	         999
         998 	        1113 	         999
         999 	         890 	         998
         999 	        1000 	         891
         787 	         786 	         889
         786 	         888 	         889
         995 	         996 	         887
         997 	         889 	         888
         888 	         786 	         785
         889 	         890 	         787
        1001 	         891 	        1000
         788 	         890 	         891
         788 	         787 	         890
         788 	         789 	         691
         600 	         690 	         601
         787 	         788 	         691
         691 	         690 	         787
         691 	         601 	         690
         519 	         518 	         602
         518 	         600 	         601
         602 	         518 	         601
         519 	         442 	         441
         371 	         370 	         442
         367 	         303 	         302
         442 	         370 	         441
         304 	         303 	         368
         441 	         370 	         440
         370 	         305 	         369
         305 	         304 	         369
         305 	         246 	         304
         303 	         245 	         244
         304 	         246 	         245
         516 	         440 	         439
         517 	         441 	         440
         516 	         439 	         515
         440 	         369 	         439
         367 	         368 	         303
         439 	         369 	         368
         367 	         302 	         366
         303 	         244 	         302
         690 	         689 	         786
         690 	         600 	         689
         689 	         688 	         785
         689 	         599 	         688
         599 	         600 	         517
         599 	         689 	         600
         599 	         516 	         598
         599 	         517 	         516
         597 	         687 	         598
         784 	         887 	         785
         438 	         515 	         439
         598 	         516 	         515
         596 	         686 	         597
         597 	         515 	         514
         436 	         437 	         366
         514 	         515 	         438
         513 	         437 	         436
         514 	         438 	         437
         437 	         367 	         366
         438 	         368 	         367
         243 	         242 	         301
         300 	         365 	         301
         594 	         684 	         595
         513 	         436 	         512
         434 	         511 	         435
         512 	         436 	         435
         436 	         365 	         435
         366 	         301 	         365
         363 	         434 	         364
         435 	         365 	         364
         782 	         686 	         685
         782 	         783 	         686
         513 	         596 	         514
         686 	         687 	         597
         512 	         595 	         513
         685 	         686 	         596
         594 	         683 	         684
         684 	         685 	         595
        1109 	        1230 	        1110
         996 	         997 	         888
         783 	         782 	         885
         884 	         781 	         883
         886 	         783 	         885
         685 	         684 	         781
        1110 	         996 	         995
        1111 	        1112 	         997
         785 	         887 	         888
         886 	         995 	         887
         686 	         783 	         687
         886 	         887 	         784
         784 	         783 	         886
         784 	         687 	         783
        1234 	        1113 	        1233
        1111 	         997 	         996
        1233 	        1112 	        1232
        1233 	        1113 	        1112
         995 	        1109 	        1110
        1232 	        1112 	        1111
        1232 	        1111 	        1231
        1109 	         995 	         994
        1231 	        1110 	        1230
        1231 	        1111 	        1110
        1108 	        1109 	         994
        1108 	        1229 	        1109
        1230 	        1109 	        1229
         993 	        1108 	         994
        1228 	        1229 	        1108
         885 	         993 	         994
         992 	        1107 	         993
         781 	         884 	         782
         992 	         993 	         884
         685 	         781 	         782
         780 	         883 	         781
         512 	         594 	         595
         780 	         781 	         684
