  ON_BOUNDARIES, UNKNOWN
 943  2  6487 6566  1  
 944  2  19492 19455  1  
 945  2  22105 22117  1  
 946  2  990 950  1  
 947  2  16722 16783  1  
 948  2  10152 10067  1  
 949  2  22583 22575  1  
 950  2  3111 3178  1  
 951  2  11819 11910  1  
 952  2  15305 15230  1  
 953  2  22710 22712  1  
 954  2  217 234  1  
 955  2  20365 20400  1  
 956  2  4931 4863  1  
 957  2  21705 21686  1  
 958  2  9125 9209  1  
 959  2  17512 17446  1  
 960  2  22495 22501  1  
 961  2  116 101  1  
 962  2  18767 18828  1  
 963  2  7453 7363  1  
 964  2  22285 22272  1  
 965  2  5388 5464  1  
 966  2  14404 14481  1  
 967  2  12809 12721  1  
 968  2  22733 22731  1  
 969  2  1263 1325  1  
 970  2  21421 21445  1  
 971  2  2742 2672  1  
 972  2  20806 20771  1  
 973  2  7788 7862  1  
 974  2  18522 18455  1  
 975  2  22330 22343  1  
 976  2  450 417  1  
 977  2  17772 17833  1  
 978  2  8788 8701  1  
 979  2  22462 22453  1  
 980  2  4201 4266  1  
 981  2  13128 13217  1  
 982  2  14094 14017  1  
 983  2  22742 22744  1  
 984  2  631 670  1  
 985  2  20940 20969  1  
 986  2  3778 3704  1  
 987  2  21307 21276  1  
 988  2  10474 10563  1  
 989  2  16447 16374  1  
 990  2  22613 22623  1  
 991  2  13 19  1  
 992  2  19679 19723  1  
 993  2  6169 6089  1  
 994  2  22024 22010  1  
 995  2  15596 15671  1  
 996  2  11486 11417  1  
 997  2  22682 22675  1  
 998  2  2132 2193  1  
 999  2  21801 21813  1  
 1000  2  1801 1748  1  
 1001  2  20201 20151  1  
 1002  2  7125 7204  1  
 1003  2  19028 18959  1  
 1004  2  22226 22235  1  
 1005  2  698 669  1  
 1006  2  17251 17312  1  
 1007  2  9470 9378  1  
 1008  2  22534 22524  1  
 1009  2  3644 3705  1  
 1010  2  12481 12561  1  
 1011  2  14712 14636  1  
 1012  2  22726 22728  1  
 1013  2  391 418  1  
 1014  2  20673 20701  1  
 1015  2  4345 4265  1  
 1016  2  21524 21496  1  
 1017  2  9814 9895  1  
 1018  2  16981 16917  1  
 1019  2  22558 22565  1  
 1020  2  27 20  1  
 1021  2  19300 19359  1  
 1022  2  6803 6722  1  
 1023  2  22166 22147  1  
 1024  2  6009 6090  1  
 1025  2  15007 15088  1  
 1026  2  12153 12068  1  
 1027  2  22717 22715  1  
 1028  2  1695 1749  1  
 1029  2  21620 21654  1  
 1030  2  2248 2192  1  
 1031  2  20521 20476  1  
 1032  2  8451 8531  1  
 1033  2  18025 17964  1  
 1034  2  22420 22431  1  
 1035  2  258 235  1  
 1036  2  18272 18329  1  
 1037  2  8117 8030  1  
 1038  2  22381 22370  1  
 1039  2  4785 4864  1  
 1040  2  13773 13858  1  
 1041  2  13454 13379  1  
 1042  2  22749 22747  1  
 1043  2  917 951  1  
 1044  2  21192 21218  1  
