  ON_BOUNDARIES, UNKNOWN
 1  2  1 5  1	
 2  2  4 1  1	
 3  2  5 10  1	
 4  2  9 4  1	
 5  2  10 19  1	
 6  2  18 9  1	
 7  2  19 31  1	
 8  2  30 18  1	
 9  2  31 49  1	
 10  2  47 30  1	
 11  2  49 67  1	
 12  2  66 47  1	
 13  2  67 90  1	
 14  2  89 66  1	
 15  2  90 111  1	
 16  2  110 89  1	
 17  2  111 134  1	
 18  2  132 110  1	
 19  2  134 164  1	
 20  2  163 132  1	
 21  2  164 211  1	
 22  2  174 177  2	
 23  2  175 174  2	
 24  2  177 184  2	
 25  2  181 175  2	
 26  2  184 190  2	
 27  2  187 181  2	
 28  2  190 195  2	
 29  2  194 187  2	
 30  2  195 206  2	
 31  2  204 194  2	
 32  2  206 218  2	
 33  2  210 163  1	
 34  2  211 274  1	
 35  2  216 204  2	
 36  2  218 236  2	
 37  2  233 216  2	
 38  2  236 255  2	
 39  2  253 233  2	
 40  2  255 278  2	
 41  2  273 210  1	
 42  2  274 345  1	
 43  2  277 253  2	
 44  2  278 306  2	
 45  2  300 277  2	
 46  2  306 334  2	
 47  2  331 300  2	
 48  2  334 364  2	
 49  2  344 273  1	
 50  2  345 427  1	
 51  2  361 331  2	
 52  2  364 401  2	
 53  2  396 361  2	
 54  2  401 438  2	
 55  2  426 344  1	
 56  2  427 510  1	
 57  2  434 396  2	
 58  2  438 479  2	
 59  2  475 434  2	
 60  2  479 523  2	
 61  2  507 426  1	
 62  2  510 599  1	
 63  2  517 475  2	
 64  2  523 574  2	
 65  2  567 517  2	
 66  2  574 616  2	
 67  2  597 507  1	
 68  2  599 697  1	
 69  2  611 567  2	
 70  2  616 669  2	
 71  2  662 611  2	
 72  2  669 725  2	
 73  2  696 597  1	
 74  2  697 803  1	
 75  2  717 662  2	
 76  2  725 780  2	
 77  2  777 717  2	
 78  2  780 843  2	
 79  2  800 696  1	
 80  2  803 908  1	
 81  2  837 777  2	
 82  2  843 901  2	
 83  2  898 837  2	
 84  2  901 968  2	
 85  2  906 800  1	
 86  2  908 1017  1	
 87  2  965 898  2	
 88  2  968 1033  2	
 89  2  1015 906  1	
 90  2  1017 1130  1	
 91  2  1027 965  2	
 92  2  1033 1105  2	
 93  2  1099 1027  2	
 94  2  1105 1176  2	
 95  2  1129 1015  1	
 96  2  1130 1250  1	
 97  2  1170 1099  2	
 98  2  1176 1244  2	
 99  2  1242 1170  2	
 100  2  1244 1315  2	
 101  2  1246 1129  1	
 102  2  1250 1367  1	
 103  2  1313 1242  2	
 104  2  1315 1398  2	
 105  2  1365 1246  1	
 106  2  1367 1489  1	
 107  2  1388 1313  2	
 108  2  1398 1468  2	
 109  2  1464 1388  2	
 110  2  1468 1547  2	
 111  2  1485 1365  1	
 112  2  1489 1618  1	
 113  2  1541 1464  2	
 114  2  1547 1627  2	
 115  2  1614 1485  1	
 116  2  1618 1737  1	
 117  2  1624 1541  2	
 118  2  1627 1699  2	
 119  2  1696 1624  2	
 120  2  1699 1789  2	
 121  2  1735 1614  1	
 122  2  1737 1869  1	
 123  2  1784 1696  2	
 124  2  1789 1872  2	
 125  2  1864 1784  2	
 126  2  1867 1735  1	
 127  2  1869 1992  1	
 128  2  1872 1948  2	
 129  2  1940 1864  2	
 130  2  1948 2030  2	
 131  2  1988 1867  1	
 132  2  1992 2114  1	
 133  2  2022 1940  2	
 134  2  2030 2110  2	
 135  2  2100 2022  2	
 136  2  2110 2187  2	
 137  2  2113 1988  1	
 138  2  2114 2241  1	
 139  2  2181 2100  2	
 140  2  2187 2272  2	
 141  2  2236 2113  1	
 142  2  2241 2363  1	
 143  2  2261 2181  2	
 144  2  2272 2347  2	
 145  2  2337 2261  2	
 146  2  2347 2425  2	
 147  2  2361 2236  1	
 148  2  2363 2478  1	
 149  2  2420 2337  2	
 150  2  2425 2503  2	
 151  2  2474 2361  1	
 152  2  2478 2605  1	
 153  2  2495 2420  2	
 154  2  2503 2587  2	
 155  2  2579 2495  2	
 156  2  2587 2659  2	
 157  2  2601 2474  1	
 158  2  2605 2720  1	
 159  2  2649 2579  2	
 160  2  2659 2742  2	
 161  2  2716 2601  1	
 162  2  2720 2840  1	
 163  2  2734 2649  2	
 164  2  2742 2811  2	
 165  2  2804 2734  2	
 166  2  2811 2888  2	
 167  2  2836 2716  1	
 168  2  2840 2952  1	
 169  2  2881 2804  2	
 170  2  2888 2958  2	
 171  2  2950 2836  1	
 172  2  2951 2881  2	
 173  2  2952 3068  1	
 174  2  2958 3031  2	
 175  2  3023 2951  2	
 176  2  3031 3105  2	
 177  2  3063 2950  1	
 178  2  3068 3181  1	
 179  2  3097 3023  2	
 180  2  3105 3170  2	
 181  2  3166 3097  2	
 182  2  3170 3239  2	
 183  2  3174 3063  1	
 184  2  3181 3286  1	
 185  2  3233 3166  2	
 186  2  3239 3306  2	
 187  2  3282 3174  1	
 188  2  3286 3392  1	
 189  2  3297 3233  2	
 190  2  3306 3375  2	
 191  2  3371 3297  2	
 192  2  3375 3430  2	
 193  2  3391 3282  1	
 194  2  3392 3498  1	
 195  2  3426 3371  2	
 196  2  3430 3494  2	
 197  2  3487 3426  2	
 198  2  3491 3391  1	
 199  2  3494 3554  2	
 200  2  3498 3590  1	
 201  2  3548 3487  2	
 202  2  3554 3605  2	
 203  2  3587 3491  1	
 204  2  3590 3683  1	
 205  2  3599 3548  2	
 206  2  3605 3662  2	
 207  2  3657 3599  2	
 208  2  3662 3712  2	
 209  2  3682 3587  1	
 210  2  3683 3771  1	
 211  2  3710 3657  2	
 212  2  3712 3763  2	
 213  2  3758 3710  2	
 214  2  3763 3811  2	
 215  2  3768 3682  1	
 216  2  3771 3860  1	
 217  2  3806 3758  2	
 218  2  3811 3858  2	
 219  2  3853 3806  2	
 220  2  3857 3768  1	
 221  2  3858 3898  2	
 222  2  3860 3945  1	
 223  2  3894 3853  2	
 224  2  3898 3946  2	
 225  2  3937 3857  1	
 226  2  3939 3894  2	
 227  2  3945 4020  1	
 228  2  3946 3984  2	
 229  2  3980 3939  2	
 230  2  3984 4023  2	
 231  2  4016 3937  1	
 232  2  4017 3980  2	
 233  2  4020 4097  1	
 234  2  4023 4056  2	
 235  2  4051 4017  2	
 236  2  4056 4096  2	
 237  2  4092 4051  2	
 238  2  4093 4016  1	
 239  2  4096 4127  2	
 240  2  4097 4167  1	
 241  2  4124 4092  2	
 242  2  4127 4159  2	
 243  2  4157 4124  2	
 244  2  4159 4187  2	
 245  2  4163 4093  1	
 246  2  4167 4235  1	
 247  2  4184 4157  2	
 248  2  4187 4219  2	
 249  2  4215 4184  2	
 250  2  4219 4247  2	
 251  2  4231 4163  1	
 252  2  4235 4299  1	
 253  2  4245 4215  2	
 254  2  4247 4265  2	
 255  2  4262 4245  2	
 256  2  4265 4290  2	
 257  2  4286 4262  2	
 258  2  4290 4309  2	
 259  2  4296 4231  1	
 260  2  4299 4355  1	
 261  2  4307 4286  2	
 262  2  4309 4324  2	
 263  2  4322 4307  2	
 264  2  4324 4343  2	
 265  2  4341 4322  2	
 266  2  4343 4363  2	
 267  2  4353 4296  1	
 268  2  4355 4409  1	
 269  2  4360 4341  2	
 270  2  4363 4375  2	
 271  2  4374 4360  2	
 272  2  4375 4387  2	
 273  2  4385 4374  2	
 274  2  4387 4398  2	
 275  2  4395 4385  2	
 276  2  4398 4411  2	
 277  2  4405 4353  1	
 278  2  4409 4453  1	
 279  2  4410 4395  2	
 280  2  4411 4418  2	
 281  2  4416 4410  2	
 282  2  4418 4423  2	
 283  2  4422 4416  2	
 284  2  4423 4428  2	
 285  2  4427 4422  2	
 286  2  4428 4431  2	
 287  2  4430 4427  2	
 288  2  4431 4435  2	
 289  2  4434 4430  2	
 290  2  4435 4439  2	
 291  2  4438 4434  2	
 292  2  4439 4443  2	
 293  2  4442 4438  2	
 294  2  4443 4444  2	
 295  2  4444 4442  2	
 296  2  4451 4405  1	
 297  2  4453 4490  1	
 298  2  4486 4451  1	
 299  2  4490 4513  1	
 300  2  4511 4486  1	
 301  2  4513 4536  1	
 302  2  4535 4511  1	
 303  2  4536 4558  1	
 304  2  4556 4535  1	
 305  2  4558 4574  1	
