  ON_NODES
   1  3  
   2  3  
   3  3  
   6  3  
   7  3  
   15  3  
   16  3  
   69  1  
   69  2  
   70  1  
   70  2  
   72  1  
   72  2  
   73  4  
   73  1  
   73  2  
   73  1  
   73  2  
   76  1  
   76  2  
   77  1  
   77  2  
   78  1  
   78  2  
   79  1  
   79  2  
   82  1  
   82  2  
   84  1  
   84  2  
   86  1  
   86  2  
   88  1  
   88  2  
   90  1  
   90  2  
   91  3  
   92  3  
   94  1  
   94  2  
   95  1  
   95  2  
   96  4  
   104  1  
   104  2  
   105  1  
   105  2  
   113  1  
   113  2  
   116  1  
   116  2  
   120  4  
   121  1  
   121  2  
   126  1  
   126  2  
   129  1  
   129  2  
   138  1  
   138  2  
   140  4  
   142  1  
   142  2  
   149  1  
   149  2  
   156  1  
   156  2  
   159  4  
   160  1  
   160  2  
   168  1  
   168  2  
   173  1  
   173  2  
   179  4  
   182  1  
   182  2  
   195  1  
   195  2  
   197  1  
   197  2  
   199  4  
   209  1  
   209  2  
   216  4  
   217  1  
   217  2  
   225  1  
   225  2  
   237  4  
   240  1  
   240  2  
   241  1  
   241  2  
   255  4  
   257  1  
   257  2  
   270  1  
   270  2  
   274  1  
   274  2  
   276  4  
   298  1  
   298  2  
   299  3  
   300  3  
   303  1  
   303  2  
   304  4  
   320  1  
   320  2  
   324  4  
   336  1  
   336  2  
   342  1  
   342  2  
   350  4  
   366  1  
   366  2  
   371  1  
   371  2  
   374  4  
   393  1  
   393  2  
   399  4  
   408  1  
   408  2  
   417  1  
   417  2  
   425  4  
   447  1  
   447  2  
   449  4  
   450  1  
   450  2  
   476  4  
   477  1  
   477  2  
   497  1  
   497  2  
   497  1  
   497  2  
   507  4  
   511  1  
   511  2  
   535  4  
   543  1  
   543  2  
   545  1  
   545  2  
   558  3  
   559  3  
   562  4  
   585  1  
   585  2  
   596  4  
   601  1  
   601  2  
   621  1  
   621  2  
   629  4  
   654  1  
   654  2  
   657  4  
   659  1  
   659  2  
   689  4  
   699  1  
   699  2  
   713  1  
   713  2  
   718  4  
   741  1  
   741  2  
   758  4  
   772  1  
   772  2  
   786  4  
   787  1  
   787  2  
   822  4  
   832  1  
   832  2  
   833  1  
   833  2  
   855  4  
   888  1  
   888  2  
   895  3  
   896  3  
   897  4  
   900  1  
   900  2  
   932  4  
   940  1  
   940  2  
   964  4  
   965  1  
   965  2  
   993  1  
   993  2  
   1008  4  
   1033  1  
   1033  2  
   1038  4  
   1041  1  
   1041  2  
   1080  4  
   1094  1  
   1094  2  
   1108  1  
   1108  2  
   1117  4  
   1154  1  
   1154  2  
   1155  4  
   1179  1  
   1179  2  
   1200  4  
   1219  1  
   1219  2  
   1234  4  
   1249  1  
   1249  2  
   1275  3  
   1276  3  
   1283  4  
   1285  1  
   1285  2  
   1315  1  
   1315  2  
   1324  4  
   1346  1  
   1346  2  
   1364  4  
   1383  1  
   1383  2  
   1404  4  
   1410  1  
   1410  2  
   1441  1  
   1441  2  
   1446  4  
   1478  1  
   1478  2  
   1490  4  
   1504  1  
   1504  2  
   1531  4  
   1548  1  
   1548  2  
   1563  1  
   1563  2  
   1579  4  
   1613  1  
   1613  2  
   1622  1  
   1622  2  
   1626  4  
   1665  1  
   1665  2  
   1668  4  
   1690  1  
   1690  2  
   1696  3  
   1697  3  
   1721  4  
   1722  1  
   1722  2  
   1769  4  
   1771  1  
   1771  2  
   1771  4  
   1771  1  
   1771  2  
   1775  4  
   1779  1  
   1779  2  
   1781  4  
   1786  4  
   1794  4  
   1804  4  
   1811  4  
   1818  4  
   1823  4  
   1827  4  
   1833  4  
   1834  1  
   1834  2  
   1845  4  
   1854  4  
   1864  4  
   1874  4  
   1879  1  
   1879  2  
   1885  4  
   1887  4  
   1894  1  
   1894  2  
   1904  4  
   1916  4  
   1931  4  
   1942  4  
   1946  4  
   1953  1  
   1953  2  
   1957  4  
   1972  4  
   1978  1  
   1978  2  
   1986  4  
   1999  4  
   2009  4  
   2017  1  
   2017  2  
   2022  4  
   2041  4  
   2051  4  
   2059  4  
   2069  1  
   2069  2  
   2072  1  
   2072  2  
   2073  4  
   2094  4  
   2103  4  
   2119  4  
   2135  1  
   2135  2  
   2137  4  
   2152  4  
   2154  4  
   2171  1  
   2171  2  
   2174  4  
   2193  1  
   2193  2  
   2198  4  
   2206  4  
   2223  4  
   2246  4  
   2250  3  
   2251  3  
   2256  4  
   2259  1  
   2259  2  
   2266  4  
   2271  1  
   2271  2  
   2290  4  
   2307  4  
   2320  4  
   2327  1  
   2327  2  
   2345  4  
   2357  4  
   2367  4  
   2372  1  
   2372  2  
   2385  1  
   2385  2  
   2393  4  
   2404  4  
   2421  4  
   2445  4  
   2450  1  
   2450  2  
   2454  4  
   2469  4  
   2470  1  
   2470  2  
   2497  4  
   2498  4  
   2520  1  
   2520  2  
   2532  4  
   2552  4  
   2560  4  
   2577  1  
